metagene,log2foldchange_M,q-value_M
EC:2.1.1.195,0.1032531152475441,1
EC:2.1.1.196,0.4246669308224417,1
EC:2.1.1.197,-0.09904895301971,1
EC:2.1.1.198,0.0521911393785738,1
EC:2.1.1.199,0.0705963557375456,1
EC:2.1.1.200,0.5797512716055091,1
EC:2.1.1.201,-0.3989209334797987,1
EC:2.1.1.207,0.1129922919830356,1
EC:2.1.1.217,0.0676452077003939,1
EC:2.1.1.219,-0.6052063013534894,1
EC:2.1.1.220,-0.6052063013534894,1
EC:2.1.1.222,0.5230882575043254,1
EC:2.1.1.223,0.4035166126772944,1
EC:2.1.1.226,0.318351484857741,1
EC:2.1.1.227,0.3183625457863658,1
EC:2.1.1.228,0.0741610787523311,1
EC:2.1.1.234,-0.546626183020311,1
EC:2.1.1.235,-0.329864360210887,1
EC:2.1.1.242,0.7455209210178178,1
EC:2.1.1.245,0.112255261952295,1
EC:2.1.1.246,-0.2234797476923832,1
EC:2.1.1.248,0.5275826530689809,1
EC:2.1.1.250,-0.4295775860354799,1
EC:2.1.1.255,-0.1073907332617737,1
EC:2.1.1.258,0.1116456445051611,1
EC:2.1.1.264,0.5797512716055091,1
EC:2.1.1.265,-0.1197105465805963,1
EC:2.1.1.266,0.2842573363361751,1
EC:2.1.1.271,0.369831897152584,1
EC:2.1.1.289,0.4092924238296648,1
EC:2.1.1.297,0.0105855778807961,1
EC:2.1.1.298,0.5306807857495188,1
EC:2.1.1.33,0.0629534267213801,1
EC:2.1.1.34,0.4301648132078922,1
EC:2.1.1.35,0.0806006303121101,1
EC:2.1.1.37,0.1810394300694016,1
EC:2.1.1.44,-0.7406788936968498,1
EC:2.1.1.45,-0.0339018340809952,1
EC:2.1.1.61,0.5380778428027164,1
EC:2.1.1.63,0.0016073168438749,1
EC:2.1.1.64,0.5230882575043254,1
EC:2.1.1.72,0.0712596242430914,1
EC:2.1.1.74,-0.0164404017457565,1
EC:2.1.1.77,0.2479690406900129,1
EC:2.1.1.79,0.268457646600767,1
EC:2.1.1.80,0.3476450787886186,1
EC:2.1.1.90,0.1251377322670496,1
EC:2.1.2.1,-0.0210539000399578,1
EC:2.1.2.10,-0.6434440156215309,1
EC:2.1.2.11,-0.2299774772432007,1
EC:2.1.2.13,0.3888094542754472,1
EC:2.1.2.2,0.0420938667255839,1
EC:2.1.2.3,0.0137099063846459,1
EC:2.1.2.5,-0.6164485013453282,1
EC:2.1.2.9,0.044764523707743,1
EC:2.1.3.11,-0.6253463978165192,1
EC:2.1.3.2,0.0578245141509638,1
EC:2.1.3.3,0.118562608459506,1
EC:2.1.3.6,-0.0706103086414945,1
EC:2.10.1.1,-0.3527614862163022,1
EC:2.2.1.1,0.1191138086610664,1
EC:2.2.1.10,-0.5551672121858282,1
EC:2.2.1.2,0.0118931938089495,1
EC:2.2.1.6,0.0500062258400755,1
EC:2.2.1.7,0.5060018406356663,1
EC:2.2.1.9,-0.7073979877444132,1
EC:2.3.1.1,0.0342850593940211,1
EC:2.3.1.102,0.8535219655378854,1
EC:2.3.1.109,0.5919634813924657,1
EC:2.3.1.117,0.1403266765429192,1
EC:2.3.1.118,-0.146836515775624,1
EC:2.3.1.12,-0.1682349010700679,1
EC:2.3.1.128,0.1338565334619268,1
EC:2.3.1.129,0.1220220274390443,1
EC:2.3.1.15,0.1383200339237092,1
EC:2.3.1.157,0.061222379700956,1
EC:2.3.1.16,0.0015688591512595,1
EC:2.3.1.168,-0.0808364069093474,1
EC:2.3.1.169,0.112797696790484,1
EC:2.3.1.174,0.7647167260460888,1
EC:2.3.1.178,-0.6724339886112751,1
EC:2.3.1.179,0.0341796620718992,1
EC:2.3.1.18,-0.0853918686459636,1
EC:2.3.1.180,-0.0490712016117369,1
EC:2.3.1.181,-0.4873534767189078,1
EC:2.3.1.182,-0.5813196316185985,1
EC:2.3.1.183,-0.1698875109579499,1
EC:2.3.1.184,0.6931697520656774,1
EC:2.3.1.187,0.4532037653995462,1
EC:2.3.1.189,-0.499640151353253,1
EC:2.3.1.19,0.1465269453261468,1
EC:2.3.1.191,-0.0817527653005271,1
EC:2.3.1.193,0.5221045576288843,1
EC:2.3.1.20,0.1003296558212372,1
EC:2.3.1.201,-0.5373460207711009,1
EC:2.3.1.203,0.3078958919080032,1
EC:2.3.1.204,-0.5120552302456967,1
EC:2.3.1.207,0.2479688201730782,1
EC:2.3.1.210,0.5262929858336329,1
EC:2.3.1.222,-0.2915976981599814,1
EC:2.3.1.223,0.7196887872551505,1
EC:2.3.1.233,-0.4878659019680246,1
EC:2.3.1.234,0.0741838249844974,1
EC:2.3.1.235,-0.2199383751539748,1
EC:2.3.1.241,-0.0730855347345795,1
EC:2.3.1.242,0.5961571425175296,1
EC:2.3.1.243,0.5262929858336329,1
EC:2.3.1.28,-0.0341161345170098,1
EC:2.3.1.29,-0.3182126592616633,1
EC:2.3.1.30,0.0322797618059257,1
EC:2.3.1.31,-1.044783268208959,1
EC:2.3.1.35,-0.0445594616882133,1
EC:2.3.1.39,0.0522433445462656,1
EC:2.3.1.40,0.118208257435129,1
EC:2.3.1.41,0.3355919179577757,1
EC:2.3.1.46,0.2855971257574005,1
EC:2.3.1.47,-0.6012833981565302,1
EC:2.3.1.51,0.0963404748593733,1
EC:2.3.1.54,0.1754330744585092,1
EC:2.3.1.57,-0.1473804325177125,1
EC:2.3.1.59,-0.8085305394585625,1
EC:2.3.1.61,-0.6713193961039479,1
EC:2.3.1.79,0.3755224691480924,1
EC:2.3.1.8,0.0851248692089467,1
EC:2.3.1.81,-0.2813114268325081,1
EC:2.3.1.82,0.3851459894163855,1
EC:2.3.1.89,-0.1407221744396804,1
EC:2.3.1.9,-0.2120600580390099,1
EC:2.3.2.10,-0.2215030010233222,1
EC:2.3.2.13,0.0151690345874222,1
EC:2.3.2.16,-0.4444294467585553,1
EC:2.3.2.17,0.0821224059645608,1
EC:2.3.2.18,-0.0129446220324672,1
EC:2.3.2.2,-0.3951208706889825,1
EC:2.3.2.3,-0.0917004466424519,1
EC:2.3.2.5,-0.9128213225999712,1
EC:2.3.2.6,-0.2764513904852411,1
EC:2.3.2.8,0.1322502556676076,1
EC:2.3.3.1,-0.0113388890625037,1
EC:2.3.3.10,-0.1388574083397389,1
EC:2.3.3.13,-0.1641908108904169,1
EC:2.3.3.14,0.7480417038140073,1
EC:2.3.3.5,-0.1819343562713382,1
EC:2.3.3.9,-0.2167183839414614,1
EC:2.4.1.1,0.2532570019833963,1
EC:2.4.1.10,-0.1635625203471963,1
EC:2.4.1.109,0.3852053973646945,1
EC:2.4.1.11,-0.4446948761209766,1
EC:2.4.1.117,0.2442436234853446,1
EC:2.4.1.12,0.7387160353707318,1
EC:2.4.1.129,0.3162263474922404,1
EC:2.4.1.144,0.1959768317893069,1
EC:2.4.1.15,-0.2844647960568296,1
EC:2.4.1.18,0.3076353798069366,1
EC:2.4.1.180,0.0836877354898357,1
EC:2.4.1.182,-0.0293591635382268,1
EC:2.4.1.187,-0.0408628664885002,1
EC:2.4.1.20,0.7095219854195782,1
EC:2.4.1.208,0.3059354410985139,1
EC:2.4.1.21,0.4562995733311694,1
EC:2.4.1.211,0.4527440249637319,1
EC:2.4.1.212,-0.0922092118178032,1
EC:2.4.1.216,-0.5527270000885078,1
EC:2.4.1.227,0.0552837161434272,1
EC:2.4.1.230,0.1382689166717968,1
EC:2.4.1.247,-0.7556799566047157,1
EC:2.4.1.25,0.0324192898571944,1
EC:2.4.1.250,-0.686620992052599,1
EC:2.4.1.266,-0.800294726930936,1
EC:2.4.1.280,0.1265967897473724,1
EC:2.4.1.281,-0.2243236829927671,1
EC:2.4.1.287,-1.015316324787966,1
EC:2.4.1.288,-1.0760250321766294,1
