id,(Intercept),Patient_SexM
EC:1.1.1.1,26.843129398292017,-0.11130012560214146
EC:1.1.1.100,28.900195531686034,0.2602641667808532
EC:1.1.1.103,1.1461928829610195,0.05061419224983298
EC:1.1.1.108,-3.478938099791735,-0.3611008028088722
EC:1.1.1.11,-19.383963753896882,1.2221423631605184
EC:1.1.1.122,-5.841542308747326,-1.5773971372279556
EC:1.1.1.125,6.488714194225767,-0.5960014985648542
EC:1.1.1.130,0.08778654726493211,0.8971897710282677
EC:1.1.1.132,-5.629896758054066,-1.3027859693258976
EC:1.1.1.133,22.704016754978884,0.9708066999110541
EC:1.1.1.136,-6.7462130749560165,-0.32205901066675213
EC:1.1.1.137,-0.003820324180121486,-0.15610761965650582
EC:1.1.1.14,10.940063299131044,1.2474479928411901
EC:1.1.1.140,3.147566385522226,0.6029870144438069
EC:1.1.1.157,9.231215302734233,0.7072472172488171
EC:1.1.1.159,2.4448742376959447,-0.20865652796336914
EC:1.1.1.169,18.860256001929876,-0.021056985091849844
EC:1.1.1.17,5.406250846992229,1.08669430312829
EC:1.1.1.179,-4.2978134857476995,-1.4802815182951017
EC:1.1.1.18,6.841535428673634,-0.9783291671048315
EC:1.1.1.193,13.02611019132983,0.17429001084582735
EC:1.1.1.202,-6.442825281091405,0.1436816442333369
EC:1.1.1.203,-10.479475706436144,-1.1103343820400817
EC:1.1.1.205,26.0276197026648,-0.08374285200019667
EC:1.1.1.206,-10.383635647445436,0.22497717641422013
EC:1.1.1.215,-8.330795204130435,1.1241999161882947
EC:1.1.1.219,-2.100757639757819,-0.48125571239946546
EC:1.1.1.22,12.731903240778903,1.5583549698099881
EC:1.1.1.23,20.95944473940939,-0.2443947588260324
EC:1.1.1.243,-8.57589763923363,-1.2198609154005151
EC:1.1.1.25,25.375802748011406,0.7403385259384114
EC:1.1.1.251,-10.5631116273327,0.9433306502949435
EC:1.1.1.26,-7.199260885844503,-0.3786835937428317
EC:1.1.1.261,2.350230439535333,-0.28456460732237004
EC:1.1.1.262,4.351038020184878,0.37322908004452876
EC:1.1.1.264,-8.146136634270068,0.015121263397424405
EC:1.1.1.267,12.460940363593545,1.237015606530514
EC:1.1.1.27,22.18771669883962,0.04479447791401925
EC:1.1.1.271,-0.13352542256139355,0.5787636932483112
EC:1.1.1.275,-10.32357738162158,-1.1883587016272705
EC:1.1.1.28,16.09219346082793,-0.2532436374102024
EC:1.1.1.281,-7.087220507866365,0.012825871559199361
EC:1.1.1.282,-10.170651313272387,-0.39585004951967306
EC:1.1.1.284,1.6953525353422023,1.1099675626710637
EC:1.1.1.287,-13.737408560440246,-0.07285750837346915
EC:1.1.1.289,-17.162806709492116,0.47681202045164206
EC:1.1.1.29,9.840393009085632,0.7244480515496637
EC:1.1.1.290,-3.798777090015431,0.1933464361727968
EC:1.1.1.291,-22.909764720538597,0.9470369543586861
EC:1.1.1.3,25.518660653859467,0.17942649479890627
EC:1.1.1.30,-5.38388769111476,1.4926629622351515
EC:1.1.1.300,-13.5661845294256,-0.8298563602129704
EC:1.1.1.301,-13.028419314979791,1.3194657850022764
EC:1.1.1.302,-7.254128454602821,0.8729884363561905
EC:1.1.1.303,4.606740787453001,-2.467711764294127
EC:1.1.1.304,3.8780010620193934,-0.6455070200919566
EC:1.1.1.305,-7.383445866517791,0.7645535764090513
EC:1.1.1.306,-6.2946437427150626,-1.388236545557972
EC:1.1.1.308,-10.246734312148806,0.7096952929477077
EC:1.1.1.31,16.117960240752307,1.0670395364481533
EC:1.1.1.310,-12.535485652634845,1.0308318528349123
EC:1.1.1.328,-6.354115575398153,-1.3619284806823866
EC:1.1.1.333,-7.100323129376981,-0.9919330919819367
EC:1.1.1.335,-22.59962010295559,1.1138389675705103
EC:1.1.1.336,-1.750383593832227,0.5882706586622686
EC:1.1.1.337,-4.2978134857476995,-1.4802815182951017
EC:1.1.1.343,15.212941048385648,-0.9131785662724405
EC:1.1.1.346,-1.1296360060016426,0.39451973578011407
EC:1.1.1.35,-1.7541636858626477,-0.28450158901076117
EC:1.1.1.350,0.41961166545311324,-0.5902569323419186
EC:1.1.1.36,-24.535046457302435,0.3931854619884549
EC:1.1.1.363,13.636318698985024,-0.9826612671178404
EC:1.1.1.367,-1.6320667404553075,-0.1482805014642519
EC:1.1.1.369,6.997036752733026,-1.0023074137481442
EC:1.1.1.37,4.7898528193275896,-1.3360754391468728
EC:1.1.1.370,-2.6875978979162483,-1.8262549304958682
EC:1.1.1.371,-19.53401480034085,0.20642441277285625
EC:1.1.1.373,-9.519315982794744,0.9510442809841906
EC:1.1.1.38,21.605666825799755,0.5619303003973599
EC:1.1.1.380,0.5031635759740446,-0.07808157293927134
EC:1.1.1.381,-6.9818029443896394,0.6733509402908607
EC:1.1.1.385,-12.197350527019552,0.4944138961402124
EC:1.1.1.39,-13.472233474364696,0.15798476306088258
EC:1.1.1.4,5.15298936529776,-2.4466227293503113
EC:1.1.1.40,-2.364079492270298,-0.3393521283527961
EC:1.1.1.41,-1.6902751382356918,0.826598368028536
EC:1.1.1.42,18.802024355892843,-0.06513579341203501
EC:1.1.1.44,15.671895716339188,-0.9983894324266983
EC:1.1.1.47,4.288509780990513,-0.8666856584562285
EC:1.1.1.49,13.63576254348008,-0.9930768837730971
EC:1.1.1.53,-5.160913943421147,-1.2116756253253014
EC:1.1.1.56,-24.141458702133924,0.3701610937177086
EC:1.1.1.57,8.889268420795858,1.134983995972461
EC:1.1.1.58,8.528795348435903,0.5945198825211473
EC:1.1.1.6,17.350568775089332,-0.15164497596411758
