metagene,log2foldchange_liquid,log2foldchange_semi-formed,q-value_liquid,q-value_semi-formed
PWY-5180,2.1413764991363107,0.6317371886328741,0.0222712845541915,1
PWY-5182,2.1413764991363107,0.6317371886328741,0.0222712845541915,1
