id,(Intercept),cohortAfter abduction
K00001,3.5909336854177534,1.0057493383488052
K00003,4.969167043794237,0.02932830468463865
K00004,1.5049352698920284,0.6876864232109315
K00005,4.047832994632986,0.6252906687644367
K00007,-5.3836624081025874,1.1594528010307201
K00008,4.818672701276344,-1.319561706888738
K00009,2.472836811603737,0.7677742372088425
K00010,2.935500250980451,-0.2441206651706358
K00012,4.387479285855593,-0.5720752978189763
K00013,4.589311120594467,0.2563424794818341
K00014,5.036667578801652,0.29008725733125273
K00015,-1.7073755917380877,-1.1172857194413917
K00016,5.106349589552139,0.5973756224176796
K00018,4.187462377620117,-0.7311681573755902
K00019,-0.33171887146533585,0.6033949855773991
K00020,4.221892470601069,0.07347467092017146
K00023,-6.154763683221854,1.5346986722019604
K00024,1.6868822696800398,1.0021940264568672
K00027,4.826861804419898,0.6131015564616786
K00028,-5.270124188430646,1.432149917313912
K00029,0.11410141595874368,-0.2046488624650793
K00030,1.4436790709261098,-2.254678855144932
K00031,4.2707111721448205,0.07007019338858944
K00033,3.7968423006974517,1.3971092318078515
K00034,1.6235927564041637,1.635647919042857
K00036,3.5918527079153835,1.5868907249154416
K00038,-1.3413494537564432,-0.036116438364449444
K00040,3.8473459604487923,-0.4149658431854262
K00041,3.5703051079690065,-0.39315234517908837
K00042,3.73134207579153,-1.6414904719325394
K00045,-4.912755125950531,0.7388698893785451
K00046,3.9498248167486247,-0.4897069957941296
K00048,3.8201985632237774,-0.5541835326743407
K00050,-1.1446233678799533,-1.1923104504295754
K00052,4.535891482839712,0.08498683500040793
K00053,4.52904224905681,0.0845603642810755
K00054,2.9323867994021713,1.5438849046694616
K00055,0.7482258140684896,0.6260111277572424
K00057,4.88273809478713,0.7507932679825142
K00058,5.289911157162147,0.29184023224390687
K00059,5.855089956721758,0.6433755357374649
K00060,1.9346650613932246,-1.1667645433437688
K00064,-1.718090162053194,0.20129603374447824
K00065,2.8150684462101045,-0.35764199195130253
K00066,-1.5467260993315168,0.24427580523185388
K00067,4.869116670069848,0.18374338013708424
K00068,1.585007002778136,1.016669984010425
K00073,1.828521041096315,-1.409017442492777
K00074,3.3984657661617073,-0.14176228505673039
K00075,4.823379258935824,0.7230148755416124
K00076,2.5815698208174256,-2.0081295329276814
K00077,4.518293019145561,0.7616700440501579
K00078,-0.6634536096578705,-1.633153533434108
K00082,-1.3554617004002756,0.12506840141433817
K00086,-1.8226143998828785,0.10156964436087224
K00087,3.2265252420784227,-1.8069332146054586
K00088,4.939699501002697,0.6971515166737022
K00090,-1.9952716735234306,-0.0736197724393799
K00091,0.6730962706070791,-1.5766102871110883
K00094,-3.1961975862803795,0.0506448060838216
K00096,2.5688916238840376,-1.9125859763985553
K00097,2.8045043753373013,-0.965890805540913
K00098,-3.047071884057481,0.9538467735146259
K00099,4.383198499427992,-1.0247786211246446
K00100,4.588262893811186,-0.6340013093791481
K00101,-0.3639400411463285,-0.14587963338043575
K00102,-3.621081766424648,-0.7169458421367607
K00103,-2.963285191095367,0.9056121132919852
K00104,2.735975374678204,-0.0642715623711212
K00105,1.5025331289703914,1.1499941942014695
K00108,0.22838995614984636,1.8805637353363158
K00111,4.324586566542876,0.07471551544983246
K00112,-1.6930353886658631,-0.04536915998227253
K00113,-1.6378745398580046,-0.08092618911378735
K00114,-3.9791870258588244,0.033229005020545266
K00116,-0.26751898968092735,2.217438552635204
K00117,-2.112662562581127,-0.02779565866052236
K00121,1.604535150950186,0.39566380084324904
K00123,3.3710943758057708,-0.8468896371566315
K00124,-0.5240616079174512,-0.18971567347253648
K00127,-1.2161154570853743,0.044615776564208565
K00128,4.359464100231423,-0.15759221528270584
K00130,1.3041155534458904,1.1779068318701562
K00131,1.6124120317532435,-0.18594219732427741
K00132,-2.2201872259705633,0.4408238206432552
K00133,4.813096987943143,0.7396938786876823
K00134,4.948656304740507,0.9191003963182356
K00135,2.0721924862082384,1.188764070891141
K00137,-2.175902673386547,-0.03883619478131295
K00138,-0.17193712229128266,0.057830000566033934
K00140,1.8784328223806606,-0.39222767345484044
K00141,-2.02854611395733,0.3439526467541353
K00145,4.42252295936319,-0.016442174411220867
K00146,-1.6531685071800384,0.6112641644331739
K00147,4.633223355292608,0.3272239424782103
K00148,-1.9777425629077099,-0.08026912866908376
K00151,-2.253633502444228,0.6322215029665391
K00153,-1.7161272318388576,0.2587426703379274
K00154,-5.862581950176939,1.6414815470571997
K00156,1.6028015937089508,-0.11947378435474776
K00158,2.4024252430384996,1.7859702205575865
