	EG0024	EG0031	EG0039	EG0055	EG0057	EG0070	EG0088	EG0101	EG0118	EG0136	EG0141	EG0175	EG0194	EG0196	EG0236	EG0256	EG0280	EG0282	EG0294	EG0303	EG0313	EG0341	EG0364	EG0365	EG0381	EG0401	EG0415	EG0447	EG0497	EG0520	EG0546	EG0605	EG0647	EG0660	EG0732	EG0744	EG0767	EG0778	EG0800	EG0831	EG0850	EG0883	EG0892	EG0927	EG0946	EG0967	EG1035	EG1041	EG1051	EG1069	EG1080	EG1178	EG1359	EG1394	EG1416	EG1431	EG1490	EG1507	EG1524	EG1572	EG1599	EG1637	EG1673	EG1724	EG1823	EG1825	EG1830	EG1872	EG1878	EG1892	EG1904	EG1905	EG1915	EG1939	EG1940	EG1976	EG1990	EG2018	EG2149	EG2186	EG2214	EG2279	EG2335	EG2391	EG2392	EG2419	EG2435	EG2490	EG2559	EG2580	EG2591	EG2608	EG2638	EG2659
EG0024	0	1.127390265464783	1.081673502922058	1.319838404655457	1.483432292938232	0.5333279967308044	1.401837110519409	1.215384960174561	1.442295789718628	0.5655200481414795	0.9831990599632263	1.412555456161499	0.4388114213943481	1.240897417068481	1.213141560554504	1.333107352256775	1.029008865356445	0.5626585483551025	1.243609428405762	0.5693035125732422	1.340178608894348	0.7797079086303711	1.467012524604797	1.246933221817017	1.159495949745178	0.618632435798645	0.9728155136108398	1.246498823165894	0.8578878045082092	1.442197322845459	1.673283100128174	0.6334699392318726	1.066622138023376	0.7338161468505859	0.8887024521827698	0.6584390997886658	0.528194785118103	0.7555761337280273	0.7483188509941101	0.5430943965911865	1.43495762348175	0.8959531188011169	1.139228343963623	0.7309383153915405	1.122721791267395	0.8168677091598511	0.8035696148872375	0.594319224357605	1.194308042526245	0.8354179859161377	0.9876032471656799	0.6643512845039368	0.9369855523109436	0.9461297988891602	1.51017689704895	1.014426708221436	1.026304125785828	0.5115301012992859	1.342133641242981	1.140770316123962	0.9043152332305908	1.129246234893799	1.301182627677917	0.8568657636642456	1.110322952270508	0.9973970055580139	0.51975417137146	0.6130285263061523	1.230057954788208	1.175617218017578	0.7622902393341064	0.5523903369903564	0.6573511362075806	1.300450563430786	0.6391949653625488	0.826758086681366	1.333852171897888	0.7915823459625244	1.222970962524414	0.481925904750824	0.6023407578468323	0.8943091630935669	0.7672683000564575	1.242784261703491	0.93180251121521	0.5070664286613464	0.9963971972465515	0.7949421405792236	1.356327056884766	1.170884132385254	0.7574009299278259	1.087176322937012	1.328129887580872	1.370917797088623
EG0031	1.127390265464783	0	1.200155854225159	1.514980554580688	1.663182973861694	0.9968289732933044	1.601194262504578	1.059597373008728	1.63518762588501	0.9675940275192261	1.307052612304688	1.61026930809021	0.9312967658042908	1.429060935974121	1.487755656242371	1.517522096633911	1.376743078231812	0.9179558157920837	1.447279691696167	0.9366554021835327	1.536728620529175	0.9954492449760437	1.657782673835754	1.43655264377594	1.55091118812561	0.9149051904678345	0.8603351712226868	1.435290098190308	1.00074577331543	1.652096509933472	1.804661750793457	1.046107769012451	1.270991921424866	0.8791199922561646	1.174054026603699	1.026722431182861	0.8264503479003906	1.038606524467468	0.9643236398696899	1.216577649116516	1.598254323005676	1.141616344451904	1.338605046272278	1.238872289657593	0.6307710409164429	1.19659435749054	0.9149727821350098	0.9763229489326477	1.390244245529175	1.193397521972656	1.211795568466187	0.9747649431228638	1.107913136482239	1.186630487442017	1.713868856430054	1.081841111183167	1.271133303642273	0.8906853199005127	1.526327610015869	0.6665533781051636	1.173579335212708	0.5844389796257019	1.485004782676697	1.101154685020447	0.9951657056808472	1.358343720436096	1.223975419998169	1.052250146865845	1.046305298805237	1.50479531288147	0.669180154800415	0.9640123844146729	1.031328797340393	1.477658748626709	0.9290636777877808	0.9249837398529053	1.517410755157471	0.7703867554664612	1.401508927345276	1.021942019462585	0.8563860654830933	1.19448184967041	1.304207801818848	1.435009837150574	1.249840259552002	0.8619034290313721	1.180261135101318	1.179882049560547	1.349606871604919	1.351805806159973	1.100723385810852	1.323395133018494	1.434430241584778	1.578066110610962
EG0039	1.081673502922058	1.200155854225159	0	0.6546722054481506	0.6938174366950989	0.9602346420288086	0.819726824760437	0.4788428544998169	0.8681002855300903	0.8521391153335571	0.3061104416847229	0.8252542018890381	0.8178268671035767	0.6552779674530029	1.10877799987793	0.6688851118087769	0.5259709358215332	0.7624455690383911	0.6507889032363892	0.6347230672836304	0.7744356989860535	1.132645010948181	0.682839035987854	0.6703588962554932	0.8883094787597656	0.9716660380363464	0.8474511504173279	0.6680884957313538	0.9369338154792786	0.8776305913925171	1.641950249671936	0.6648814678192139	1.003466606140137	0.6778708696365356	0.8939068913459778	0.8950121402740479	0.8046689033508301	0.8278356790542603	1.037824392318726	1.186461329460144	0.8066690564155579	1.075990676879883	0.5217779874801636	1.345412015914917	0.7745691537857056	0.8276172280311584	0.7542274594306946	0.8235207796096802	0.6028820872306824	0.5098286271095276	0.4089851975440979	0.740906298160553	0.7058145999908447	0.5890880227088928	0.9488782286643982	1.181258201599121	0.6031645536422729	0.6516223549842834	0.6768999695777893	0.8572379946708679	0.9094913005828857	0.7898383140563965	0.6564505100250244	0.4922360777854919	0.3682182729244232	0.6836046576499939	1.36164927482605	0.8070018291473389	0.4102213084697723	0.7329812049865723	0.7597217559814453	0.8857746720314026	0.7653341889381409	0.6169690489768982	0.8043901920318604	0.6561694741249084	0.6689838767051697	0.7395734786987305	0.6036211848258972	0.9371709823608398	0.7794246673583984	0.6262742877006531	0.7675184011459351	0.6663118600845337	0.4854924976825714	0.7971276044845581	0.6222355365753174	0.9223631620407104	0.6220213174819946	0.5419477224349976	0.8630011081695557	0.8024054169654846	1.3446124792099	0.7083380818367004
EG0055	1.319838404655457	1.514980554580688	0.6546722054481506	0	0.3171546757221222	1.246120572090149	0.3689420223236084	0.6942687034606934	0.3906149864196777	1.158980369567871	0.5922757387161255	0.3805359601974487	1.077144145965576	0.1835282891988754	1.268830180168152	0.02275317348539829	0.5127166509628296	1.016503214836121	0.3467345833778381	0.9406025409698486	0.3603796660900116	1.371518969535828	0.3181125223636627	0.1977681666612625	0.8210586309432983	1.240486741065979	1.24193549156189	0.19736048579216	1.250266432762146	0.4037475883960724	1.607951283454895	0.9593464136123657	1.210459470748901	0.9102271795272827	1.131924748420715	1.198132634162903	1.143919467926025	1.014273881912231	1.361814260482788	1.519353866577148	0.4501376450061798	1.385193109512329	0.3177957534790039	1.63438868522644	1.213107466697693	1.070478916168213	0.7160530686378479	1.078208804130554	0.2659097909927368	0.8688361644744873	0.7381348013877869	1.052995681762695	1.070975780487061	0.664841890335083	0.9055597186088562	1.480860114097595	0.8322206735610962	1.054335236549377	0.03536999598145485	1.189953207969666	1.167990803718567	1.130837798118591	0.2372155487537384	0.7194030284881592	0.6742565631866455	0.8523498773574829	1.601881742477417	1.108974695205688	0.6548179984092712	0.8933643698692322	1.21662974357605	1.144729614257812	1.048376083374023	0.243557333946228	1.115001678466797	1.084125399589539	0.0235600434243679	1.136400699615479	0.2925367653369904	1.215845108032227	1.190928220748901	0.9409651756286621	1.01863420009613	0.1951881647109985	0.7236171960830688	1.091826200485229	1.046002864837646	1.180002927780151	0.7409733533859253	0.6569581031799316	1.153566598892212	0.9736552238464355	1.505114912986755	0.1557546854019165
EG0057	1.483432292938232	1.663182973861694	0.6938174366950989	0.3171546757221222	0	1.413153171539307	0.4490628838539124	0.8310466408729553	0.4563429951667786	1.327685832977295	0.6467840075492859	0.4602413773536682	1.243098258972168	0.3111704885959625	1.398000001907349	0.317438006401062	0.6544589996337891	1.176244616508484	0.4650058448314667	1.108083724975586	0.5195534825325012	1.533527135848999	0.2160040587186813	0.3191740810871124	0.957017183303833	1.40473484992981	1.397651553153992	0.3196171820163727	1.418203115463257	0.4810934066772461	1.762032151222229	1.112922668457031	1.374773025512695	1.065053462982178	1.289841890335083	1.364553332328796	1.309692621231079	1.17222261428833	1.524019241333008	1.685200691223145	0.4929212927818298	1.553556084632874	0.4626613259315491	1.793804407119751	1.278023242950439	1.162733554840088	0.8745464086532593	1.245946049690247	0.4025896191596985	0.8493551015853882	0.8533809781074524	1.213502049446106	1.231112957000732	0.7506040334701538	0.9772567749023438	1.646490216255188	0.9956581592559814	1.192529439926147	0.3274874985218048	1.296119570732117	1.333352088928223	1.274313807487488	0.2627659738063812	0.8847068548202515	0.8104310035705566	0.9904404878616333	1.762240648269653	1.274263739585876	0.7971255779266357	0.9972925186157227	1.384411334991455	1.305158734321594	1.166606187820435	0.2818280458450317	1.27826976776123	1.246193885803223	0.3185409605503082	1.232570171356201	0.4333415925502777	1.383793592453003	1.359333515167236	1.107232570648193	1.159746885299683	0.3247442841529846	0.7989224195480347	1.258699536323547	1.136324405670166	1.346181631088257	0.8986319303512573	0.79729825258255	1.32176947593689	1.142450332641602	1.667483568191528	0.3688327670097351
EG0070	0.5333279967308044	0.9968289732933044	0.9602346420288086	1.246120572090149	1.413153171539307	0	1.329190969467163	1.144414663314819	1.37168550491333	0.2572169899940491	0.8733288049697876	1.340707778930664	0.3108274638652802	1.167044997215271	1.134486675262451	1.259045362472534	0.9479153156280518	0.5027589201927185	1.17537796497345	0.4880305826663971	1.269408226013184	0.5810624957084656	1.392792940139771	1.17341423034668	1.168525457382202	0.3399564325809479	0.8815308213233948	1.17118501663208	0.7120512127876282	1.385572195053101	1.587918281555176	0.4625456631183624	0.9262042641639709	0.6246622800827026	0.7475022673606873	0.4291938543319702	0.3253965973854065	0.6013087630271912	0.361816942691803	0.7993314266204834	1.365105867385864	0.6437652111053467	1.061044216156006	0.9787747263908386	1.036287307739258	0.669696569442749	0.6987658739089966	0.3948075175285339	1.119666337966919	0.6449601054191589	0.8455153703689575	0.5368567109107971	0.8219212293624878	0.8918129801750183	1.451677799224854	0.8279431462287903	0.8744198083877563	0.4381954073905945	1.266303896903992	1.096261024475098	0.7512375712394714	1.050421833992004	1.235074281692505	0.7401490211486816	1.035334229469299	0.9563063383102417	0.8524391055107117	0.4215564727783203	1.153500556945801	1.140848159790039	0.6173174977302551	0.4043512940406799	0.5542061328887939	1.231339573860168	0.444157600402832	0.6767739653587341	1.258332252502441	0.6791424751281738	1.135332822799683	0.2829687595367432	0.3271465599536896	0.7928532361984253	0.7541359066963196	1.169958233833313	0.8639514446258545	0.2973409593105316	0.8649437427520752	0.6890333890914917	1.277404546737671	1.09320867061615	0.5642385482788086	1.038140654563904	1.176799058914185	1.309111475944519
EG0088	1.401837110519409	1.601194262504578	0.819726824760437	0.3689420223236084	0.4490628838539124	1.329190969467163	0	0.6500017642974854	0.1773788034915924	1.21265709400177	0.7654455304145813	0.03606219589710236	1.137574911117554	0.2340171933174133	1.318901538848877	0.3838880956172943	0.4702163934707642	1.069260478019714	0.2804307639598846	1.06132984161377	0.3089015185832977	1.458688855171204	0.5720951557159424	0.2324866950511932	0.8665361404418945	1.327120900154114	1.275362372398376	0.2321706712245941	1.31166410446167	0.2528181970119476	1.688640117645264	0.9881802797317505	1.289632320404053	0.9917349815368652	1.157824516296387	1.274448394775391	1.225871801376343	1.094440937042236	1.444811344146729	1.582868814468384	0.2426353394985199	1.466307163238525	0.3622080385684967	1.714943885803223	1.316799759864807	1.055384039878845	0.7940877676010132	1.11644446849823	0.2594311237335205	1.011547684669495	0.7822386026382446	1.077111005783081	1.049084663391113	0.7830268144607544	0.7008052468299866	1.537852764129639	0.7834166288375854	1.140008687973022	0.392353355884552	1.239534974098206	1.204615235328674	1.135872364044189	0.2352375686168671	0.7320136427879333	0.6948823928833008	0.8219749927520752	1.687019944190979	1.166725635528564	0.8218722343444824	0.878062903881073	1.301558136940002	1.199738025665283	1.077664613723755	0.311636358499527	1.161939978599548	1.130312323570251	0.3841512501239777	1.130275130271912	0.3174214065074921	1.299992084503174	1.259711265563965	0.9072693586349487	1.068172335624695	0.2255392670631409	0.6026555895805359	1.161704182624817	1.140235781669617	1.245859622955322	0.712712287902832	0.6008249521255493	1.201589345932007	1.099621772766113	1.587516784667969	0.4003943800926208
EG0101	1.215384960174561	1.059597373008728	0.4788428544998169	0.6942687034606934	0.8310466408729553	1.144414663314819	0.6500017642974854	0	0.7749790549278259	1.014616250991821	0.5845136642456055	0.6330928206443787	0.9488346576690674	0.5782972574234009	1.202354669570923	0.7087373733520508	0.4052127599716187	0.8774104118347168	0.5141742825508118	0.8315543532371521	0.6352752447128296	1.273005962371826	0.856400191783905	0.5806289911270142	0.8597858548164368	1.14220404624939	0.7019573450088501	0.579984188079834	1.022017002105713	0.7846726775169373	1.686805725097656	0.7962310314178467	1.131728529930115	0.7850393056869507	0.98456209897995	1.088131427764893	0.9526281356811523	0.9410247802734375	1.222066402435303	1.311954498291016	0.7503849864006042	1.26203978061676	0.4728321433067322	1.429049134254456	0.7073615789413452	0.9297386407852173	0.7964644432067871	0.9316076636314392	0.4799332320690155	0.8273805379867554	0.5512208342552185	0.8188163042068481	0.6975526809692383	0.7447679042816162	0.9548525810241699	1.248167276382446	0.6610696315765381	0.8690749406814575	0.7178950905799866	0.701382040977478	1.020472288131714	0.559806764125824	0.6362192630767822	0.5425424575805664	0.199489563703537	0.6737070083618164	1.503213405609131	0.9673035740852356	0.2208509594202042	0.8109192848205566	0.6911895871162415	1.011002659797668	0.8771990537643433	0.6302278637886047	0.9270509481430054	0.6795762181282043	0.7094119191169739	0.6015694141387939	0.5315797924995422	1.113648414611816	0.9434710741043091	0.6879235506057739	0.8968482613563538	0.5762621760368347	0.5822874903678894	0.9677055478096008	0.8456964492797852	1.066435217857361	0.4204711318016052	0.4106473624706268	1.008071303367615	0.9433346390724182	1.426598429679871	0.717863917350769
EG0118	1.442295789718628	1.63518762588501	0.8681002855300903	0.3906149864196777	0.4563429951667786	1.37168550491333	0.1773788034915924	0.7749790549278259	0	1.286720156669617	0.8137156963348389	0.1888080984354019	1.201857805252075	0.2176373302936554	1.356286406517029	0.3892802000045776	0.6032357215881348	1.134881973266602	0.3850894868373871	1.104699611663818	0.4809257388114929	1.493252754211426	0.5892876386642456	0.2017245292663574	0.9044783115386963	1.364265441894531	1.356287717819214	0.2030152529478073	1.381639361381531	0.2466677129268646	1.721098661422729	1.074010372161865	1.333393812179565	1.026911616325378	1.24977433681488	1.325534105300903	1.268528461456299	1.130717873573303	1.482699155807495	1.647321105003357	0.1450448036193848	1.512043476104736	0.4070747494697571	1.752607107162476	1.366339325904846	1.109388470649719	0.8329564332962036	1.2093825340271	0.3143704533576965	1.046864867210388	0.8494498729705811	1.178547143936157	1.190559387207031	0.8179928064346313	0.7297003269195557	1.605689167976379	0.953787624835968	1.189513087272644	0.3991660475730896	1.281055688858032	1.291650891304016	1.268598556518555	0.232502207159996	0.8493714332580566	0.7543569803237915	0.9512534141540527	1.720789670944214	1.237891435623169	0.8546755313873291	0.9198463559150696	1.345480442047119	1.264302611351013	1.130562663078308	0.3203450739383698	1.237401962280273	1.204975247383118	0.3898625075817108	1.181120157241821	0.332787036895752	1.342363357543945	1.317841172218323	1.06589150428772	1.118584752082825	0.2085978388786316	0.6426257491111755	1.219432473182678	1.183992385864258	1.305253863334656	0.8700984120368958	0.7608295679092407	1.281103849411011	1.14052951335907	1.625933408737183	0.439941018819809
EG0136	0.5655200481414795	0.9675940275192261	0.8521391153335571	1.158980369567871	1.327685832977295	0.2572169899940491	1.21265709400177	1.014616250991821	1.286720156669617	0	0.8144162893295288	1.220451235771179	0.2650057375431061	1.08204197883606	1.0230952501297	1.173951983451843	0.8984514474868774	0.3814927339553833	1.051875472068787	0.3283029794692993	1.146074056625366	0.581733226776123	1.306321382522583	1.089145183563232	1.146203875541687	0.3429701328277588	0.7577904462814331	1.086990714073181	0.6015371680259705	1.295526504516602	1.52208685874939	0.3296423852443695	0.8501104116439819	0.5353425741195679	0.6146653294563293	0.3214979767799377	0.3173688650131226	0.6474590301513672	0.3787628412246704	0.70099276304245	1.277732610702515	0.5797556638717651	0.9592703580856323	0.9194250106811523	0.9335964322090149	0.5995782613754272	0.6622747182846069	0.3056977391242981	1.000464677810669	0.6176654100418091	0.7250424027442932	0.4408693909645081	0.7080132365226746	0.8383775949478149	1.336131811141968	0.7357063293457031	0.7613240480422974	0.3209289014339447	1.18242359161377	0.9693770408630371	0.6382434368133545	0.9270868301391602	1.14503800868988	0.6172728538513184	0.9212774038314819	0.8910738825798035	0.8202464580535889	0.3567438125610352	1.060035467147827	1.079630851745605	0.5233433246612549	0.3474821150302887	0.4672044813632965	1.140623569488525	0.3199971914291382	0.519073486328125	1.174424290657043	0.5743023753166199	1.040463209152222	0.3464446067810059	0.2961735427379608	0.626619279384613	0.758192777633667	1.084820151329041	0.7920746803283691	0.2302870452404022	0.7489370703697205	0.6405742168426514	1.152977228164673	0.9697819948196411	0.4265204668045044	0.9101298451423645	1.117910146713257	1.196946024894714
