sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-3334_iter-1,depth-3334_iter-2,depth-3334_iter-3,depth-3334_iter-4,depth-3334_iter-5,depth-3334_iter-6,depth-3334_iter-7,depth-3334_iter-8,depth-3334_iter-9,depth-3334_iter-10,depth-6667_iter-1,depth-6667_iter-2,depth-6667_iter-3,depth-6667_iter-4,depth-6667_iter-5,depth-6667_iter-6,depth-6667_iter-7,depth-6667_iter-8,depth-6667_iter-9,depth-6667_iter-10,depth-10000_iter-1,depth-10000_iter-2,depth-10000_iter-3,depth-10000_iter-4,depth-10000_iter-5,depth-10000_iter-6,depth-10000_iter-7,depth-10000_iter-8,depth-10000_iter-9,depth-10000_iter-10,depth-13333_iter-1,depth-13333_iter-2,depth-13333_iter-3,depth-13333_iter-4,depth-13333_iter-5,depth-13333_iter-6,depth-13333_iter-7,depth-13333_iter-8,depth-13333_iter-9,depth-13333_iter-10,depth-16667_iter-1,depth-16667_iter-2,depth-16667_iter-3,depth-16667_iter-4,depth-16667_iter-5,depth-16667_iter-6,depth-16667_iter-7,depth-16667_iter-8,depth-16667_iter-9,depth-16667_iter-10,depth-20000_iter-1,depth-20000_iter-2,depth-20000_iter-3,depth-20000_iter-4,depth-20000_iter-5,depth-20000_iter-6,depth-20000_iter-7,depth-20000_iter-8,depth-20000_iter-9,depth-20000_iter-10,depth-23333_iter-1,depth-23333_iter-2,depth-23333_iter-3,depth-23333_iter-4,depth-23333_iter-5,depth-23333_iter-6,depth-23333_iter-7,depth-23333_iter-8,depth-23333_iter-9,depth-23333_iter-10,depth-26666_iter-1,depth-26666_iter-2,depth-26666_iter-3,depth-26666_iter-4,depth-26666_iter-5,depth-26666_iter-6,depth-26666_iter-7,depth-26666_iter-8,depth-26666_iter-9,depth-26666_iter-10,depth-30000_iter-1,depth-30000_iter-2,depth-30000_iter-3,depth-30000_iter-4,depth-30000_iter-5,depth-30000_iter-6,depth-30000_iter-7,depth-30000_iter-8,depth-30000_iter-9,depth-30000_iter-10,Patient_ID,Stool_Consistency,Patient_Sex
EG0024,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.01871391287824,8.986284929355891,9.027953710980448,9.056208069390554,9.009279006870775,9.012955220409632,9.049668303875755,9.027698334991015,9.011606386668122,9.03183149520232,9.124516104620431,9.123830755126107,9.137821748314934,9.113782450150312,9.114846795701672,9.084275254905648,9.158801123890484,9.138592449727144,9.077292522976537,9.110376411634752,9.18369550251523,9.15896836823527,9.174130119069472,9.174598566736275,9.144433710258117,9.1485722305598,9.137579969180486,9.161955156580296,9.175735855281763,9.157522881008443,9.179400953431788,9.178316729916448,9.17946227072748,9.177983445409858,9.17567671698708,9.16934703460045,9.1804656235892,9.181843914111742,9.16887100364987,9.182483048080694,9.213471145277971,9.178719318247568,9.177860920508738,9.19570249335871,9.191853124586162,9.167428249853826,9.17453675181032,9.198063498858776,9.18917792166834,9.186526306309917,9.212154592617155,9.187265328055844,9.19841257047974,9.187617961095398,9.190813357243222,9.203790148839191,9.212897913763491,9.194635422548506,9.188933699281106,9.211197600796188,9.210887609305544,9.209495999071672,9.187305437594896,9.198807463805023,9.204389335128653,9.211804552160194,9.204721621615406,9.204504716999915,9.19958554697251,9.19536095082861,9.184095743121503,9.200466705410747,9.207845420997298,9.208586012133914,9.20340934597048,9.20457418558422,9.212267552966804,9.20764506219707,9.20267738987445,9.204148731120334,9.201507570885036,9.209330680576882,9.195821893976756,9.20069240845664,9.2179758052286,9.206599375569622,9.213453221482515,9.195155918115478,9.214467342084996,9.209413004023666,P004,formed,F
EG0031,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.422003195500992,9.390243466948457,9.414218694506976,9.38386190688714,9.37102354295893,9.420843823471255,9.43202172222452,9.421333307251912,9.4148012231468,9.39389368687345,9.555613943216718,9.544426171156871,9.553335544786869,9.536429541475638,9.5444169863772,9.543790207577551,9.572004121138267,9.5137465065285,9.547399396909594,9.55715675090713,9.572120645676932,9.58158772835518,9.590866052928108,9.59572683103094,9.588009829553284,9.574746586594966,9.57664011918887,9.588456628350798,9.5925216279852,9.58397902504234,9.603341469434046,9.602004825420924,9.59614838137892,9.597870752015185,9.607630315994994,9.596096081386536,9.594773629593387,9.5945398404058,9.615617561598636,9.589966100450134,9.62163986113058,9.613040456070165,9.60614903381622,9.6088006025579,9.612182446368887,9.616704067244674,9.608547614876816,9.596183273127805,9.619043602005677,9.618659591792662,9.62008571449857,9.612615290711586,9.614837772274832,9.61834035263245,9.613842469817326,9.619490378539984,9.60920806136921,9.615000407819933,9.61776828164649,9.615399143555422,9.61556069769331,9.622514065666689,9.615545037478844,9.625227984821096,9.629087174294732,9.627970464129202,9.608934452880105,9.62176281178954,9.625129373980752,9.62977610144917,9.623754816885972,9.641414747493435,9.634730610944253,9.623609614235622,9.629505529786694,9.63477618145315,9.629918255909644,9.642972624011172,9.62516586155467,9.641071278556057,9.629230869491082,9.640222280465183,9.633322557861716,9.62934272283652,9.629630811755732,9.640956437995156,9.632623174623214,9.632651507582835,9.64382847582271,9.626621931666849,P021,formed,M
EG0039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.92458784209336,9.011688992435133,8.978206026590126,8.942424210784743,8.956092320963693,8.962787471147973,8.974209415133618,8.955667429531537,8.951598134998902,8.95438186075631,9.080561141380937,9.088449046208442,9.080648479021004,9.06822918798117,9.083261640905008,9.05016302878921,9.062529261618804,9.036380879053697,9.047791916284163,9.06924204128775,9.10229593847524,9.081953875846072,9.09886839203384,9.079153212190343,9.126924845459897,9.085823240709784,9.088214779526682,9.10962547293268,9.126306075450854,9.129332261875398,9.119248590256708,9.118735449221044,9.130422297985694,9.1248540858572,9.112156667873895,9.116048494163705,9.133513531216032,9.129503340179388,9.131576154077168,9.111134333864326,9.14050503935402,9.133668954367542,9.162599839928108,9.138577894491403,9.148782535450298,9.162554548076292,9.154480385253953,9.153668026642846,9.130314761704138,9.156411629078873,9.152118065138463,9.149858443381852,9.181042257766698,9.163325277434517,9.16242502149883,9.157987766383208,9.166023264908183,9.137915711455513,9.157246121536748,9.148123908121534,9.161828353253716,9.166807847684408,9.153254623193616,9.173303428027246,9.147515879323512,9.158136579384882,9.170015123422512,9.15183167437177,9.171210516299892,9.156308038622674,9.169510516397684,9.167411927216513,9.168790051351944,9.169639596241533,9.159107502435315,9.165753636619405,9.162205569716257,9.163948444215778,9.154261093638356,9.17727104895614,9.158014531562475,9.182214448896405,9.170652968138915,9.19371578285688,9.15884118339092,9.177283098591731,9.175467703871307,9.157416181935217,9.16545362048149,9.17701812536044,P073,formed,M
EG0055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.648064988932362,8.678951723617478,8.66841915587159,8.63215407277269,8.659074875404569,8.670269968754289,8.628708710373026,8.635327928348271,8.648880041745745,8.656685783479697,8.701360393663983,8.697799568998004,8.727809163523485,8.697078180267447,8.72001386321583,8.699130055666505,8.738688204268513,8.682551428699721,8.711082689508697,8.714023349783348,8.74150628332485,8.749256308047226,8.750489022087866,8.750174088426666,8.746501403647438,8.727126561477895,8.742648800401906,8.741070808757861,8.73991428754958,8.747791721230039,8.742574790066955,8.763046930119913,8.739888651941138,8.75460432530129,8.743686927567431,8.749860740568018,8.745563378777117,8.74748446627458,8.732603354431728,8.758634307768395,8.756877858190292,8.748713905028916,8.764199951731468,8.755965267617125,8.762729487990875,8.758144449917893,8.757492845945778,8.744603902051331,8.773296781465978,8.746200681483202,8.75604190233024,8.755128710590705,8.747405947654343,8.770095380021864,8.753902363850791,8.765155285403855,8.773649088606662,8.770478379282649,8.77058069769197,8.763962963977807,8.759910294696693,8.77506028275402,8.765045623993313,8.762541822405192,8.764533295393601,8.759695305078806,8.769899547001513,8.765814616359098,8.776527751240637,8.752614201349111,8.771566766246595,8.77697902226942,8.759401032807649,8.77325340706588,8.772863613610317,8.764343060867397,8.768398234658795,8.76906590042022,8.765939245931209,8.77072268565735,8.761383333265165,8.758578456811948,8.772129251593901,8.776805426210318,8.775804922624149,8.775539237088372,8.766865892426312,8.774495130721576,8.77598416883653,8.76709144847678,P020,liquid,F
EG0057,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.844616749804793,8.789127192591382,8.831450506630585,8.850539638240228,8.80396629924861,8.85589897169485,8.817817013434132,8.801471259787082,8.787897649192619,8.762518599236481,8.89803900046017,8.88247335023869,8.886179745620566,8.90532921503036,8.902147544610475,8.906347514778439,8.868970845477206,8.904290614106204,8.929671781036422,8.921169486136648,8.909592698099024,8.917282524275302,8.908194106374792,8.907677704186728,8.916653534083254,8.913968247220854,8.92172288739262,8.910501613207918,8.894055234975964,8.921893836905687,8.928059440921222,8.93772290519816,8.93337315273544,8.944730835623897,8.929082085275963,8.934753607182913,8.926123328656542,8.938861250501434,8.961294350843646,8.939013205711113,8.934519042888905,8.958280790417275,8.940380604246142,8.947253200900912,8.946618301958601,8.941219547518699,8.957272001824153,8.949016558781558,8.918553303228485,8.93349487089448,8.950143896411102,8.964521460505226,8.94698351434797,8.96064691799521,8.948330398189057,8.930251839557956,8.94686883572414,8.939464781982702,8.938810028011122,8.95299568000732,8.938110552717195,8.96225160940539,8.958574617004723,8.951358986502047,8.949851347792743,8.963793962661939,8.962249876666815,8.956727836449533,8.931771098377265,8.942414970351278,8.973028379231438,8.953064123285403,8.95298295495734,8.957562845327757,8.95623136952908,8.965259112406585,8.949108434429201,8.95767686358341,8.944379561241329,8.955643534255755,8.950652206432345,8.96078325564809,8.95882163340029,8.970135505259757,8.942552785178018,8.953730929040702,8.956146260578162,8.960223202238733,8.949362211903873,8.954663831247522,P004,formed,F
EG0070,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.893607056695247,8.871183908971835,8.870791686110643,8.852325490224548,8.886663246171658,8.86586914141726,8.906401879241326,8.927689141872131,8.886475366512277,8.875480396732057,8.96193738883377,8.973558532684962,8.996025402470284,8.980397302285885,8.969053452684104,8.971148966262438,8.964295209185334,8.988021616357333,8.981515531816632,8.954639329881564,9.002241702611409,9.021910860178677,9.001658192828213,8.991286246927135,9.022887005806131,9.007118370259256,8.991238159191612,9.004551877950487,9.00537690002879,9.013648330048742,9.026150607265691,9.029904817307091,9.005439004637548,9.01058935420216,9.03742544273534,9.020759860078526,9.025523937001465,9.027351418448193,9.025032841423345,9.027530302307516,9.030976421743876,9.02963522998452,9.036522752969546,9.048377163646329,9.028225927548108,9.033005700743695,9.019839265306588,9.029490448680376,9.046442627506378,9.02802689767613,9.036222592197118,9.03228453336971,9.044336436991204,9.052579583446722,9.040759957443258,9.045658920413803,9.044161722156709,9.034630575653146,9.048288197624704,9.04702705836554,9.056217211718383,9.043764939585888,9.057826553769944,9.054299411686644,9.047801465188826,9.046762841708214,9.03407239411754,9.040620580034716,9.050247693023712,9.034476407793576,9.047795238500637,9.041345343301918,9.057178633164469,9.057039109652592,9.042362249347304,9.048110776532669,9.05612846911057,9.043813965805072,9.047094036612332,9.048129056926184,9.0423010317855,9.060272170240763,9.055046344971702,9.053065190855571,9.05522669388968,9.059089722985595,9.033017717825272,9.047562128216205,9.049242240593836,9.04686464621958,P062,semi-formed,F
EG0088,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.935475143340629,8.907572755731296,8.886243178448957,8.944230382271801,8.922101423573942,8.935464597329673,8.936717117403184,8.91373146820383,8.950319962028152,8.911610850263475,8.990974526662365,8.99198164946656,9.004969091870118,9.005291711997485,9.00217949922702,8.996921575180592,8.99890689244792,8.990085448155241,9.007980810108403,9.007165738031308,9.041962020002313,9.029002685130724,9.028644875014828,9.035025165254623,9.032971350389625,9.040570958661302,9.02341903650831,9.02218178334176,9.01764140690201,9.025931327081818,9.043198579668902,9.024028344480302,9.024478314418584,9.05882385862765,9.04923489746734,9.03665623351036,9.034229981635445,9.053488045053832,9.06077546424403,9.051322067774317,9.042354183775332,9.038978416110869,9.054810840117511,9.050610018446507,9.05015040466067,9.057971008648137,9.050889336642184,9.040801051230062,9.043108557102164,9.04016090304436,9.05240677228452,9.054561348881943,9.057271417228016,9.044935111320571,9.054012915452134,9.033832068924855,9.049170102546986,9.042661454266712,9.055761733847442,9.048291281464031,9.05798215228805,9.056348469124108,9.039647889089323,9.06358739657538,9.033606196674004,9.05659088018251,9.043277593078336,9.04781457236236,9.059636569913549,9.049073566734837,9.055598948786612,9.058318100957589,9.067577214653184,9.057869715212355,9.061472230604124,9.066360603353868,9.052077444118552,9.052838985763277,9.050302156818162,9.057480007779198,9.0630029613717,9.057783073184488,9.059394742119467,9.063281022055945,9.05184217409954,9.061839349016136,9.063117444173416,9.06030158527268,9.061631629137674,9.072899955814478,P020,semi-formed,F
EG0101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.276981053342858,9.2530420293364,9.26850146656452,9.28191196642923,9.250160869907823,9.27073962920398,9.298065485857036,9.30910439984582,9.291104972124716,9.306944149849482,9.388378325239456,9.43478665928614,9.40471105498589,9.418312910865296,9.42458548283536,9.416792499763332,9.38631712898696,9.411276299731243,9.390001632121,9.39982725221305,9.476751441077395,9.453478196466603,9.465916821487935,9.469966148466126,9.479227631924708,9.478516269162736,9.465943842071098,9.486219138600868,9.496097956412935,9.478429364014064,9.499801060396733,9.49846428685376,9.508891812614264,9.495764654887878,9.494141190484315,9.4988576464814,9.496353893023066,9.488561701464931,9.485307850899234,9.48174895225099,9.502732323744478,9.504927174474078,9.511693600776738,9.506948148577584,9.5085877796047,9.498496108227403,9.51844966253727,9.499204383603503,9.502399531890523,9.50834107727016,9.524591558665586,9.504819421003113,9.503928311866598,9.530539520183794,9.521381012836002,9.516750692955386,9.498601752154844,9.5201411936551,9.524024846607174,9.528567372994218,9.514400858524946,9.535014046711712,9.526186225574914,9.532270433396643,9.52296972563996,9.506202886752469,9.535043466544668,9.517509869219747,9.527528544657526,9.517276915921212,9.534421262315982,9.52117038955289,9.515276130786676,9.52800515328396,9.527214824375417,9.52638615785693,9.536883332492035,9.519863220733844,9.519768122612431,9.517929314831068,9.534395242719704,9.536536640354498,9.526751577976594,9.525166000797718,9.521362230928252,9.524885422741676,9.537076799686217,9.525180304916514,9.535403861475835,9.536602010262918,P054,semi-formed,F
EG0118,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.794349455546431,8.780310218954385,8.79933398600832,8.814225189932484,8.797092043418154,8.817169525670645,8.761383253614255,8.760695041613282,8.830341718466041,8.831507820328392,8.886164977928408,8.8677571339566,8.865168281455036,8.84824537783732,8.866300498370911,8.8552506017457,8.85333846614615,8.87052803409947,8.856683868549608,8.857230812030014,8.866374901141837,8.895767267340556,8.898435365482062,8.892494438737975,8.878121435142567,8.88811158334925,8.891557187837517,8.901952255157884,8.88978201163359,8.907730481840364,8.906313693489702,8.903591027039067,8.907342685444881,8.895676790800973,8.895138271488468,8.903743246855466,8.914485437060247,8.894263322611378,8.888461497301972,8.897404060330297,8.889874086029618,8.901452121220514,8.897248194663938,8.918263750336225,8.914075752967832,8.896852889921634,8.897008705853748,8.905404268708228,8.910121213820881,8.91072551990816,8.907614392503103,8.915265977597834,8.908840767875057,8.917055272673442,8.913969090524775,8.909848870015935,8.905242095667576,8.910326216497984,8.909284123993555,8.916596532057971,8.913687221103375,8.908009540244386,8.92210090998684,8.914406875110425,8.916978951714412,8.910408492635462,8.91248339096347,8.910609789885314,8.909847128647622,8.911652864276586,8.924361265016671,8.920037437223101,8.905348951774652,8.916401177459866,8.926993387764885,8.916776446461295,8.91737504767632,8.909504425543394,8.917682256878871,8.91990194360719,8.912198939242714,8.920854270895092,8.914770796227483,8.91667824264991,8.926076843040915,8.923605997870139,8.917251712423864,8.924115317738105,8.921528495479983,8.911252593104866,P062,formed,F
EG0136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.866629836853978,8.911186568677023,8.912946537463679,8.910633464549056,8.91217423871937,8.890844795500131,8.8996614933419,8.922581664470894,8.895704872303616,8.913807818225694,9.005096526528702,8.98020991899798,8.942772565723493,9.017562615700486,9.012143108576774,8.988055766090032,8.984367665257684,8.9607268815721,9.01161972900528,9.02204461433983,9.02843259912992,9.039282069959112,9.016222404516384,9.014458784368564,9.022447083644789,9.03629978869132,9.006288686363998,9.031200044113698,9.02372088714158,9.048522818331126,9.041499297576804,9.039169659136306,9.048112654801104,9.049206135960878,9.057499688124995,9.054258277310929,9.038644835401648,9.063587860833527,9.044212741800957,9.04820448259409,9.04076128580286,9.06644652337427,9.062513524389066,9.051156524100616,9.049051374580245,9.06821134669137,9.054896775195392,9.041503202324783,9.058817256236985,9.03868404886808,9.062827333670132,9.050999627312468,9.067067208294906,9.079030856912397,9.06253122750326,9.054186506988373,9.07538741996366,9.083875306095262,9.059042954891051,9.063419157570156,9.05764823502158,9.051444268728076,9.072252448538505,9.06999848509748,9.068093851733147,9.069578805170238,9.07283530602813,9.053073982327945,9.07586021977322,9.0573545472587,9.08575870239699,9.085697251430116,9.067040755732355,9.07076929655148,9.079524475719303,9.068117263227094,9.068501495432711,9.068310298366224,9.079671419756426,9.0640602990333,9.071759063195366,9.07021259079935,9.08046669026302,9.086450622942726,9.071146824482115,9.0836311126728,9.080675233028815,9.082028284189356,9.080978647491548,9.074778032022214,P027,formed,M
