	SubjectID1	SubjectID2	Group1	Group2	Distance
185	EG1490	EG1673	After abduction	After abduction	0.2818181818181818
186	EG1490	EG1637	After abduction	After abduction	0.38113207547169814
187	EG1490	EG1572	After abduction	After abduction	0.3896551724137931
188	EG1490	EG1524	After abduction	After abduction	0.4321608040201005
189	EG1490	EG0088	After abduction	After abduction	0.3684210526315789
190	EG1431	EG2580	After abduction	After abduction	0.2097902097902098
191	EG1431	EG2559	After abduction	After abduction	0.2792207792207792
192	EG1431	EG2473	After abduction	After abduction	0.38345864661654133
193	EG1431	EG2392	After abduction	After abduction	0.24647887323943662
194	EG1431	EG2391	After abduction	After abduction	0.42045454545454547
195	EG1431	EG2018	After abduction	After abduction	0.2980769230769231
196	EG1431	EG1990	After abduction	After abduction	0.6037735849056604
197	EG1431	EG1940	After abduction	After abduction	0.27884615384615385
198	EG1431	EG0118	After abduction	After abduction	0.5977859778597786
199	EG1431	EG1939	After abduction	After abduction	0.38461538461538464
200	EG1431	EG1892	After abduction	After abduction	0.26223776223776224
201	EG1431	EG1878	After abduction	After abduction	0.29545454545454547
202	EG1431	EG0101	After abduction	After abduction	0.3047619047619048
203	EG1431	EG1772	After abduction	After abduction	0.3106796116504854
204	EG1431	EG1673	After abduction	After abduction	0.3804347826086957
205	EG1431	EG1637	After abduction	After abduction	0.3509933774834437
206	EG1431	EG1572	After abduction	After abduction	0.3037974683544304
207	EG1431	EG1524	After abduction	After abduction	0.5568181818181818
208	EG1431	EG0088	After abduction	After abduction	0.4981684981684982
209	EG1431	EG1490	After abduction	After abduction	0.2981132075471698
210	EG1416	EG2580	After abduction	After abduction	0.366412213740458
211	EG1416	EG2559	After abduction	After abduction	0.3781818181818182
212	EG1416	EG2473	After abduction	After abduction	0.25252525252525254
213	EG1416	EG2392	After abduction	After abduction	0.3373493975903614
214	EG1416	EG2391	After abduction	After abduction	0.38349514563106796
215	EG1416	EG2018	After abduction	After abduction	0.35661764705882354
216	EG1416	EG1990	After abduction	After abduction	0.48677248677248675
217	EG1416	EG1940	After abduction	After abduction	0.37050359712230213
218	EG1416	EG0118	After abduction	After abduction	0.33707865168539325
219	EG1416	EG1939	After abduction	After abduction	0.3317757009345794
220	EG1416	EG1892	After abduction	After abduction	0.3142857142857143
221	EG1416	EG1878	After abduction	After abduction	0.3905109489051095
222	EG1416	EG0101	After abduction	After abduction	0.37545126353790614
223	EG1416	EG1772	After abduction	After abduction	0.3656716417910448
224	EG1416	EG1673	After abduction	After abduction	0.2631578947368421
225	EG1416	EG1637	After abduction	After abduction	0.32388663967611336
226	EG1416	EG1572	After abduction	After abduction	0.37410071942446044
227	EG1416	EG1524	After abduction	After abduction	0.44502617801047123
228	EG1416	EG0088	After abduction	After abduction	0.28421052631578947
229	EG1416	EG1490	After abduction	After abduction	0.3688888888888889
230	EG1416	EG1431	After abduction	After abduction	0.41454545454545455
231	EG1178	EG2580	After abduction	After abduction	0.1948529411764706
232	EG1178	EG2559	After abduction	After abduction	0.2976588628762542
233	EG1178	EG2473	After abduction	After abduction	0.3705179282868526
234	EG1178	EG2392	After abduction	After abduction	0.20676691729323307
235	EG1178	EG2391	After abduction	After abduction	0.36363636363636365
236	EG1178	EG2018	After abduction	After abduction	0.28859060402684567
237	EG1178	EG1990	After abduction	After abduction	0.5637860082304527
238	EG1178	EG1940	After abduction	After abduction	0.23890784982935154
239	EG1178	EG0118	After abduction	After abduction	0.5346938775510204
240	EG1178	EG1939	After abduction	After abduction	0.3132530120481928
241	EG1178	EG1892	After abduction	After abduction	0.23703703703703705
242	EG1178	EG1878	After abduction	After abduction	0.3087248322147651
243	EG1178	EG0101	After abduction	After abduction	0.2956810631229236
244	EG1178	EG1772	After abduction	After abduction	0.2901023890784983
245	EG1178	EG1673	After abduction	After abduction	0.30278884462151395
246	EG1178	EG1637	After abduction	After abduction	0.3321678321678322
247	EG1178	EG1572	After abduction	After abduction	0.2833333333333333
248	EG1178	EG1524	After abduction	After abduction	0.5062240663900415
249	EG1178	EG0088	After abduction	After abduction	0.4186991869918699
250	EG1178	EG1490	After abduction	After abduction	0.23045267489711935
251	EG1178	EG1431	After abduction	After abduction	0.22419928825622776
252	EG1178	EG1416	After abduction	After abduction	0.39147286821705424
253	EG1153	EG2580	After abduction	After abduction	0.25842696629213485
254	EG1153	EG2559	After abduction	After abduction	0.3515358361774744
255	EG1153	EG2473	After abduction	After abduction	0.3562231759656652
256	EG1153	EG2392	After abduction	After abduction	0.2720306513409962
257	EG1153	EG2391	After abduction	After abduction	0.3105022831050228
258	EG1153	EG2018	After abduction	After abduction	0.37583892617449666
259	EG1153	EG1990	After abduction	After abduction	0.5384615384615384
260	EG1153	EG1940	After abduction	After abduction	0.37209302325581395
261	EG1153	EG0118	After abduction	After abduction	0.5458515283842795
262	EG1153	EG1939	After abduction	After abduction	0.3445378151260504
263	EG1153	EG1892	After abduction	After abduction	0.3018867924528302
264	EG1153	EG1878	After abduction	After abduction	0.37966101694915255
265	EG1153	EG0101	After abduction	After abduction	0.38205980066445183
266	EG1153	EG1772	After abduction	After abduction	0.3843537414965986
267	EG1153	EG1673	After abduction	After abduction	0.34710743801652894
268	EG1153	EG1637	After abduction	After abduction	0.40070921985815605
269	EG1153	EG1572	After abduction	After abduction	0.38079470198675497
270	EG1153	EG1524	After abduction	After abduction	0.4608294930875576
271	EG1153	EG0088	After abduction	After abduction	0.44206008583690987
272	EG1153	EG1490	After abduction	After abduction	0.24347826086956523
273	EG1153	EG1431	After abduction	After abduction	0.20152091254752852
274	EG1153	EG1416	After abduction	After abduction	0.4186991869918699
275	EG1153	EG1178	After abduction	After abduction	0.2548262548262548
276	EG1041	EG2580	After abduction	After abduction	0.24609375
277	EG1041	EG2559	After abduction	After abduction	0.36140350877192984
278	EG1041	EG2473	After abduction	After abduction	0.30092592592592593
279	EG1041	EG2392	After abduction	After abduction	0.24596774193548387
280	EG1041	EG2391	After abduction	After abduction	0.3222748815165877
281	EG1041	EG2018	After abduction	After abduction	0.32857142857142857
282	EG1041	EG1990	After abduction	After abduction	0.5024390243902439
283	EG1041	EG1940	After abduction	After abduction	0.31316725978647686
284	EG1041	EG0118	After abduction	After abduction	0.46859903381642515
285	EG1041	EG1939	After abduction	After abduction	0.32
286	EG1041	EG1892	After abduction	After abduction	0.27091633466135456
287	EG1041	EG1878	After abduction	After abduction	0.35
288	EG1041	EG0101	After abduction	After abduction	0.3473684210526316
289	EG1041	EG1772	After abduction	After abduction	0.34296028880866425
290	EG1041	EG1673	After abduction	After abduction	0.2702702702702703
291	EG1041	EG1637	After abduction	After abduction	0.3707865168539326
292	EG1041	EG1572	After abduction	After abduction	0.34615384615384615
293	EG1041	EG1524	After abduction	After abduction	0.417910447761194
294	EG1041	EG0088	After abduction	After abduction	0.37850467289719625
295	EG1041	EG1490	After abduction	After abduction	0.23636363636363636
296	EG1041	EG1431	After abduction	After abduction	0.30111524163568776
297	EG1041	EG1416	After abduction	After abduction	0.3422222222222222
298	EG1041	EG1178	After abduction	After abduction	0.24193548387096775
299	EG1041	EG1153	After abduction	After abduction	0.2553191489361702
300	EG1035	EG2580	After abduction	After abduction	0.23552123552123552
301	EG1035	EG2559	After abduction	After abduction	0.3333333333333333
302	EG1035	EG2473	After abduction	After abduction	0.34801762114537443
303	EG1035	EG2392	After abduction	After abduction	0.24206349206349206
304	EG1035	EG2391	After abduction	After abduction	0.3394495412844037
305	EG1035	EG2018	After abduction	After abduction	0.3298245614035088
306	EG1035	EG1990	After abduction	After abduction	0.5211267605633803
307	EG1035	EG1940	After abduction	After abduction	0.3205574912891986
308	EG1035	EG0118	After abduction	After abduction	0.4223300970873786
309	EG1035	EG1939	After abduction	After abduction	0.26905829596412556
310	EG1035	EG1892	After abduction	After abduction	0.24603174603174602
311	EG1035	EG1878	After abduction	After abduction	0.3392226148409894
312	EG1035	EG0101	After abduction	After abduction	0.3482758620689655
313	EG1035	EG1772	After abduction	After abduction	0.33807829181494664
314	EG1035	EG1673	After abduction	After abduction	0.2018348623853211
315	EG1035	EG1637	After abduction	After abduction	0.33458646616541354
316	EG1035	EG1572	After abduction	After abduction	0.3356401384083045
317	EG1035	EG1524	After abduction	After abduction	0.4549763033175355
318	EG1035	EG0088	After abduction	After abduction	0.2932692307692308
319	EG1035	EG1490	After abduction	After abduction	0.29310344827586204
320	EG1035	EG1431	After abduction	After abduction	0.3273381294964029
321	EG1035	EG1416	After abduction	After abduction	0.27601809954751133
322	EG1035	EG1178	After abduction	After abduction	0.25196850393700787
323	EG1035	EG1153	After abduction	After abduction	0.3008130081300813
324	EG1035	EG1041	After abduction	After abduction	0.27467811158798283
325	EG0927	EG2580	After abduction	After abduction	0.19572953736654805
326	EG0927	EG2559	After abduction	After abduction	0.2899022801302932
327	EG0927	EG2473	After abduction	After abduction	0.40225563909774437
328	EG0927	EG2392	After abduction	After abduction	0.23297491039426524
329	EG0927	EG2391	After abduction	After abduction	0.4092664092664093
330	EG0927	EG2018	After abduction	After abduction	0.3141025641025641
331	EG0927	EG1990	After abduction	After abduction	0.6015325670498084
332	EG0927	EG1940	After abduction	After abduction	0.2727272727272727
333	EG0927	EG0118	After abduction	After abduction	0.5521235521235521
334	EG0927	EG1939	After abduction	After abduction	0.35471698113207545
335	EG0927	EG1892	After abduction	After abduction	0.23655913978494625
336	EG0927	EG1878	After abduction	After abduction	0.3116883116883117
337	EG0927	EG0101	After abduction	After abduction	0.32063492063492066
338	EG0927	EG1772	After abduction	After abduction	0.31596091205211724
339	EG0927	EG1673	After abduction	After abduction	0.3445692883895131
340	EG0927	EG1637	After abduction	After abduction	0.3566666666666667
341	EG0927	EG1572	After abduction	After abduction	0.3035143769968051
342	EG0927	EG1524	After abduction	After abduction	0.5426356589147286
343	EG0927	EG0088	After abduction	After abduction	0.4659090909090909
344	EG0927	EG1490	After abduction	After abduction	0.3233082706766917
345	EG0927	EG1431	After abduction	After abduction	0.15412186379928317
346	EG0927	EG1416	After abduction	After abduction	0.39776951672862454
347	EG0927	EG1178	After abduction	After abduction	0.24199288256227758
348	EG0927	EG1153	After abduction	After abduction	0.21374045801526717
349	EG0927	EG1041	After abduction	After abduction	0.2943396226415094
350	EG0927	EG1035	After abduction	After abduction	0.2835820895522388
351	EG0892	EG2580	After abduction	After abduction	0.17557251908396945
352	EG0892	EG2559	After abduction	After abduction	0.2896551724137931
353	EG0892	EG2473	After abduction	After abduction	0.35684647302904565
354	EG0892	EG2392	After abduction	After abduction	0.20155038759689922
355	EG0892	EG2391	After abduction	After abduction	0.341991341991342
356	EG0892	EG2018	After abduction	After abduction	0.2979452054794521
357	EG0892	EG1990	After abduction	After abduction	0.5391304347826087
358	EG0892	EG1940	After abduction	After abduction	0.27147766323024053
359	EG0892	EG0118	After abduction	After abduction	0.5021645021645021
360	EG0892	EG1939	After abduction	After abduction	0.3112033195020747
361	EG0892	EG1892	After abduction	After abduction	0.2054263565891473
362	EG0892	EG1878	After abduction	After abduction	0.30689655172413793
363	EG0892	EG0101	After abduction	After abduction	0.3050847457627119
364	EG0892	EG1772	After abduction	After abduction	0.2937062937062937
365	EG0892	EG1673	After abduction	After abduction	0.2425531914893617
366	EG0892	EG1637	After abduction	After abduction	0.33691756272401435
367	EG0892	EG1572	After abduction	After abduction	0.28668941979522183
368	EG0892	EG1524	After abduction	After abduction	0.4646017699115044
369	EG0892	EG0088	After abduction	After abduction	0.3793103448275862
370	EG0892	EG1490	After abduction	After abduction	0.2839506172839506
371	EG0892	EG1431	After abduction	After abduction	0.2642857142857143
372	EG0892	EG1416	After abduction	After abduction	0.3524590163934426
373	EG0892	EG1178	After abduction	After abduction	0.23863636363636365
374	EG0892	EG1153	After abduction	After abduction	0.2648221343873518
375	EG0892	EG1041	After abduction	After abduction	0.21518987341772153
376	EG0892	EG1035	After abduction	After abduction	0.2336065573770492
377	EG0892	EG0927	After abduction	After abduction	0.23809523809523808
378	EG0850	EG2580	After abduction	After abduction	0.2748091603053435
379	EG0850	EG2559	After abduction	After abduction	0.35664335664335667
380	EG0850	EG2473	After abduction	After abduction	0.41201716738197425
381	EG0850	EG2392	After abduction	After abduction	0.2890625
382	EG0850	EG2391	After abduction	After abduction	0.3548387096774194
383	EG0850	EG2018	After abduction	After abduction	0.370242214532872
384	EG0850	EG1990	After abduction	After abduction	0.5167464114832536
385	EG0850	EG1940	After abduction	After abduction	0.3885135135135135
386	EG0850	EG0118	After abduction	After abduction	0.4079601990049751
387	EG0850	EG1939	After abduction	After abduction	0.32158590308370044
388	EG0850	EG1892	After abduction	After abduction	0.3192307692307692
389	EG0850	EG1878	After abduction	After abduction	0.39100346020761245
390	EG0850	EG0101	After abduction	After abduction	0.3822525597269625
391	EG0850	EG1772	After abduction	After abduction	0.3958333333333333
392	EG0850	EG1673	After abduction	After abduction	0.27232142857142855
393	EG0850	EG1637	After abduction	After abduction	0.3837638376383764
394	EG0850	EG1572	After abduction	After abduction	0.3918918918918919
395	EG0850	EG1524	After abduction	After abduction	0.46411483253588515
396	EG0850	EG0088	After abduction	After abduction	0.3173076923076923
397	EG0850	EG1490	After abduction	After abduction	0.3218884120171674
398	EG0850	EG1431	After abduction	After abduction	0.315018315018315
399	EG0850	EG1416	After abduction	After abduction	0.3436123348017621
