	SubjectID1	SubjectID2	Group1	Group2	Distance
686	EG0605	EG1507	Before abduction	Before abduction	0.163
687	EG0605	EG1394	Before abduction	Before abduction	0.2198
688	EG0605	EG1359	Before abduction	Before abduction	0.216
689	EG0605	EG1080	Before abduction	Before abduction	0.2168
690	EG0605	EG1069	Before abduction	Before abduction	0.2054
691	EG0605	EG1051	Before abduction	Before abduction	0.3136
692	EG0605	EG0070	Before abduction	Before abduction	0.1744
693	EG0605	EG0968	Before abduction	Before abduction	0.2502
694	EG0605	EG0967	Before abduction	Before abduction	0.2058
695	EG0605	EG0946	Before abduction	Before abduction	0.3476
696	EG0605	EG0883	Before abduction	Before abduction	0.1588
697	EG0605	EG0831	Before abduction	Before abduction	0.2502
698	EG0605	EG0800	Before abduction	Before abduction	0.1764
699	EG0605	EG0767	Before abduction	Before abduction	0.182
700	EG0605	EG0744	Before abduction	Before abduction	0.1478
701	EG0605	EG0732	Before abduction	Before abduction	0.2194
702	EG0605	EG0660	Before abduction	Before abduction	0.2178
703	EG0055	EG2518	Before abduction	Before abduction	0.4856
704	EG0055	EG2490	Before abduction	Before abduction	0.4824
705	EG0055	EG2435	Before abduction	Before abduction	0.52
706	EG0055	EG2419	Before abduction	Before abduction	0.5086
707	EG0055	EG0136	Before abduction	Before abduction	0.5274
708	EG0055	EG2335	Before abduction	Before abduction	0.4938
709	EG0055	EG2279	Before abduction	Before abduction	0.536
710	EG0055	EG2214	Before abduction	Before abduction	0.5376
711	EG0055	EG2186	Before abduction	Before abduction	0.5082
712	EG0055	EG2149	Before abduction	Before abduction	0.253
713	EG0055	EG1976	Before abduction	Before abduction	0.5284
714	EG0055	EG1915	Before abduction	Before abduction	0.5058
715	EG0055	EG1905	Before abduction	Before abduction	0.487
716	EG0055	EG1904	Before abduction	Before abduction	0.5704
717	EG0055	EG1872	Before abduction	Before abduction	0.4956
718	EG0055	EG1830	Before abduction	Before abduction	0.5488
719	EG0055	EG1825	Before abduction	Before abduction	0.5144
720	EG0055	EG1823	Before abduction	Before abduction	0.5494
721	EG0055	EG1724	Before abduction	Before abduction	0.462
722	EG0055	EG1599	Before abduction	Before abduction	0.4528
723	EG0055	EG1507	Before abduction	Before abduction	0.5168
724	EG0055	EG1394	Before abduction	Before abduction	0.4246
725	EG0055	EG1359	Before abduction	Before abduction	0.5458
726	EG0055	EG1080	Before abduction	Before abduction	0.4502
727	EG0055	EG1069	Before abduction	Before abduction	0.4514
728	EG0055	EG1051	Before abduction	Before abduction	0.3202
729	EG0055	EG0070	Before abduction	Before abduction	0.5232
730	EG0055	EG0968	Before abduction	Before abduction	0.4826
731	EG0055	EG0967	Before abduction	Before abduction	0.5206
732	EG0055	EG0946	Before abduction	Before abduction	0.559
733	EG0055	EG0883	Before abduction	Before abduction	0.519
734	EG0055	EG0831	Before abduction	Before abduction	0.5758
735	EG0055	EG0800	Before abduction	Before abduction	0.5504
736	EG0055	EG0767	Before abduction	Before abduction	0.5264
737	EG0055	EG0744	Before abduction	Before abduction	0.5144
738	EG0055	EG0732	Before abduction	Before abduction	0.45
739	EG0055	EG0660	Before abduction	Before abduction	0.5062
740	EG0055	EG0605	Before abduction	Before abduction	0.4922
741	EG0497	EG2518	Before abduction	Before abduction	0.1866
742	EG0497	EG2490	Before abduction	Before abduction	0.2234
743	EG0497	EG2435	Before abduction	Before abduction	0.177
744	EG0497	EG2419	Before abduction	Before abduction	0.2334
745	EG0497	EG0136	Before abduction	Before abduction	0.2524
746	EG0497	EG2335	Before abduction	Before abduction	0.2172
747	EG0497	EG2279	Before abduction	Before abduction	0.1752
748	EG0497	EG2214	Before abduction	Before abduction	0.2064
749	EG0497	EG2186	Before abduction	Before abduction	0.2656
750	EG0497	EG2149	Before abduction	Before abduction	0.3786
751	EG0497	EG1976	Before abduction	Before abduction	0.1794
752	EG0497	EG1915	Before abduction	Before abduction	0.2142
753	EG0497	EG1905	Before abduction	Before abduction	0.206
754	EG0497	EG1904	Before abduction	Before abduction	0.2142
755	EG0497	EG1872	Before abduction	Before abduction	0.1754
756	EG0497	EG1830	Before abduction	Before abduction	0.2454
757	EG0497	EG1825	Before abduction	Before abduction	0.2016
758	EG0497	EG1823	Before abduction	Before abduction	0.2612
759	EG0497	EG1724	Before abduction	Before abduction	0.1706
760	EG0497	EG1599	Before abduction	Before abduction	0.2314
761	EG0497	EG1507	Before abduction	Before abduction	0.1988
762	EG0497	EG1394	Before abduction	Before abduction	0.2746
763	EG0497	EG1359	Before abduction	Before abduction	0.1674
764	EG0497	EG1080	Before abduction	Before abduction	0.1814
765	EG0497	EG1069	Before abduction	Before abduction	0.2904
766	EG0497	EG1051	Before abduction	Before abduction	0.3288
767	EG0497	EG0070	Before abduction	Before abduction	0.284
768	EG0497	EG0968	Before abduction	Before abduction	0.2002
769	EG0497	EG0967	Before abduction	Before abduction	0.2422
770	EG0497	EG0946	Before abduction	Before abduction	0.2958
771	EG0497	EG0883	Before abduction	Before abduction	0.2014
772	EG0497	EG0831	Before abduction	Before abduction	0.1838
773	EG0497	EG0800	Before abduction	Before abduction	0.2164
774	EG0497	EG0767	Before abduction	Before abduction	0.1984
775	EG0497	EG0744	Before abduction	Before abduction	0.2156
776	EG0497	EG0732	Before abduction	Before abduction	0.2708
777	EG0497	EG0660	Before abduction	Before abduction	0.1764
778	EG0497	EG0605	Before abduction	Before abduction	0.1964
779	EG0497	EG0055	Before abduction	Before abduction	0.5026
780	EG0415	EG2518	Before abduction	Before abduction	0.2812
781	EG0415	EG2490	Before abduction	Before abduction	0.2972
782	EG0415	EG2435	Before abduction	Before abduction	0.1916
783	EG0415	EG2419	Before abduction	Before abduction	0.3408
784	EG0415	EG0136	Before abduction	Before abduction	0.345
785	EG0415	EG2335	Before abduction	Before abduction	0.3046
786	EG0415	EG2279	Before abduction	Before abduction	0.2178
787	EG0415	EG2214	Before abduction	Before abduction	0.2516
788	EG0415	EG2186	Before abduction	Before abduction	0.37
789	EG0415	EG2149	Before abduction	Before abduction	0.47
790	EG0415	EG1976	Before abduction	Before abduction	0.1728
791	EG0415	EG1915	Before abduction	Before abduction	0.2634
792	EG0415	EG1905	Before abduction	Before abduction	0.262
793	EG0415	EG1904	Before abduction	Before abduction	0.1844
794	EG0415	EG1872	Before abduction	Before abduction	0.258
795	EG0415	EG1830	Before abduction	Before abduction	0.321
796	EG0415	EG1825	Before abduction	Before abduction	0.2136
797	EG0415	EG1823	Before abduction	Before abduction	0.1982
798	EG0415	EG1724	Before abduction	Before abduction	0.2312
799	EG0415	EG1599	Before abduction	Before abduction	0.3264
800	EG0415	EG1507	Before abduction	Before abduction	0.2682
801	EG0415	EG1394	Before abduction	Before abduction	0.3498
802	EG0415	EG1359	Before abduction	Before abduction	0.17
803	EG0415	EG1080	Before abduction	Before abduction	0.2348
804	EG0415	EG1069	Before abduction	Before abduction	0.378
805	EG0415	EG1051	Before abduction	Before abduction	0.4008
806	EG0415	EG0070	Before abduction	Before abduction	0.3846
807	EG0415	EG0968	Before abduction	Before abduction	0.191
808	EG0415	EG0967	Before abduction	Before abduction	0.286
809	EG0415	EG0946	Before abduction	Before abduction	0.2302
810	EG0415	EG0883	Before abduction	Before abduction	0.2842
811	EG0415	EG0831	Before abduction	Before abduction	0.1804
812	EG0415	EG0800	Before abduction	Before abduction	0.2878
813	EG0415	EG0767	Before abduction	Before abduction	0.2512
814	EG0415	EG0744	Before abduction	Before abduction	0.3016
815	EG0415	EG0732	Before abduction	Before abduction	0.353
816	EG0415	EG0660	Before abduction	Before abduction	0.2334
817	EG0415	EG0605	Before abduction	Before abduction	0.2812
818	EG0415	EG0055	Before abduction	Before abduction	0.5902
819	EG0415	EG0497	Before abduction	Before abduction	0.2108
820	EG0401	EG2518	Before abduction	Before abduction	0.174
821	EG0401	EG2490	Before abduction	Before abduction	0.233
822	EG0401	EG2435	Before abduction	Before abduction	0.307
823	EG0401	EG2419	Before abduction	Before abduction	0.1882
824	EG0401	EG0136	Before abduction	Before abduction	0.1684
825	EG0401	EG2335	Before abduction	Before abduction	0.1848
826	EG0401	EG2279	Before abduction	Before abduction	0.231
827	EG0401	EG2214	Before abduction	Before abduction	0.201
828	EG0401	EG2186	Before abduction	Before abduction	0.1672
829	EG0401	EG2149	Before abduction	Before abduction	0.4214
830	EG0401	EG1976	Before abduction	Before abduction	0.272
831	EG0401	EG1915	Before abduction	Before abduction	0.2444
832	EG0401	EG1905	Before abduction	Before abduction	0.2448
833	EG0401	EG1904	Before abduction	Before abduction	0.2842
834	EG0401	EG1872	Before abduction	Before abduction	0.2086
835	EG0401	EG1830	Before abduction	Before abduction	0.2742
836	EG0401	EG1825	Before abduction	Before abduction	0.2742
837	EG0401	EG1823	Before abduction	Before abduction	0.3834
838	EG0401	EG1724	Before abduction	Before abduction	0.2524
839	EG0401	EG1599	Before abduction	Before abduction	0.2034
840	EG0401	EG1507	Before abduction	Before abduction	0.2012
841	EG0401	EG1394	Before abduction	Before abduction	0.2542
842	EG0401	EG1359	Before abduction	Before abduction	0.2834
843	EG0401	EG1080	Before abduction	Before abduction	0.2744
844	EG0401	EG1069	Before abduction	Before abduction	0.2274
845	EG0401	EG1051	Before abduction	Before abduction	0.3656
846	EG0401	EG0070	Before abduction	Before abduction	0.1534
847	EG0401	EG0968	Before abduction	Before abduction	0.3266
848	EG0401	EG0967	Before abduction	Before abduction	0.2558
849	EG0401	EG0946	Before abduction	Before abduction	0.4182
850	EG0401	EG0883	Before abduction	Before abduction	0.19
851	EG0401	EG0831	Before abduction	Before abduction	0.3112
852	EG0401	EG0800	Before abduction	Before abduction	0.174
853	EG0401	EG0767	Before abduction	Before abduction	0.2314
854	EG0401	EG0744	Before abduction	Before abduction	0.1742
855	EG0401	EG0732	Before abduction	Before abduction	0.268
856	EG0401	EG0660	Before abduction	Before abduction	0.26
857	EG0401	EG0605	Before abduction	Before abduction	0.1772
858	EG0401	EG0055	Before abduction	Before abduction	0.5102
859	EG0401	EG0497	Before abduction	Before abduction	0.2492
860	EG0401	EG0415	Before abduction	Before abduction	0.3446
861	EG0381	EG2518	Before abduction	Before abduction	0.2388
862	EG0381	EG2490	Before abduction	Before abduction	0.2624
863	EG0381	EG2435	Before abduction	Before abduction	0.2156
864	EG0381	EG2419	Before abduction	Before abduction	0.3076
865	EG0381	EG0136	Before abduction	Before abduction	0.3202
866	EG0381	EG2335	Before abduction	Before abduction	0.2744
867	EG0381	EG2279	Before abduction	Before abduction	0.2706
868	EG0381	EG2214	Before abduction	Before abduction	0.2802
869	EG0381	EG2186	Before abduction	Before abduction	0.314
870	EG0381	EG2149	Before abduction	Before abduction	0.262
871	EG0381	EG1976	Before abduction	Before abduction	0.2412
872	EG0381	EG1915	Before abduction	Before abduction	0.2598
873	EG0381	EG1905	Before abduction	Before abduction	0.2298
874	EG0381	EG1904	Before abduction	Before abduction	0.2766
875	EG0381	EG1872	Before abduction	Before abduction	0.2386
876	EG0381	EG1830	Before abduction	Before abduction	0.3108
877	EG0381	EG1825	Before abduction	Before abduction	0.2314
878	EG0381	EG1823	Before abduction	Before abduction	0.2624
879	EG0381	EG1724	Before abduction	Before abduction	0.2022
880	EG0381	EG1599	Before abduction	Before abduction	0.2356
881	EG0381	EG1507	Before abduction	Before abduction	0.2786
882	EG0381	EG1394	Before abduction	Before abduction	0.2638
883	EG0381	EG1359	Before abduction	Before abduction	0.261
884	EG0381	EG1080	Before abduction	Before abduction	0.185
885	EG0381	EG1069	Before abduction	Before abduction	0.285
886	EG0381	EG1051	Before abduction	Before abduction	0.208
887	EG0381	EG0070	Before abduction	Before abduction	0.3308
888	EG0381	EG0968	Before abduction	Before abduction	0.1814
889	EG0381	EG0967	Before abduction	Before abduction	0.2748
890	EG0381	EG0946	Before abduction	Before abduction	0.3012
891	EG0381	EG0883	Before abduction	Before abduction	0.2644
892	EG0381	EG0831	Before abduction	Before abduction	0.2778
893	EG0381	EG0800	Before abduction	Before abduction	0.309
894	EG0381	EG0767	Before abduction	Before abduction	0.2764
895	EG0381	EG0744	Before abduction	Before abduction	0.2688
896	EG0381	EG0732	Before abduction	Before abduction	0.277
897	EG0381	EG0660	Before abduction	Before abduction	0.2416
898	EG0381	EG0605	Before abduction	Before abduction	0.2552
899	EG0381	EG0055	Before abduction	Before abduction	0.397
900	EG0381	EG0497	Before abduction	Before abduction	0.2198
901	EG0381	EG0415	Before abduction	Before abduction	0.2876
902	EG0381	EG0401	Before abduction	Before abduction	0.3076
903	EG0039	EG2518	Before abduction	Before abduction	0.2354
904	EG0039	EG2490	Before abduction	Before abduction	0.2636
905	EG0039	EG2435	Before abduction	Before abduction	0.2498
906	EG0039	EG2419	Before abduction	Before abduction	0.2726
907	EG0039	EG0136	Before abduction	Before abduction	0.2862
908	EG0039	EG2335	Before abduction	Before abduction	0.2652
909	EG0039	EG2279	Before abduction	Before abduction	0.2684
910	EG0039	EG2214	Before abduction	Before abduction	0.26
911	EG0039	EG2186	Before abduction	Before abduction	0.2976
912	EG0039	EG2149	Before abduction	Before abduction	0.3138
913	EG0039	EG1976	Before abduction	Before abduction	0.2314
914	EG0039	EG1915	Before abduction	Before abduction	0.2636
915	EG0039	EG1905	Before abduction	Before abduction	0.2614
916	EG0039	EG1904	Before abduction	Before abduction	0.271
917	EG0039	EG1872	Before abduction	Before abduction	0.2502
918	EG0039	EG1830	Before abduction	Before abduction	0.3728
919	EG0039	EG1825	Before abduction	Before abduction	0.2646
920	EG0039	EG1823	Before abduction	Before abduction	0.2968
921	EG0039	EG1724	Before abduction	Before abduction	0.239
922	EG0039	EG1599	Before abduction	Before abduction	0.2692
923	EG0039	EG1507	Before abduction	Before abduction	0.2484
924	EG0039	EG1394	Before abduction	Before abduction	0.2478
925	EG0039	EG1359	Before abduction	Before abduction	0.2664
926	EG0039	EG1080	Before abduction	Before abduction	0.2448
927	EG0039	EG1069	Before abduction	Before abduction	0.2446
928	EG0039	EG1051	Before abduction	Before abduction	0.2836
929	EG0039	EG0070	Before abduction	Before abduction	0.3074
930	EG0039	EG0968	Before abduction	Before abduction	0.2306
931	EG0039	EG0967	Before abduction	Before abduction	0.3044
932	EG0039	EG0946	Before abduction	Before abduction	0.2976
933	EG0039	EG0883	Before abduction	Before abduction	0.2446
934	EG0039	EG0831	Before abduction	Before abduction	0.3046
935	EG0039	EG0800	Before abduction	Before abduction	0.2952
936	EG0039	EG0767	Before abduction	Before abduction	0.2722
937	EG0039	EG0744	Before abduction	Before abduction	0.2488
938	EG0039	EG0732	Before abduction	Before abduction	0.281
939	EG0039	EG0660	Before abduction	Before abduction	0.2692
940	EG0039	EG0605	Before abduction	Before abduction	0.246
941	EG0039	EG0055	Before abduction	Before abduction	0.4504
942	EG0039	EG0497	Before abduction	Before abduction	0.273
943	EG0039	EG0415	Before abduction	Before abduction	0.2982
944	EG0039	EG0401	Before abduction	Before abduction	0.304
945	EG0039	EG0381	Before abduction	Before abduction	0.2484
946	EG0303	EG2518	Before abduction	Before abduction	0.1838
947	EG0303	EG2490	Before abduction	Before abduction	0.2864
948	EG0303	EG2435	Before abduction	Before abduction	0.2748
949	EG0303	EG2419	Before abduction	Before abduction	0.2244
950	EG0303	EG0136	Before abduction	Before abduction	0.1806
951	EG0303	EG2335	Before abduction	Before abduction	0.24
952	EG0303	EG2279	Before abduction	Before abduction	0.198
953	EG0303	EG2214	Before abduction	Before abduction	0.2406
954	EG0303	EG2186	Before abduction	Before abduction	0.2514
955	EG0303	EG2149	Before abduction	Before abduction	0.3872
956	EG0303	EG1976	Before abduction	Before abduction	0.2706
957	EG0303	EG1915	Before abduction	Before abduction	0.2558
958	EG0303	EG1905	Before abduction	Before abduction	0.2678
959	EG0303	EG1904	Before abduction	Before abduction	0.2726
960	EG0303	EG1872	Before abduction	Before abduction	0.2314
961	EG0303	EG1830	Before abduction	Before abduction	0.2932
962	EG0303	EG1825	Before abduction	Before abduction	0.2774
963	EG0303	EG1823	Before abduction	Before abduction	0.3524
964	EG0303	EG1724	Before abduction	Before abduction	0.2368
965	EG0303	EG1599	Before abduction	Before abduction	0.2428
966	EG0303	EG1507	Before abduction	Before abduction	0.2236
967	EG0303	EG1394	Before abduction	Before abduction	0.274
968	EG0303	EG1359	Before abduction	Before abduction	0.2718
969	EG0303	EG1080	Before abduction	Before abduction	0.247
970	EG0303	EG1069	Before abduction	Before abduction	0.2616
971	EG0303	EG1051	Before abduction	Before abduction	0.358
972	EG0303	EG0070	Before abduction	Before abduction	0.244
973	EG0303	EG0968	Before abduction	Before abduction	0.2874
974	EG0303	EG0967	Before abduction	Before abduction	0.2464
975	EG0303	EG0946	Before abduction	Before abduction	0.3726
976	EG0303	EG0883	Before abduction	Before abduction	0.2138
977	EG0303	EG0831	Before abduction	Before abduction	0.2836
978	EG0303	EG0800	Before abduction	Before abduction	0.237
979	EG0303	EG0767	Before abduction	Before abduction	0.2594
980	EG0303	EG0744	Before abduction	Before abduction	0.1814
981	EG0303	EG0732	Before abduction	Before abduction	0.3064
982	EG0303	EG0660	Before abduction	Before abduction	0.2634
983	EG0303	EG0605	Before abduction	Before abduction	0.1824
984	EG0303	EG0055	Before abduction	Before abduction	0.5002
985	EG0303	EG0497	Before abduction	Before abduction	0.2374
986	EG0303	EG0415	Before abduction	Before abduction	0.3186
987	EG0303	EG0401	Before abduction	Before abduction	0.2434
988	EG0303	EG0381	Before abduction	Before abduction	0.2856
989	EG0303	EG0039	Before abduction	Before abduction	0.2674
990	EG0282	EG2518	Before abduction	Before abduction	0.1874
991	EG0282	EG2490	Before abduction	Before abduction	0.2004
992	EG0282	EG2435	Before abduction	Before abduction	0.2782
993	EG0282	EG2419	Before abduction	Before abduction	0.205
994	EG0282	EG0136	Before abduction	Before abduction	0.2278
995	EG0282	EG2335	Before abduction	Before abduction	0.1434
996	EG0282	EG2279	Before abduction	Before abduction	0.2294
997	EG0282	EG2214	Before abduction	Before abduction	0.2174
998	EG0282	EG2186	Before abduction	Before abduction	0.198
999	EG0282	EG2149	Before abduction	Before abduction	0.4384
1000	EG0282	EG1976	Before abduction	Before abduction	0.2612
1001	EG0282	EG1915	Before abduction	Before abduction	0.2282
1002	EG0282	EG1905	Before abduction	Before abduction	0.2246
1003	EG0282	EG1904	Before abduction	Before abduction	0.2574
1004	EG0282	EG1872	Before abduction	Before abduction	0.194
1005	EG0282	EG1830	Before abduction	Before abduction	0.2274
1006	EG0282	EG1825	Before abduction	Before abduction	0.244
1007	EG0282	EG1823	Before abduction	Before abduction	0.3556
1008	EG0282	EG1724	Before abduction	Before abduction	0.2428
1009	EG0282	EG1599	Before abduction	Before abduction	0.236
1010	EG0282	EG1507	Before abduction	Before abduction	0.175
1011	EG0282	EG1394	Before abduction	Before abduction	0.278
1012	EG0282	EG1359	Before abduction	Before abduction	0.2538
1013	EG0282	EG1080	Before abduction	Before abduction	0.259
1014	EG0282	EG1069	Before abduction	Before abduction	0.2622
1015	EG0282	EG1051	Before abduction	Before abduction	0.3764
1016	EG0282	EG0070	Before abduction	Before abduction	0.2272
1017	EG0282	EG0968	Before abduction	Before abduction	0.3014
1018	EG0282	EG0967	Before abduction	Before abduction	0.266
1019	EG0282	EG0946	Before abduction	Before abduction	0.3818
1020	EG0282	EG0883	Before abduction	Before abduction	0.2194
1021	EG0282	EG0831	Before abduction	Before abduction	0.2884
1022	EG0282	EG0800	Before abduction	Before abduction	0.2222
1023	EG0282	EG0767	Before abduction	Before abduction	0.2116
1024	EG0282	EG0744	Before abduction	Before abduction	0.2208
1025	EG0282	EG0732	Before abduction	Before abduction	0.2604
1026	EG0282	EG0660	Before abduction	Before abduction	0.235
1027	EG0282	EG0605	Before abduction	Before abduction	0.1936
1028	EG0282	EG0055	Before abduction	Before abduction	0.5288
1029	EG0282	EG0497	Before abduction	Before abduction	0.2348
1030	EG0282	EG0415	Before abduction	Before abduction	0.3174
1031	EG0282	EG0401	Before abduction	Before abduction	0.211
1032	EG0282	EG0381	Before abduction	Before abduction	0.319
1033	EG0282	EG0039	Before abduction	Before abduction	0.3066
1034	EG0282	EG0303	Before abduction	Before abduction	0.2522
1035	EG0280	EG2518	Before abduction	Before abduction	0.1858
1036	EG0280	EG2490	Before abduction	Before abduction	0.2422
1037	EG0280	EG2435	Before abduction	Before abduction	0.2484
1038	EG0280	EG2419	Before abduction	Before abduction	0.2602
1039	EG0280	EG0136	Before abduction	Before abduction	0.2688
1040	EG0280	EG2335	Before abduction	Before abduction	0.2286
1041	EG0280	EG2279	Before abduction	Before abduction	0.2268
1042	EG0280	EG2214	Before abduction	Before abduction	0.258
1043	EG0280	EG2186	Before abduction	Before abduction	0.2672
1044	EG0280	EG2149	Before abduction	Before abduction	0.26
1045	EG0280	EG1976	Before abduction	Before abduction	0.2306
1046	EG0280	EG1915	Before abduction	Before abduction	0.2528
1047	EG0280	EG1905	Before abduction	Before abduction	0.216
1048	EG0280	EG1904	Before abduction	Before abduction	0.277
1049	EG0280	EG1872	Before abduction	Before abduction	0.223
1050	EG0280	EG1830	Before abduction	Before abduction	0.3054
1051	EG0280	EG1825	Before abduction	Before abduction	0.227
1052	EG0280	EG1823	Before abduction	Before abduction	0.2834
1053	EG0280	EG1724	Before abduction	Before abduction	0.1898
1054	EG0280	EG1599	Before abduction	Before abduction	0.203
1055	EG0280	EG1507	Before abduction	Before abduction	0.2476
1056	EG0280	EG1394	Before abduction	Before abduction	0.2336
1057	EG0280	EG1359	Before abduction	Before abduction	0.2454
1058	EG0280	EG1080	Before abduction	Before abduction	0.1796
1059	EG0280	EG1069	Before abduction	Before abduction	0.252
1060	EG0280	EG1051	Before abduction	Before abduction	0.1986
1061	EG0280	EG0070	Before abduction	Before abduction	0.2874
1062	EG0280	EG0968	Before abduction	Before abduction	0.203
1063	EG0280	EG0967	Before abduction	Before abduction	0.2412
1064	EG0280	EG0946	Before abduction	Before abduction	0.325
1065	EG0280	EG0883	Before abduction	Before abduction	0.2532
1066	EG0280	EG0831	Before abduction	Before abduction	0.29
1067	EG0280	EG0800	Before abduction	Before abduction	0.2866
1068	EG0280	EG0767	Before abduction	Before abduction	0.2682
1069	EG0280	EG0744	Before abduction	Before abduction	0.2466
1070	EG0280	EG0732	Before abduction	Before abduction	0.2554
1071	EG0280	EG0660	Before abduction	Before abduction	0.2476
1072	EG0280	EG0605	Before abduction	Before abduction	0.1918
1073	EG0280	EG0055	Before abduction	Before abduction	0.4048
1074	EG0280	EG0497	Before abduction	Before abduction	0.2222
1075	EG0280	EG0415	Before abduction	Before abduction	0.2886
1076	EG0280	EG0401	Before abduction	Before abduction	0.254
1077	EG0280	EG0381	Before abduction	Before abduction	0.1662
1078	EG0280	EG0039	Before abduction	Before abduction	0.2304
1079	EG0280	EG0303	Before abduction	Before abduction	0.243
1080	EG0280	EG0282	Before abduction	Before abduction	0.2686
1081	EG0236	EG2518	Before abduction	Before abduction	0.2696
1082	EG0236	EG2490	Before abduction	Before abduction	0.2594
1083	EG0236	EG2435	Before abduction	Before abduction	0.259
1084	EG0236	EG2419	Before abduction	Before abduction	0.275
1085	EG0236	EG0136	Before abduction	Before abduction	0.3094
1086	EG0236	EG2335	Before abduction	Before abduction	0.2624
1087	EG0236	EG2279	Before abduction	Before abduction	0.2806
1088	EG0236	EG2214	Before abduction	Before abduction	0.271
1089	EG0236	EG2186	Before abduction	Before abduction	0.3124
1090	EG0236	EG2149	Before abduction	Before abduction	0.4514
1091	EG0236	EG1976	Before abduction	Before abduction	0.2634
1092	EG0236	EG1915	Before abduction	Before abduction	0.2512
1093	EG0236	EG1905	Before abduction	Before abduction	0.2586
1094	EG0236	EG1904	Before abduction	Before abduction	0.2646
1095	EG0236	EG1872	Before abduction	Before abduction	0.2406
1096	EG0236	EG1830	Before abduction	Before abduction	0.236
1097	EG0236	EG1825	Before abduction	Before abduction	0.2602
1098	EG0236	EG1823	Before abduction	Before abduction	0.3014
1099	EG0236	EG1724	Before abduction	Before abduction	0.2688
1100	EG0236	EG1599	Before abduction	Before abduction	0.3042
1101	EG0236	EG1507	Before abduction	Before abduction	0.2574
1102	EG0236	EG1394	Before abduction	Before abduction	0.3498
1103	EG0236	EG1359	Before abduction	Before abduction	0.2684
1104	EG0236	EG1080	Before abduction	Before abduction	0.2698
1105	EG0236	EG1069	Before abduction	Before abduction	0.3448
1106	EG0236	EG1051	Before abduction	Before abduction	0.3986
1107	EG0236	EG0070	Before abduction	Before abduction	0.3362
1108	EG0236	EG0968	Before abduction	Before abduction	0.271
1109	EG0236	EG0967	Before abduction	Before abduction	0.2792
1110	EG0236	EG0946	Before abduction	Before abduction	0.3236
1111	EG0236	EG0883	Before abduction	Before abduction	0.2748
1112	EG0236	EG0831	Before abduction	Before abduction	0.2534
1113	EG0236	EG0800	Before abduction	Before abduction	0.2962
1114	EG0236	EG0767	Before abduction	Before abduction	0.2628
1115	EG0236	EG0744	Before abduction	Before abduction	0.2722
1116	EG0236	EG0732	Before abduction	Before abduction	0.337
1117	EG0236	EG0660	Before abduction	Before abduction	0.2672
1118	EG0236	EG0605	Before abduction	Before abduction	0.2754
1119	EG0236	EG0055	Before abduction	Before abduction	0.5584
1120	EG0236	EG0497	Before abduction	Before abduction	0.2444
1121	EG0236	EG0415	Before abduction	Before abduction	0.2858
1122	EG0236	EG0401	Before abduction	Before abduction	0.298
1123	EG0236	EG0381	Before abduction	Before abduction	0.2946
1124	EG0236	EG0039	Before abduction	Before abduction	0.3352
1125	EG0236	EG0303	Before abduction	Before abduction	0.301
1126	EG0236	EG0282	Before abduction	Before abduction	0.2784
1127	EG0236	EG0280	Before abduction	Before abduction	0.3064
1128	EG0194	EG2518	Before abduction	Before abduction	0.1842
1129	EG0194	EG2490	Before abduction	Before abduction	0.1992
1130	EG0194	EG2435	Before abduction	Before abduction	0.3244
1131	EG0194	EG2419	Before abduction	Before abduction	0.1116
1132	EG0194	EG0136	Before abduction	Before abduction	0.184
1133	EG0194	EG2335	Before abduction	Before abduction	0.1884
1134	EG0194	EG2279	Before abduction	Before abduction	0.2636
1135	EG0194	EG2214	Before abduction	Before abduction	0.2208
1136	EG0194	EG2186	Before abduction	Before abduction	0.1614
1137	EG0194	EG2149	Before abduction	Before abduction	0.3922
1138	EG0194	EG1976	Before abduction	Before abduction	0.2892
1139	EG0194	EG1915	Before abduction	Before abduction	0.1952
1140	EG0194	EG1905	Before abduction	Before abduction	0.242
1141	EG0194	EG1904	Before abduction	Before abduction	0.3078
1142	EG0194	EG1872	Before abduction	Before abduction	0.1892
1143	EG0194	EG1830	Before abduction	Before abduction	0.287
1144	EG0194	EG1825	Before abduction	Before abduction	0.3052
1145	EG0194	EG1823	Before abduction	Before abduction	0.4048
1146	EG0194	EG1724	Before abduction	Before abduction	0.2558
1147	EG0194	EG1599	Before abduction	Before abduction	0.2136
1148	EG0194	EG1507	Before abduction	Before abduction	0.1906
1149	EG0194	EG1394	Before abduction	Before abduction	0.2616
1150	EG0194	EG1359	Before abduction	Before abduction	0.2882
1151	EG0194	EG1080	Before abduction	Before abduction	0.292
1152	EG0194	EG1069	Before abduction	Before abduction	0.2074
1153	EG0194	EG1051	Before abduction	Before abduction	0.364
1154	EG0194	EG0070	Before abduction	Before abduction	0.183
1155	EG0194	EG0968	Before abduction	Before abduction	0.332
1156	EG0194	EG0967	Before abduction	Before abduction	0.2864
1157	EG0194	EG0946	Before abduction	Before abduction	0.427
1158	EG0194	EG0883	Before abduction	Before abduction	0.1912
1159	EG0194	EG0831	Before abduction	Before abduction	0.3378
1160	EG0194	EG0800	Before abduction	Before abduction	0.2126
1161	EG0194	EG0767	Before abduction	Before abduction	0.1888
1162	EG0194	EG0744	Before abduction	Before abduction	0.201
1163	EG0194	EG0732	Before abduction	Before abduction	0.2312
1164	EG0194	EG0660	Before abduction	Before abduction	0.2766
