	SubjectID1	SubjectID2	Group1	Group2	Distance
1586	EG1892	EG1394	After abduction	Before abduction	0.2904
1587	EG1892	EG1359	After abduction	Before abduction	0.27
1588	EG1892	EG1080	After abduction	Before abduction	0.2534
1589	EG1892	EG1069	After abduction	Before abduction	0.3384
1590	EG1892	EG1051	After abduction	Before abduction	0.3358
1591	EG1892	EG0070	After abduction	Before abduction	0.3332
1592	EG1892	EG0968	After abduction	Before abduction	0.2456
1593	EG1892	EG0967	After abduction	Before abduction	0.2534
1594	EG1892	EG0946	After abduction	Before abduction	0.323
1595	EG1892	EG0883	After abduction	Before abduction	0.2864
1596	EG1892	EG0831	After abduction	Before abduction	0.266
1597	EG1892	EG0800	After abduction	Before abduction	0.2904
1598	EG1892	EG0767	After abduction	Before abduction	0.2814
1599	EG1892	EG0744	After abduction	Before abduction	0.2842
1600	EG1892	EG0732	After abduction	Before abduction	0.3306
1601	EG1892	EG0660	After abduction	Before abduction	0.2288
1602	EG1892	EG0605	After abduction	Before abduction	0.2618
1603	EG1892	EG0055	After abduction	Before abduction	0.515
1604	EG1892	EG0497	After abduction	Before abduction	0.2346
1605	EG1892	EG0415	After abduction	Before abduction	0.2686
1606	EG1892	EG0401	After abduction	Before abduction	0.3066
1607	EG1892	EG0381	After abduction	Before abduction	0.2688
1608	EG1892	EG0039	After abduction	Before abduction	0.3078
1609	EG1892	EG0303	After abduction	Before abduction	0.2906
1610	EG1892	EG0282	After abduction	Before abduction	0.2978
1611	EG1892	EG0280	After abduction	Before abduction	0.2558
1612	EG1892	EG0236	After abduction	Before abduction	0.2758
1613	EG1892	EG0194	After abduction	Before abduction	0.347
1614	EG1892	EG2608	After abduction	Before abduction	0.2624
1615	EG1892	EG2591	After abduction	Before abduction	0.2574
1616	EG1892	EG0141	After abduction	Before abduction	0.3266
1617	EG1892	EG0024	After abduction	Before abduction	0.3068
1618	EG1878	EG2518	After abduction	Before abduction	0.3636
1619	EG1878	EG2490	After abduction	Before abduction	0.3738
1620	EG1878	EG2435	After abduction	Before abduction	0.2574
1621	EG1878	EG2419	After abduction	Before abduction	0.4276
1622	EG1878	EG0136	After abduction	Before abduction	0.4254
1623	EG1878	EG2335	After abduction	Before abduction	0.3842
1624	EG1878	EG2279	After abduction	Before abduction	0.3348
1625	EG1878	EG2214	After abduction	Before abduction	0.336
1626	EG1878	EG2186	After abduction	Before abduction	0.4496
1627	EG1878	EG2149	After abduction	Before abduction	0.448
1628	EG1878	EG1976	After abduction	Before abduction	0.2546
1629	EG1878	EG1915	After abduction	Before abduction	0.3342
1630	EG1878	EG1905	After abduction	Before abduction	0.3344
1631	EG1878	EG1904	After abduction	Before abduction	0.245
1632	EG1878	EG1872	After abduction	Before abduction	0.3348
1633	EG1878	EG1830	After abduction	Before abduction	0.3794
1634	EG1878	EG1825	After abduction	Before abduction	0.2978
1635	EG1878	EG1823	After abduction	Before abduction	0.18
1636	EG1878	EG1724	After abduction	Before abduction	0.3054
1637	EG1878	EG1599	After abduction	Before abduction	0.401
1638	EG1878	EG1507	After abduction	Before abduction	0.348
1639	EG1878	EG1394	After abduction	Before abduction	0.401
1640	EG1878	EG1359	After abduction	Before abduction	0.286
1641	EG1878	EG1080	After abduction	Before abduction	0.2926
1642	EG1878	EG1069	After abduction	Before abduction	0.4402
1643	EG1878	EG1051	After abduction	Before abduction	0.3898
1644	EG1878	EG0070	After abduction	Before abduction	0.4614
1645	EG1878	EG0968	After abduction	Before abduction	0.1982
1646	EG1878	EG0967	After abduction	Before abduction	0.3604
1647	EG1878	EG0946	After abduction	Before abduction	0.168
1648	EG1878	EG0883	After abduction	Before abduction	0.369
1649	EG1878	EG0831	After abduction	Before abduction	0.2834
1650	EG1878	EG0800	After abduction	Before abduction	0.393
1651	EG1878	EG0767	After abduction	Before abduction	0.334
1652	EG1878	EG0744	After abduction	Before abduction	0.3772
1653	EG1878	EG0732	After abduction	Before abduction	0.4184
1654	EG1878	EG0660	After abduction	Before abduction	0.3136
1655	EG1878	EG0605	After abduction	Before abduction	0.361
1656	EG1878	EG0055	After abduction	Before abduction	0.5634
1657	EG1878	EG0497	After abduction	Before abduction	0.311
1658	EG1878	EG0415	After abduction	Before abduction	0.2316
1659	EG1878	EG0401	After abduction	Before abduction	0.4362
1660	EG1878	EG0381	After abduction	Before abduction	0.3002
1661	EG1878	EG0039	After abduction	Before abduction	0.3304
1662	EG1878	EG0303	After abduction	Before abduction	0.3828
1663	EG1878	EG0282	After abduction	Before abduction	0.4086
1664	EG1878	EG0280	After abduction	Before abduction	0.3316
1665	EG1878	EG0236	After abduction	Before abduction	0.3378
1666	EG1878	EG0194	After abduction	Before abduction	0.4566
1667	EG1878	EG2608	After abduction	Before abduction	0.2822
1668	EG1878	EG2591	After abduction	Before abduction	0.3276
1669	EG1878	EG0141	After abduction	Before abduction	0.3476
1670	EG1878	EG0024	After abduction	Before abduction	0.385
1671	EG0101	EG2518	After abduction	Before abduction	0.3386
1672	EG0101	EG2490	After abduction	Before abduction	0.3514
1673	EG0101	EG2435	After abduction	Before abduction	0.251
1674	EG0101	EG2419	After abduction	Before abduction	0.4
1675	EG0101	EG0136	After abduction	Before abduction	0.4022
1676	EG0101	EG2335	After abduction	Before abduction	0.37
1677	EG0101	EG2279	After abduction	Before abduction	0.3228
1678	EG0101	EG2214	After abduction	Before abduction	0.3252
1679	EG0101	EG2186	After abduction	Before abduction	0.4212
1680	EG0101	EG2149	After abduction	Before abduction	0.361
1681	EG0101	EG1976	After abduction	Before abduction	0.2368
1682	EG0101	EG1915	After abduction	Before abduction	0.3206
1683	EG0101	EG1905	After abduction	Before abduction	0.3174
1684	EG0101	EG1904	After abduction	Before abduction	0.2362
1685	EG0101	EG1872	After abduction	Before abduction	0.3114
1686	EG0101	EG1830	After abduction	Before abduction	0.3762
1687	EG0101	EG1825	After abduction	Before abduction	0.2758
1688	EG0101	EG1823	After abduction	Before abduction	0.1694
1689	EG0101	EG1724	After abduction	Before abduction	0.2748
1690	EG0101	EG1599	After abduction	Before abduction	0.3706
1691	EG0101	EG1507	After abduction	Before abduction	0.3292
1692	EG0101	EG1394	After abduction	Before abduction	0.3898
1693	EG0101	EG1359	After abduction	Before abduction	0.2662
1694	EG0101	EG1080	After abduction	Before abduction	0.263
1695	EG0101	EG1069	After abduction	Before abduction	0.4002
1696	EG0101	EG1051	After abduction	Before abduction	0.3084
1697	EG0101	EG0070	After abduction	Before abduction	0.4424
1698	EG0101	EG0968	After abduction	Before abduction	0.1712
1699	EG0101	EG0967	After abduction	Before abduction	0.3552
1700	EG0101	EG0946	After abduction	Before abduction	0.2068
1701	EG0101	EG0883	After abduction	Before abduction	0.348
1702	EG0101	EG0831	After abduction	Before abduction	0.2932
1703	EG0101	EG0800	After abduction	Before abduction	0.3822
1704	EG0101	EG0767	After abduction	Before abduction	0.3118
1705	EG0101	EG0744	After abduction	Before abduction	0.3582
1706	EG0101	EG0732	After abduction	Before abduction	0.3872
1707	EG0101	EG0660	After abduction	Before abduction	0.297
1708	EG0101	EG0605	After abduction	Before abduction	0.3418
1709	EG0101	EG0055	After abduction	Before abduction	0.5002
1710	EG0101	EG0497	After abduction	Before abduction	0.2846
1711	EG0101	EG0415	After abduction	Before abduction	0.2312
1712	EG0101	EG0401	After abduction	Before abduction	0.4118
1713	EG0101	EG0381	After abduction	Before abduction	0.249
1714	EG0101	EG0039	After abduction	Before abduction	0.2914
1715	EG0101	EG0303	After abduction	Before abduction	0.3662
1716	EG0101	EG0282	After abduction	Before abduction	0.3876
1717	EG0101	EG0280	After abduction	Before abduction	0.275
1718	EG0101	EG0236	After abduction	Before abduction	0.3388
1719	EG0101	EG0194	After abduction	Before abduction	0.4334
1720	EG0101	EG2608	After abduction	Before abduction	0.2672
1721	EG0101	EG2591	After abduction	Before abduction	0.3068
1722	EG0101	EG0141	After abduction	Before abduction	0.3172
1723	EG0101	EG0024	After abduction	Before abduction	0.3586
1724	EG1772	EG2518	After abduction	Before abduction	0.2932
1725	EG1772	EG2490	After abduction	Before abduction	0.2962
1726	EG1772	EG2435	After abduction	Before abduction	0.2088
1727	EG1772	EG2419	After abduction	Before abduction	0.34
1728	EG1772	EG0136	After abduction	Before abduction	0.358
1729	EG1772	EG2335	After abduction	Before abduction	0.2844
1730	EG1772	EG2279	After abduction	Before abduction	0.26
1731	EG1772	EG2214	After abduction	Before abduction	0.2618
1732	EG1772	EG2186	After abduction	Before abduction	0.3596
1733	EG1772	EG2149	After abduction	Before abduction	0.4678
1734	EG1772	EG1976	After abduction	Before abduction	0.1914
1735	EG1772	EG1915	After abduction	Before abduction	0.2558
1736	EG1772	EG1905	After abduction	Before abduction	0.2734
1737	EG1772	EG1904	After abduction	Before abduction	0.1688
1738	EG1772	EG1872	After abduction	Before abduction	0.2508
1739	EG1772	EG1830	After abduction	Before abduction	0.2784
1740	EG1772	EG1825	After abduction	Before abduction	0.2238
1741	EG1772	EG1823	After abduction	Before abduction	0.1644
1742	EG1772	EG1724	After abduction	Before abduction	0.2564
1743	EG1772	EG1599	After abduction	Before abduction	0.3282
1744	EG1772	EG1507	After abduction	Before abduction	0.258
1745	EG1772	EG1394	After abduction	Before abduction	0.3746
1746	EG1772	EG1359	After abduction	Before abduction	0.2134
1747	EG1772	EG1080	After abduction	Before abduction	0.242
1748	EG1772	EG1069	After abduction	Before abduction	0.389
1749	EG1772	EG1051	After abduction	Before abduction	0.3984
1750	EG1772	EG0070	After abduction	Before abduction	0.3874
1751	EG1772	EG0968	After abduction	Before abduction	0.1826
1752	EG1772	EG0967	After abduction	Before abduction	0.2938
1753	EG1772	EG0946	After abduction	Before abduction	0.211
1754	EG1772	EG0883	After abduction	Before abduction	0.3062
1755	EG1772	EG0831	After abduction	Before abduction	0.2244
1756	EG1772	EG0800	After abduction	Before abduction	0.3204
1757	EG1772	EG0767	After abduction	Before abduction	0.2394
1758	EG1772	EG0744	After abduction	Before abduction	0.3166
1759	EG1772	EG0732	After abduction	Before abduction	0.3676
1760	EG1772	EG0660	After abduction	Before abduction	0.2572
1761	EG1772	EG0605	After abduction	Before abduction	0.3028
1762	EG1772	EG0055	After abduction	Before abduction	0.583
1763	EG1772	EG0497	After abduction	Before abduction	0.2434
1764	EG1772	EG0415	After abduction	Before abduction	0.1782
1765	EG1772	EG0401	After abduction	Before abduction	0.3436
1766	EG1772	EG0381	After abduction	Before abduction	0.2752
1767	EG1772	EG0039	After abduction	Before abduction	0.3138
1768	EG1772	EG0303	After abduction	Before abduction	0.3426
1769	EG1772	EG0282	After abduction	Before abduction	0.2926
1770	EG1772	EG0280	After abduction	Before abduction	0.2958
1771	EG1772	EG0236	After abduction	Before abduction	0.2616
1772	EG1772	EG0194	After abduction	Before abduction	0.369
1773	EG1772	EG2608	After abduction	Before abduction	0.2368
1774	EG1772	EG2591	After abduction	Before abduction	0.2508
1775	EG1772	EG0141	After abduction	Before abduction	0.3576
1776	EG1772	EG0024	After abduction	Before abduction	0.261
1777	EG1673	EG2518	After abduction	Before abduction	0.3032
1778	EG1673	EG2490	After abduction	Before abduction	0.2922
1779	EG1673	EG2435	After abduction	Before abduction	0.3278
1780	EG1673	EG2419	After abduction	Before abduction	0.3148
1781	EG1673	EG0136	After abduction	Before abduction	0.3382
1782	EG1673	EG2335	After abduction	Before abduction	0.3286
1783	EG1673	EG2279	After abduction	Before abduction	0.3328
1784	EG1673	EG2214	After abduction	Before abduction	0.3424
1785	EG1673	EG2186	After abduction	Before abduction	0.3322
1786	EG1673	EG2149	After abduction	Before abduction	0.291
1787	EG1673	EG1976	After abduction	Before abduction	0.3254
1788	EG1673	EG1915	After abduction	Before abduction	0.306
1789	EG1673	EG1905	After abduction	Before abduction	0.2748
1790	EG1673	EG1904	After abduction	Before abduction	0.369
1791	EG1673	EG1872	After abduction	Before abduction	0.302
1792	EG1673	EG1830	After abduction	Before abduction	0.3704
1793	EG1673	EG1825	After abduction	Before abduction	0.3186
1794	EG1673	EG1823	After abduction	Before abduction	0.3436
1795	EG1673	EG1724	After abduction	Before abduction	0.2992
1796	EG1673	EG1599	After abduction	Before abduction	0.2816
1797	EG1673	EG1507	After abduction	Before abduction	0.3098
1798	EG1673	EG1394	After abduction	Before abduction	0.3184
1799	EG1673	EG1359	After abduction	Before abduction	0.3376
1800	EG1673	EG1080	After abduction	Before abduction	0.2988
1801	EG1673	EG1069	After abduction	Before abduction	0.3154
1802	EG1673	EG1051	After abduction	Before abduction	0.2748
1803	EG1673	EG0070	After abduction	Before abduction	0.3556
1804	EG1673	EG0968	After abduction	Before abduction	0.3156
1805	EG1673	EG0967	After abduction	Before abduction	0.2972
1806	EG1673	EG0946	After abduction	Before abduction	0.389
1807	EG1673	EG0883	After abduction	Before abduction	0.3142
1808	EG1673	EG0831	After abduction	Before abduction	0.3482
1809	EG1673	EG0800	After abduction	Before abduction	0.3628
1810	EG1673	EG0767	After abduction	Before abduction	0.3192
1811	EG1673	EG0744	After abduction	Before abduction	0.3214
1812	EG1673	EG0732	After abduction	Before abduction	0.3044
1813	EG1673	EG0660	After abduction	Before abduction	0.3608
1814	EG1673	EG0605	After abduction	Before abduction	0.2956
1815	EG1673	EG0055	After abduction	Before abduction	0.407
1816	EG1673	EG0497	After abduction	Before abduction	0.3262
1817	EG1673	EG0415	After abduction	Before abduction	0.3948
1818	EG1673	EG0401	After abduction	Before abduction	0.3564
1819	EG1673	EG0381	After abduction	Before abduction	0.289
1820	EG1673	EG0039	After abduction	Before abduction	0.3144
1821	EG1673	EG0303	After abduction	Before abduction	0.3332
1822	EG1673	EG0282	After abduction	Before abduction	0.359
1823	EG1673	EG0280	After abduction	Before abduction	0.2814
1824	EG1673	EG0236	After abduction	Before abduction	0.3552
1825	EG1673	EG0194	After abduction	Before abduction	0.33
1826	EG1673	EG2608	After abduction	Before abduction	0.3478
1827	EG1673	EG2591	After abduction	Before abduction	0.3186
1828	EG1673	EG0141	After abduction	Before abduction	0.318
1829	EG1673	EG0024	After abduction	Before abduction	0.3432
1830	EG1637	EG2518	After abduction	Before abduction	0.4116
1831	EG1637	EG2490	After abduction	Before abduction	0.413
1832	EG1637	EG2435	After abduction	Before abduction	0.3148
1833	EG1637	EG2419	After abduction	Before abduction	0.4678
1834	EG1637	EG0136	After abduction	Before abduction	0.4666
1835	EG1637	EG2335	After abduction	Before abduction	0.423
1836	EG1637	EG2279	After abduction	Before abduction	0.385
1837	EG1637	EG2214	After abduction	Before abduction	0.3954
1838	EG1637	EG2186	After abduction	Before abduction	0.4796
1839	EG1637	EG2149	After abduction	Before abduction	0.4992
1840	EG1637	EG1976	After abduction	Before abduction	0.3206
1841	EG1637	EG1915	After abduction	Before abduction	0.3836
1842	EG1637	EG1905	After abduction	Before abduction	0.39
1843	EG1637	EG1904	After abduction	Before abduction	0.2906
1844	EG1637	EG1872	After abduction	Before abduction	0.382
1845	EG1637	EG1830	After abduction	Before abduction	0.3766
1846	EG1637	EG1825	After abduction	Before abduction	0.3386
1847	EG1637	EG1823	After abduction	Before abduction	0.2242
1848	EG1637	EG1724	After abduction	Before abduction	0.358
1849	EG1637	EG1599	After abduction	Before abduction	0.4324
1850	EG1637	EG1507	After abduction	Before abduction	0.383
1851	EG1637	EG1394	After abduction	Before abduction	0.455
1852	EG1637	EG1359	After abduction	Before abduction	0.3438
1853	EG1637	EG1080	After abduction	Before abduction	0.345
1854	EG1637	EG1069	After abduction	Before abduction	0.491
1855	EG1637	EG1051	After abduction	Before abduction	0.4398
1856	EG1637	EG0070	After abduction	Before abduction	0.4958
1857	EG1637	EG0968	After abduction	Before abduction	0.2764
1858	EG1637	EG0967	After abduction	Before abduction	0.3774
1859	EG1637	EG0946	After abduction	Before abduction	0.2358
1860	EG1637	EG0883	After abduction	Before abduction	0.4262
1861	EG1637	EG0831	After abduction	Before abduction	0.3274
1862	EG1637	EG0800	After abduction	Before abduction	0.4422
1863	EG1637	EG0767	After abduction	Before abduction	0.3722
1864	EG1637	EG0744	After abduction	Before abduction	0.429
1865	EG1637	EG0732	After abduction	Before abduction	0.4752
1866	EG1637	EG0660	After abduction	Before abduction	0.3576
1867	EG1637	EG0605	After abduction	Before abduction	0.4188
1868	EG1637	EG0055	After abduction	Before abduction	0.6006
1869	EG1637	EG0497	After abduction	Before abduction	0.3514
1870	EG1637	EG0415	After abduction	Before abduction	0.282
1871	EG1637	EG0401	After abduction	Before abduction	0.466
1872	EG1637	EG0381	After abduction	Before abduction	0.3388
1873	EG1637	EG0039	After abduction	Before abduction	0.4058
1874	EG1637	EG0303	After abduction	Before abduction	0.4358
1875	EG1637	EG0282	After abduction	Before abduction	0.426
1876	EG1637	EG0280	After abduction	Before abduction	0.3758
1877	EG1637	EG0236	After abduction	Before abduction	0.3498
1878	EG1637	EG0194	After abduction	Before abduction	0.4956
1879	EG1637	EG2608	After abduction	Before abduction	0.3246
1880	EG1637	EG2591	After abduction	Before abduction	0.3736
1881	EG1637	EG0141	After abduction	Before abduction	0.4286
1882	EG1637	EG0024	After abduction	Before abduction	0.3898
1883	EG1572	EG2518	After abduction	Before abduction	0.3996
1884	EG1572	EG2490	After abduction	Before abduction	0.4018
1885	EG1572	EG2435	After abduction	Before abduction	0.2974
1886	EG1572	EG2419	After abduction	Before abduction	0.4482
1887	EG1572	EG0136	After abduction	Before abduction	0.4514
1888	EG1572	EG2335	After abduction	Before abduction	0.4068
1889	EG1572	EG2279	After abduction	Before abduction	0.3706
1890	EG1572	EG2214	After abduction	Before abduction	0.3578
1891	EG1572	EG2186	After abduction	Before abduction	0.4708
1892	EG1572	EG2149	After abduction	Before abduction	0.5088
1893	EG1572	EG1976	After abduction	Before abduction	0.291
1894	EG1572	EG1915	After abduction	Before abduction	0.3682
1895	EG1572	EG1905	After abduction	Before abduction	0.3744
1896	EG1572	EG1904	After abduction	Before abduction	0.259
1897	EG1572	EG1872	After abduction	Before abduction	0.3622
1898	EG1572	EG1830	After abduction	Before abduction	0.3598
1899	EG1572	EG1825	After abduction	Before abduction	0.3274
1900	EG1572	EG1823	After abduction	Before abduction	0.197
1901	EG1572	EG1724	After abduction	Before abduction	0.3596
1902	EG1572	EG1599	After abduction	Before abduction	0.4312
1903	EG1572	EG1507	After abduction	Before abduction	0.3608
1904	EG1572	EG1394	After abduction	Before abduction	0.4584
1905	EG1572	EG1359	After abduction	Before abduction	0.3164
1906	EG1572	EG1080	After abduction	Before abduction	0.339
1907	EG1572	EG1069	After abduction	Before abduction	0.4842
1908	EG1572	EG1051	After abduction	Before abduction	0.4494
1909	EG1572	EG0070	After abduction	Before abduction	0.4794
1910	EG1572	EG0968	After abduction	Before abduction	0.2604
1911	EG1572	EG0967	After abduction	Before abduction	0.3708
1912	EG1572	EG0946	After abduction	Before abduction	0.2196
1913	EG1572	EG0883	After abduction	Before abduction	0.4026
1914	EG1572	EG0831	After abduction	Before abduction	0.2972
1915	EG1572	EG0800	After abduction	Before abduction	0.4152
1916	EG1572	EG0767	After abduction	Before abduction	0.349
1917	EG1572	EG0744	After abduction	Before abduction	0.4064
1918	EG1572	EG0732	After abduction	Before abduction	0.4588
1919	EG1572	EG0660	After abduction	Before abduction	0.343
1920	EG1572	EG0605	After abduction	Before abduction	0.4028
1921	EG1572	EG0055	After abduction	Before abduction	0.6288
1922	EG1572	EG0497	After abduction	Before abduction	0.3396
1923	EG1572	EG0415	After abduction	Before abduction	0.2622
1924	EG1572	EG0401	After abduction	Before abduction	0.4418
1925	EG1572	EG0381	After abduction	Before abduction	0.3474
1926	EG1572	EG0039	After abduction	Before abduction	0.3914
1927	EG1572	EG0303	After abduction	Before abduction	0.4322
1928	EG1572	EG0282	After abduction	Before abduction	0.4124
1929	EG1572	EG0280	After abduction	Before abduction	0.3796
1930	EG1572	EG0236	After abduction	Before abduction	0.3196
1931	EG1572	EG0194	After abduction	Before abduction	0.4814
1932	EG1572	EG2608	After abduction	Before abduction	0.315
1933	EG1572	EG2591	After abduction	Before abduction	0.353
1934	EG1572	EG0141	After abduction	Before abduction	0.4266
1935	EG1572	EG0024	After abduction	Before abduction	0.3702
1936	EG1524	EG2518	After abduction	Before abduction	0.487
1937	EG1524	EG2490	After abduction	Before abduction	0.4836
1938	EG1524	EG2435	After abduction	Before abduction	0.5254
1939	EG1524	EG2419	After abduction	Before abduction	0.5084
1940	EG1524	EG0136	After abduction	Before abduction	0.5268
1941	EG1524	EG2335	After abduction	Before abduction	0.4918
1942	EG1524	EG2279	After abduction	Before abduction	0.5344
1943	EG1524	EG2214	After abduction	Before abduction	0.54
1944	EG1524	EG2186	After abduction	Before abduction	0.5128
1945	EG1524	EG2149	After abduction	Before abduction	0.2588
1946	EG1524	EG1976	After abduction	Before abduction	0.5304
1947	EG1524	EG1915	After abduction	Before abduction	0.5102
1948	EG1524	EG1905	After abduction	Before abduction	0.4888
1949	EG1524	EG1904	After abduction	Before abduction	0.571
1950	EG1524	EG1872	After abduction	Before abduction	0.4982
1951	EG1524	EG1830	After abduction	Before abduction	0.5488
1952	EG1524	EG1825	After abduction	Before abduction	0.5166
1953	EG1524	EG1823	After abduction	Before abduction	0.5512
1954	EG1524	EG1724	After abduction	Before abduction	0.4634
1955	EG1524	EG1599	After abduction	Before abduction	0.4554
1956	EG1524	EG1507	After abduction	Before abduction	0.5202
1957	EG1524	EG1394	After abduction	Before abduction	0.418
1958	EG1524	EG1359	After abduction	Before abduction	0.5444
1959	EG1524	EG1080	After abduction	Before abduction	0.4512
1960	EG1524	EG1069	After abduction	Before abduction	0.4428
1961	EG1524	EG1051	After abduction	Before abduction	0.3156
1962	EG1524	EG0070	After abduction	Before abduction	0.52
1963	EG1524	EG0968	After abduction	Before abduction	0.4858
1964	EG1524	EG0967	After abduction	Before abduction	0.5156
1965	EG1524	EG0946	After abduction	Before abduction	0.5636
1966	EG1524	EG0883	After abduction	Before abduction	0.5214
1967	EG1524	EG0831	After abduction	Before abduction	0.5766
1968	EG1524	EG0800	After abduction	Before abduction	0.5516
1969	EG1524	EG0767	After abduction	Before abduction	0.5278
1970	EG1524	EG0744	After abduction	Before abduction	0.517
1971	EG1524	EG0732	After abduction	Before abduction	0.4498
1972	EG1524	EG0660	After abduction	Before abduction	0.5074
1973	EG1524	EG0605	After abduction	Before abduction	0.4948
1974	EG1524	EG0055	After abduction	Before abduction	0.0808
1975	EG1524	EG0497	After abduction	Before abduction	0.5044
1976	EG1524	EG0415	After abduction	Before abduction	0.5904
1977	EG1524	EG0401	After abduction	Before abduction	0.5126
1978	EG1524	EG0381	After abduction	Before abduction	0.4022
1979	EG1524	EG0039	After abduction	Before abduction	0.4514
1980	EG1524	EG0303	After abduction	Before abduction	0.4972
1981	EG1524	EG0282	After abduction	Before abduction	0.5276
1982	EG1524	EG0280	After abduction	Before abduction	0.4032
1983	EG1524	EG0236	After abduction	Before abduction	0.563
1984	EG1524	EG0194	After abduction	Before abduction	0.489
1985	EG1524	EG2608	After abduction	Before abduction	0.489
1986	EG1524	EG2591	After abduction	Before abduction	0.525
1987	EG1524	EG0141	After abduction	Before abduction	0.3962
1988	EG1524	EG0024	After abduction	Before abduction	0.5378
1989	EG0088	EG2518	After abduction	Before abduction	0.3544
1990	EG0088	EG2490	After abduction	Before abduction	0.3974
1991	EG0088	EG2435	After abduction	Before abduction	0.3656
1992	EG0088	EG2419	After abduction	Before abduction	0.4188
1993	EG0088	EG0136	After abduction	Before abduction	0.3858
1994	EG0088	EG2335	After abduction	Before abduction	0.379
1995	EG0088	EG2279	After abduction	Before abduction	0.346
1996	EG0088	EG2214	After abduction	Before abduction	0.403
1997	EG0088	EG2186	After abduction	Before abduction	0.4078
1998	EG0088	EG2149	After abduction	Before abduction	0.3672
1999	EG0088	EG1976	After abduction	Before abduction	0.3722
2000	EG0088	EG1915	After abduction	Before abduction	0.3916
2001	EG0088	EG1905	After abduction	Before abduction	0.3468
2002	EG0088	EG1904	After abduction	Before abduction	0.4072
2003	EG0088	EG1872	After abduction	Before abduction	0.3788
2004	EG0088	EG1830	After abduction	Before abduction	0.3702
2005	EG0088	EG1825	After abduction	Before abduction	0.3392
2006	EG0088	EG1823	After abduction	Before abduction	0.3812
2007	EG0088	EG1724	After abduction	Before abduction	0.324
2008	EG0088	EG1599	After abduction	Before abduction	0.3374
2009	EG0088	EG1507	After abduction	Before abduction	0.3894
2010	EG0088	EG1394	After abduction	Before abduction	0.3614
2011	EG0088	EG1359	After abduction	Before abduction	0.39
2012	EG0088	EG1080	After abduction	Before abduction	0.3592
2013	EG0088	EG1069	After abduction	Before abduction	0.3974
2014	EG0088	EG1051	After abduction	Before abduction	0.337
2015	EG0088	EG0070	After abduction	Before abduction	0.4072
2016	EG0088	EG0968	After abduction	Before abduction	0.3634
2017	EG0088	EG0967	After abduction	Before abduction	0.2912
2018	EG0088	EG0946	After abduction	Before abduction	0.4338
2019	EG0088	EG0883	After abduction	Before abduction	0.3798
2020	EG0088	EG0831	After abduction	Before abduction	0.3692
2021	EG0088	EG0800	After abduction	Before abduction	0.4024
2022	EG0088	EG0767	After abduction	Before abduction	0.4072
2023	EG0088	EG0744	After abduction	Before abduction	0.374
2024	EG0088	EG0732	After abduction	Before abduction	0.4138
2025	EG0088	EG0660	After abduction	Before abduction	0.3706
2026	EG0088	EG0605	After abduction	Before abduction	0.3462
2027	EG0088	EG0055	After abduction	Before abduction	0.4462
2028	EG0088	EG0497	After abduction	Before abduction	0.3538
2029	EG0088	EG0415	After abduction	Before abduction	0.4012
2030	EG0088	EG0401	After abduction	Before abduction	0.3856
2031	EG0088	EG0381	After abduction	Before abduction	0.3286
2032	EG0088	EG0039	After abduction	Before abduction	0.3926
2033	EG0088	EG0303	After abduction	Before abduction	0.3598
2034	EG0088	EG0282	After abduction	Before abduction	0.4202
2035	EG0088	EG0280	After abduction	Before abduction	0.3118
2036	EG0088	EG0236	After abduction	Before abduction	0.3966
2037	EG0088	EG0194	After abduction	Before abduction	0.4414
2038	EG0088	EG2608	After abduction	Before abduction	0.3664
2039	EG0088	EG2591	After abduction	Before abduction	0.3558
2040	EG0088	EG0141	After abduction	Before abduction	0.3668
2041	EG0088	EG0024	After abduction	Before abduction	0.4012
2042	EG1490	EG2518	After abduction	Before abduction	0.2246
2043	EG1490	EG2490	After abduction	Before abduction	0.1846
2044	EG1490	EG2435	After abduction	Before abduction	0.3064
2045	EG1490	EG2419	After abduction	Before abduction	0.2462
2046	EG1490	EG0136	After abduction	Before abduction	0.2744
2047	EG1490	EG2335	After abduction	Before abduction	0.2352
2048	EG1490	EG2279	After abduction	Before abduction	0.2946
2049	EG1490	EG2214	After abduction	Before abduction	0.2782
2050	EG1490	EG2186	After abduction	Before abduction	0.2418
2051	EG1490	EG2149	After abduction	Before abduction	0.3562
2052	EG1490	EG1976	After abduction	Before abduction	0.2792
2053	EG1490	EG1915	After abduction	Before abduction	0.2494
2054	EG1490	EG1905	After abduction	Before abduction	0.2
2055	EG1490	EG1904	After abduction	Before abduction	0.3268
2056	EG1490	EG1872	After abduction	Before abduction	0.2342
2057	EG1490	EG1830	After abduction	Before abduction	0.3608
2058	EG1490	EG1825	After abduction	Before abduction	0.2704
2059	EG1490	EG1823	After abduction	Before abduction	0.3642
2060	EG1490	EG1724	After abduction	Before abduction	0.2558
2061	EG1490	EG1599	After abduction	Before abduction	0.2044
2062	EG1490	EG1507	After abduction	Before abduction	0.2534
2063	EG1490	EG1394	After abduction	Before abduction	0.2472
2064	EG1490	EG1359	After abduction	Before abduction	0.2912
2065	EG1490	EG1080	After abduction	Before abduction	0.2608
2066	EG1490	EG1069	After abduction	Before abduction	0.2592
2067	EG1490	EG1051	After abduction	Before abduction	0.3132
2068	EG1490	EG0070	After abduction	Before abduction	0.2776
2069	EG1490	EG0968	After abduction	Before abduction	0.3028
