id	clr	W
0938c5c9694ca51a1a6c5b53f3be529e	-0.1015876279873493	4
096176a62b82e8e1dd4f54e6d9aa4f5d	0.023280397132531036	6
0970db89ab439ac61d73c3364acbe6cc	0.1389837615495968	9
0987bf8d41c6eaea47b694a297faa81a	0.21729760443669624	12
09adef2382a1a306d53e27c92893b03c	0.057886332509645574	6
09b823ab653c6d756331bb8f9a028d52	0.36799436090615867	13
09c0ce715b075c5d50da8161e60e6f44	-0.061071100929494714	5
09c1f4be6244d44fdddbf90767405856	0.05983745316997567	7
09d2fccf323f2356eae2f6683d37c9e1	0.1947279207588354	11
09efe61679afbfe46fbd1a1d527f68f8	-0.026366995462630854	4
0a134d84097f2b835720e8b03f506f89	0.04872529099416208	7
0a344d2ec78576137b6f19a9d9462737	0.219999225755624	12
0a6410c1a62649c4844b12a034588277	0.0942958298498832	8
0aa29795cd2f6798cd6d5fefc5841c41	0.03759623384137607	5
0aa854c8f18c6cc90c130bb5ad75ea52	-0.26479198812239063	2
0abb29af7bb7564e0e4bb081507f1a01	-0.9189503529503772	0
0acdb636c73798fb4405f7041d1089ef	0.06346235274638483	7
0aee5d42cf88441166fa853aee7b86cb	0.28587761040169296	13
0af98f3d1c19ec7234b873a98c43242b	0.28315691093735385	12
0af9f47ff3dca877c6eda7541ca1ff0a	0.08964185895579234	8
0aff82fbb663d2be678ad13fcb2050be	-0.592219814722958	0
0b45f80bfbb66439f0c98df16d8086d0	-1.3714675913481948	5
0b5c5addad44ef1cd9567c96c6f18151	0.5608673048342312	18
0bb399497f2fba0b4a1efeee0d0440de	0.281043227558659	13
0bbb8cf5b1158486a106d38bb3aa9d3d	-0.08381832940814404	4
0bbd9e2ebb6cc544b38b0c693aeb14d6	0.0368153509944346	6
0c1a0554b5d1344cd5f564e21e6e2e6c	0.02409838265684841	6
0c38e3f4d61290a22c6454a6c466a00f	0.3083074725256375	10
0cab16e60d3560887a76228ada18c841	-0.09359237444918773	3
0d02d5be8a8535e355c464cf172b8a94	0.16765952525612163	11
0d366006b54300db873ce101a2b5133c	0.14450571599634143	5
0d3fbe3dfaaadb3e4f62001d70420f43	0.09582311013075138	7
0d5b1b22383299ddf99615aa16e6cda6	0.16765952525612163	11
0d5bd3cdb156e3615711daa1b53fcc3d	-0.0376623683565423	5
0d72b17fc93545c8465b9fd71dffb167	0.06999608190606522	8
0dad3ab6f02e5504436e21c06f6548fb	0.07054294513076972	7
0dba38ad2db760f97cb99b13dfea4d8a	-0.041276985399364044	4
0dc11e40a2f8e2c44e6662448c52daa4	0.059430436378887216	8
0dc3e0fb954be08b3ff9ba2c2d9cd022	0.06201862049694572	8
0dfa4e295ab810270a74f25faf64e9bb	0.11631528965908866	9
0e186f839c3ca78d0343f98c579bc09a	0.2163131693356432	12
0e376c68726959309777cd950dc65fc0	-0.9862941154928626	0
0e457a198466d948a25287a1e8a2a3cd	-0.07223925981264664	5
0e62f339f67ef1c78d842dec5acf1362	-0.11800178679368546	3
0eb6576807ff54051bb6690ffe42c041	0.19739111599862466	11
0efd5e6ae0fffc29a5b78beb5097abb5	0.22936433196191974	11
0f097df018b4668b9fe635ec3a0eac66	0.024643975855557942	5
0f471a8cac4afe4e0d17075025980cf4	0.2608186667845293	11
0f859ab0c82156692bf039c8924215bc	0.07680580005653408	7
0f95243d1428abcb0d8962aad6ef88ee	0.02995092521623556	6
0f9e78d9d20807fb52debcc238e5c756	-1.7472689901862428	2
0fdd505d418e1c36bceaa75d408976db	0.04379733567568704	8
0fe3d23b1b5b8b78acb5fc2b33581f22	0.04106919380407048	5
0feea4fc358a4bbe8fe0d179852943dd	-0.07382370118635873	4
1022ab455cc245f9f16bbb53ef93c7f4	0.05788633250964555	7
10894dd531e4b1490882225aa5977368	-0.019542069199511708	3
109477e80477e7180a4ef688f983b779	0.05578765315210847	8
10b015dce15c1b7ec0ead5e278b81194	0.054821250315616424	7
116b28e5ee469e75c706a0a4b07eb5e5	0.08431441316964829	8
116fdcad2702e8bbe31ab84292eddfc4	0.05087825036667805	7
11897c87bd0759b49c14be4a43d95bac	0.03122271902727665	7
119d50515f555aedef793c1ae3a63d2d	-0.46721719795243954	3
119fc7a300c0fbd786dd1f4ef4d6476b	0.042623824306564986	7
1216146aa0929fb3b67751c8e006b4f7	0.09182302628276241	9
121c1541dba5de052ed957f455b65d2e	0.023626547743867188	6
124a106c277077416c68553ab6313547	0.0971504720689065	8
128dc21736aae86f679389b9f904a940	0.012851935681901364	5
12a849342459fb6fd64c167b71d47375	0.1339123513593832	8
12ecd6fe80e6893ead7d78b8df6018fd	-0.1829006877424101	3
12f4a57786da66f21e15379fd355af80	-0.1802264389549767	3
135c34dcf98217ead0359daf24707896	0.0624874687929511	9
13618001c21f85b980bba6b99eb478e4	0.01218078563054148	5
1364c581b8e90934717efa6020587c2c	-0.12177512899460649	4
139b9ce06c9b226e67245e46725bc3a9	0.1099865309681647	9
13bbbd5674e6adecfde451544fdb40dc	0.05788633250964555	8
13c379b7aedcc46ceb578eaa0089e1ba	0.2363227932978785	12
1404a55b6c756a7f958bd77b062f6884	0.047417558267977736	5
14100d275acde71b40f64dbd9864508d	0.05545988320582322	7
14181ce92fa29b36d910d1919e9fcc52	0.09297968045198332	4
145e5570ee23754c8d0a28a9380cb080	0.11749514408127891	9
147846c995ef1fb0a0e8dbffcc430fe6	0.1875076491992496	6
148b222d1a72a1e630b249171c2d539b	0.022333379327138678	5
14a11b3dfc3c00789a01dd5f16b6b4fe	-0.27271957125477914	3
14f3e7c8f67b4373ad8d2cb76b9414bb	-0.1462624138115859	4
150642e13d710dee2af677da88c0bb34	0.005815787409774079	7
1515b44f3d440571a4228ad964936ebe	0.13598430238748507	7
153aa8c87801d0bda5509b3157301adf	0.058260456719229234	7
1562e07fb047b8866a43851e8ba2e116	0.032214214711128994	6
156982d364865dfa17d42254b4092e10	-0.05658677068101559	5
15752de6ff995381f8ec299adaf3641b	-0.30296395705889134	3
1591bb17774a89d564aedc99a94da31e	-0.5347538582466393	1
15dcabaf513f8e06240d747391faa953	0.27826064182714366	9
15dcf0ae73c110b42501fe380864788b	-0.218296208441363	4
15f65c8d123f449bfdec756236991214	0.16386115948958094	11
1601cbb0a28b980ff8b167d909caf337	-0.014617702607477884	5
161477dd616a1c168ae746030df458cb	-0.10908927498513886	3
163875acb728effd1df256b6786196a5	-0.04291841067950773	3
16457d34bc92ddd1857eb17531fdf424	0.09182302628276241	8
168fa012b677f3857427557054f5b693	0.08592573496575252	8
16d31436c29ced8468da80376b374b6f	0.2845616423782474	11
16ec7223cfc26d42c162242f37ff0028	-0.12705302214046899	4
16f1792a47925dff86be158aac33052c	0.039893254034693515	4
1721dfc6feba91cb18659a4685ac41ff	0.13356682026485772	10
172f1819d94450e94292ee97d86926bb	0.29443369782525036	7
178d1aa0883992de301b22c4cba18599	0.050626293847126594	7
17922d971bb78fe81d5d4a9e99c869b3	-0.206213980570989	3
17a027f5085a506243cc486ab2c25f3c	0.04311768073401241	7
17d0e3946746781c565f41de1cec5248	-0.01893088265721963	5
17dfbd23f50849240917bf2a056d4140	0.17087099775252285	11
17ff906e71562979354d2a0be5023050	0.192742292012912	11
180819639ee63f2739948956ff0a12f9	0.0655810629533801	7
181d7bf97a03f5500b6ce728b0f6620e	0.17087099775252285	11
187cae747577ddc84931b64641a2d818	0.0789869673835042	8
18cad88bddfeb0de90159982b0afa4d8	0.03479314188397177	7
18fd2a4a5f0ebd8a57cdf79a57d64c34	0.024278466914107566	5
190913928a83ba021f7a05238a2e7ab0	0.040917985623087114	8
1921a29df631a1609f8e1594b7716c3e	0.0667388473419233	7
19487d288b59b46ffd2532ea80361df8	0.07485467939620398	9
194bef3f1d5a113f064848e9655c2c60	0.20336281796038494	10
197dd3dff4b13312d74e66e18d10549d	0.06346235274638483	8
199efbef007329237d4389aedf30a50c	-2.0921879407155064	260
19a277b30cc795813f85fb338838c6b7	0.06999608190606528	8
19e876ead6fecc05db7358c25ba86d56	-0.0191762594081	5
19fb6016020cec70b4c39e733a47f98b	0.05348512054813235	7
1a4cf32fdd7c7aa9f466d9d8145954eb	0.18028735449716987	11
1a546ce2aae940f192ea54b6735a6a59	-0.07537703866595757	3
1a7ef7798d546edecfebaa16a2829d18	0.06396974115727587	8
1ac51d28958ffc0f767394f46dfa631f	-0.04912785737286019	4
1aca06d069407d72036aa4a27175486f	0.08283214080532349	9
1ae2d4326cd6e6d7f073f15cb1a2facc	0.006380764679241785	6
1af7a426c9265f47052c0aa114f7ce89	0.05420390919954991	7
1b03d757553ef742cba5b4dda89d24d4	0.2164845962725587	6
1b23b35e5e3e05c38a7ff8dd1e68e6d7	0.02665672225834502	7
1b71ed3ced1a4d786ce41ada5770f45b	0.08685749717119481	8
1b9538ec1e8a1ff8a6ab350d4559821a	0.015462003213055454	3
1c2bc4609e06608d622f13b1354c30fd	0.08592573496575252	7
1c74bd9107073df04504e46e27ed5dd5	0.02708847853838403	4
1c75ff6db2be53fea3de5274e3bd48e2	-1.8391338306307448	344
1c884892003112a119727428c5b996e5	0.016156798272547873	6
1cb5ba080d101204712840cdc3573eef	0.23670506702013258	11
1ccabe6915d504aba83616f13828683a	-0.5602747714024484	0
1ced86932dec24a35df49e5b4e53ff1d	0.10998653096816478	9
1d8586801de67bdb751aa857493f1397	0.059430436378887216	8
1d93bce7d29167e61e7c1cabe53c2cea	0.2233834801251645	8
1dbce1379e1432ef89c738352d7e51f4	-0.05653847247447909	5
1df9cd51d58a15d9327defd32087e675	0.18809346802719923	11
1e2319cee1471042c77a225b3c6ee02b	0.20125403941141437	9
1e3f1a612fe3d078aea2ce8ed56c24bc	0.09389899424066536	8
1e880c000df8a6c5c04542b579e7d658	-0.19145654625251568	3
1e8e3e8c732d10a3c771a4c107bbbd1e	-0.10700478933861692	4
1ea3834ff23a6b8b2f23409bc21c7c4b	0.26073915014855636	12
1ed1ddefea0241316ac02ff8278f3da6	0.026249705467256593	6
1ee197446e632948b231c8c544db786e	-0.004999774441012975	5
1f034a8300c91190bfe05d5c65a48a4d	0.17087099775252285	12
1f136ba51f584f163d31e99df46064eb	0.18028735449716987	11
1f431ed71186fdadd27b0e4d020537ac	0.10701773679375123	7
1f43c5e4a5b1777334d248d4e137352f	0.2245351316690588	12
1f4cb1911bcc8cc0baf66eabd91b4327	-0.015935669108566558	4
1f5dfcae223bd0faa417df065e385ceb	0.2590437077529755	7
1f689d2851c7dc63fea0a3367d6cb46a	0.013147188467033527	5
1fb9c2eec54d767e768a09e5a0c87bfb	0.032970177572615264	7
1fef55f5cba7dcdc695aef16bbbbfbdf	0.21343503728395952	13
2004b511405ae0ac3fbb542a03e14d74	0.0082885909768948	6
201920379efd4ce5c351e2a0c0d67d5b	0.08769073829546227	9
201ebbd15e56fe1fbc34a4ff801a7af5	0.06111509893825255	7
202b9d1fa4c099d5dd3576f8a39238b7	-0.586504279710609	0
20316c109e4452fee9c00f83630f5458	-0.21184359475596237	3
2078cc298dd76b7c65fdb6a6a28db429	0.10998653096816478	9
20898187149c3e7f0a482709960f130b	0.0034966421910286455	6
20d6e396c15d0cd61ecfdb3bf14cefd4	0.3221833136063179	4
20d79c7f9f4c66d0b6bb04cc0a65697d	0.08431441316964829	9
20f7dbe4baba9e248d0773826d62e210	0.07147835427039	8
210c504d817ac3fd1fda28aba64791a9	-0.01697848839905375	4
211a124ad391883954d2d04b016a26b4	0.04918256159768748	6
211f40f58a76adbd131447a6e54651f0	0.03754166049727313	6
21234eea56cae4b788b49d3a4a7d4b47	0.03468701827824984	5
21264830d7ff82dc959545c217b1cacb	0.06797387279560248	8
216aa566cbc2b23909c2376015b15f62	0.11749514408127891	9
217a8997294a58b98f265d4614a68450	0.05788633250964555	7
218c3a2f496c27f43d113da8c32223cf	0.11749514408127891	9
2196cc3a4752aab6c80d8e1a1d2101f4	0.08431441316964829	8
21a8f3f5016067461239c14bf10a3ecb	-0.32426343419735354	1
21fd56e8dde57d7f5e98dfc47bc50fa5	0.03895205607070952	6
225cc3b5e505862115b6028da6b58594	0.04414675205169409	7
22684f344ea45739380e32206386cbac	0.06201862049694569	8
227979348f8acd1424d6baa928e3dce0	0.11749514408127891	9
22a17fec6529713909253ae29f33ec2c	0.08769073829546227	9
22ba75a9ea7b5bb88a619799a558ccc9	-0.4253750719440847	1
22dbb8d16b48d96fc151fffce5dacdd8	0.3141607523094855	7
22dd678c693a4421b993ac3b448268d5	0.24241239784596338	13
22e30d0bc9283920bbe1ee93c94d876d	-0.6332733097762682	1
22f5ddbb62966c8f7a65378f78d3abbd	0.05788633250964555	7
22ff6665db19b6a4b79989cf8110717f	-0.18907028808043308	3
23175d99d035283c31792bd95368acf8	-0.058288792437467006	4
2318bbe612c5b86247498f371f1ca640	0.09182302628276241	9
232b6a0bdbc9f5d8d02e8e1ad5c2eb2f	0.031399087203411016	7
23a1c4e6976f9055ba5897ad0448d55f	0.034268502872375	7
23aec9e0aa4ee2116894d80957395ab8	0.06929718694341992	7
23f33c93f71d6eff8571815ebe5c2487	0.23413396546662002	8
24027e61610a652032861399d39651ae	0.3682565230074376	12
24215eb0a113e7b98f6fdf642724b4d1	0.1663037657662657	7
2474acc5a1c9c191700dc6063c7d0ed7	-0.04121337281414578	4
25048f9eb21f1154151852c0702c7862	0.054821250315616424	7
25200e660d3e999bbf65f4f866179fa5	0.012851935681901377	6
254dbb7dc299e1dab58251f39cbf18c2	0.07672187995642869	6
2550ede7759dea2f5ec0e8f47f872600	0.04311768073401241	6
25594e94c302bd47e1d799407a054472	0.04246208949232881	7
255e7f76042ce6f51fc41d94c1134c34	0.0971504720689065	7
2599b35e713d1a323ee96347bea19626	-0.0005676811860615971	5
25f00cdbd9ad2c48bec8cef6baaddb4b	0.040688868445876214	5
2609f0733cb16f1bf0f00ab237c6d165	0.0971504720689065	9
260f67ba44c83a7510fbdca1e6c5d78d	0.052466524843667386	7
262badad260548938bca7f3053631a67	-0.039747836878398835	3
26750bc1665df1d107090407cf3c9394	-0.03158604949403633	6
267ae89a4ee7c181050ef72792ea430a	0.007201859461559809	5
26866a433f384131b96abc3189c79386	-0.55143793456445	0
269b2ae4fa152b20cb13214c6e825021	0.14875660693539408	6
26a12bfb2308783420099107599ecb12	0.2780017727289331	7
26ae6df53e76560364e018da3e604a55	0.2263990696368121	8
26c390d0c299152926aa9767ff24eeed	0.07308967606649423	9
26cb1c7d7ee3524fdb930233194e6f83	0.14774196395555295	9
26ce06478fb405f582046123aed50adc	0.06111509893825255	9
27223963fc1a2604d33905610eaa7569	0.1447717692422027	10
2757bc17d894a1e6f82e596fb1a4e3a7	-0.013222048688920233	4
276da6a3391f802cf5f64c599b32b271	0.08592573496575252	9
27ab4965ae6717aaf502849935ec4fdc	0.06734606628308983	9
27debcb8ea6d59ca4c6dc9650e6ec241	0.07680580005653408	9
27f2f1497081c09aa89dde6d445c7bef	-0.7992940907885524	0
27f4b68b92855e2d72c8e29021fbb9c8	0.17365290176553375	11
2824f4e2c37d40c781fa04c53202f742	-0.5624649688108259	0
282cb80367d2b1845209d4c0773a68b4	-0.553805754010381	0
284ab0060f1e7254212a199ae7fc721f	0.08592573496575252	8
28848b6b9e50a2c9868d409f51813feb	-0.006683357675387844	4
28a2621c352a9d491274566226f36905	0.10867036562262825	8
28bb61dea4251c41e9aa503b3b22a72b	0.23920092534956217	11
28cc7eb88cfd8a1254cb4cd45907ccf7	0.08057097492493184	9
2929fff94c97c951ae8a972be971e336	0.18210009151778714	11
292a450d4905c7b01ec9ea2dc9c4568e	0.0971504720689065	9
2953b6b34d6eec95798f65a673829158	0.04561433300825228	7
2971c0ce553cefab47777a3a4ddfe20a	0.05716002300680699	8
297c6665b72d6b3732210d9c07a80d11	-0.013126813829715131	5
298fc2d1833ef3c618d5f6ed27667bee	-0.9435852657236832	0
29a59c929545eac9aff6475c575e8a8d	0.04214279678057871	6
29b5ca9f11f3522f331b5fba5d44dc17	-0.010014294252699216	5
29bbae78614bdbb85cfd5b5cae87f915	0.08769073829546227	9
29c97cde65d80337e2c7822bf61be1dd	0.09182302628276241	9
2a2a2c30f3bd4baf10e6af86b67ad2ce	0.2260555975148931	11
2a3076ee1b5a33b5ed75f1d2fafe136b	-0.023225234749673127	4
2a539d0d6f6b66c46e8e5d4708d5cf89	-0.5225472875462447	2
2a594fd0cdc4aa89a55d62afcd627911	0.07222819943208872	8
2a6214daa350e72ed13cda9059725e25	-0.4360683815356008	1
2a78d1d0a547b1bdae8335e8454d3d2c	0.07680580005653413	8
2a7d510054155b6da1da5b904c5b994b	0.05117359768955637	5
2a843d464e6630123f8c8e856024701a	0.059430436378887216	8
2a8d5ed2b45d923f0f525b6b11455f99	0.14212859622172472	9
2a913e3d42513d85c1ff421571ed7ce9	-0.1930057960558918	3
2ac4fff8452952bd5cc0efcf2ec1deff	-0.03428817045128299	4
2ae517d3080dc3e3e9db940fd7bf6905	0.18028735449716987	11
2b07a240f5c0e2143e1260a01529427c	0.10998653096816478	9
2b0e8ebd3b0364898b895c6e4704b536	0.18210009151778714	11
2b40f6a092591c337abc7e7e2243de45	0.05903217331923978	7
2b687d31c1c16ebf9e7df4a5763792cb	0.3257706882388428	10
2b6f68991cc95a7690c9b990e56bee4c	-0.12693382296546657	3
2b7d71fe5f9da1e0da149b2de8a18a69	-0.009631666621885193	4
2b8ab1b8f6bf7fae6827790aef31dbec	0.2234673993830804	10
2babfa6952ffd66780c47715ff87df11	0.05420390919954991	7
2bb6c86ef0f2f754a2543264da25d705	0.2378213552263867	9
2bbe0c63dc95211a2c18085a1bb0046b	0.17365290176553375	11
2c0fcd09a99ee39e8abd45f061bff8d4	0.1447717692422027	10
2c4bdf5f7129fcdf4fc2fb889b69e880	0.039769182087541696	7
2c4c0b36dbc97f7042d3e32597aafb61	-0.038427093796639375	5
2c7df571c1ec15644a3833934cfe260b	0.12262158376730879	6
2c91e4be77c503cfe5e6c3686643a72d	0.24922933349613874	11
2caa6c90447a6c66ce06aa98cda4f324	-0.03550803927435085	4
2cdf7e9bd1bc5e211f703d3c58af5833	0.05513781389634416	7
2ce8fdad9088031a424bfd8c83e61b2b	0.03829762335875937	8
2d002e7fa30c17a38a69805c0a2ad7eb	-0.07231342193017902	4
2d185d0beb11595ab7b90f834fb9eb9f	0.10465908518202065	9
2d637c2557ee5db74eca7ea054916964	0.033558116430292675	6
2d654731fec93b90c60513400596ad2a	0.07786428920171833	8
2d665c2b1656828cf74ac47f05e7442e	0.05903217331923978	8
2d9cbcbd3edbccfb6026976a8eeaf12f	-0.8201281196829245	0
2db0b29b1e68229030fd1a0eea3c85ef	0.060253617167236	7
2ddc48d998d8710c848380bb721d7418	0.05751961718934594	9
2e15cb088422d33683295ea6a5d523ad	0.18093331069771632	7
2e9b6f13a7d7da584aadc93b6d73d604	-0.09929525220371825	3
2f23f2e8bc01e1307a48c4ece6ab44b2	0.056807278655497825	8
2f3149dc5673dae83efe1ef2f9f1a94c	0.11334283037880052	5
2f4d94c9a7ce86045f28660e38596dc4	0.18254805759117448	8
2f79bbeadf68961f0e91c07107b9219c	-0.04171064878153799	5
2f8f04f4754291273255a9ae0ee8bc4e	0.040917985623087114	8
2f99dc79cd5f9fe693b84e3856672b5f	0.03306688023893288	5
2f9e92c60bb0001072243440c56ed1fd	-0.005098804187801759	6
2fb4c12d83a6bf638dd1b42898995af6	-0.08867935845796934	4
2ff12686d35fd5d186874645bdfa8daa	-0.028352164119164358	3
2ff8cfd7e4206fcc8c2a885f56f5a2b8	0.08431441316964829	9
30741c055202bb794d3a1e6cebad074d	0.08964185895579234	9
307bb2f5a555cf661f63a80f090b3080	0.1592224686198093	7
3080ffef6f550c0912863e8c9a957965	-0.5064437049557365	1
30aa2f9bd4347cb4b3f4011b76d0b79c	-0.02499907155616469	5
30e6698c2a3f6f3d41d02bb005be861a	0.0942958298498832	8
30fbe119f45e1d58b89ad54cece86e75	0.05451000738383159	7
30ffd8164a71571b333b9cf08f257b74	0.18403612856106444	7
311533fc6476e1488ce3119d6ff4bb2c	0.10465908518202065	9
31ab15a2c50cda9a4f2e1885c41a1f24	0.07308967606649423	7
31aea640aaf027b9246f74274d8a4ffa	0.0667388473419233	7
31bc432990f13d25b0521de92a20b19b	0.05983745316997567	8
31d780a3403eb7a736542c0dcfc4f751	-0.060445242310339306	5
31dddf631de4f39480eae2471c839927	0.030618331447405847	7
31de5e0d48cb534f50a930df64459f26	0.05545988320582325	9
3216db589db45522b496d82995c42c95	-0.16771945091759588	2
3230f31990dacad414713f1cdd317ad3	0.232213476485157	11
329301b3e332457e32bb6c6b8117512d	0.11056290607676608	4
32bc0b086543df1ca9c4dde44ff5289d	-0.5197762563408493	1
32c58148d6fbf730ee27653f4e9699ad	0.029819700159658756	4
32eb9b2410a4907fd57135cc61a33d06	-0.06299527820994263	4
32ef59c2e8ccfebcf636ddf25f3ed390	0.07580455521819561	7
33651fe2ea434f81d16cf092202d31bd	0.23415634093279417	11
3381f37096e8c7a699236bb2bcb7d15c	-0.04101385783735981	4
33974cf427a7bf260ffec864b93d5bd2	0.04379733567568704	7
339e821ac92a02e9d61391af61f29483	0.0005106128452180697	4
33a4e64910dcce78a00a24631cfebe4a	-1.530025577502791	11
33a666c0b81cb4067c1d2e7335b4b1d6	-0.14198690840312927	4
33aa310d9938ae25e7dcfc754ab48f0f	0.03489987715650421	7
33d3c748799b9aa842cfed0224ac3855	0.08145977095062494	9
33d4fbd67b51821392ca5692f902dff0	0.06734606628308983	8
33dedc5533084249a81ed3c671cdb8fc	0.049890361835098554	7
33eada0616850c1125d793dab1900cd4	-0.3645194694847074	3
342a7d32215e3d1b166844da5af6807a	-0.3957701849613102	0
346b19ffb534cdaa99f6d29723f5f946	0.2096366715174188	11
348ef81ee5a086f7e2b381ca90dfe6ad	0.02665672225834502	7
349a68f08bb9cc4e73f346d708629051	0.08431441316964829	9
34a9bdf3229666383e87c6dd49849520	0.034268502872375	7
34d928a64f2b88e71e91d34a4432b9e5	-0.09864692080680679	3
34ef7a0dea9e4e632ef16b58e4115a51	0.0655810629533801	7
34f10bea800b46221dc0983b291ab512	0.040403056117138667	3
351d433fd6ccaf91acdde776cceee610	-0.23029337299164546	3
352f09d4bea22f5dcfdaca7a7b02f844	0.09182302628276236	8
354798f2f7c5e7da1bcb3ea74c1aafc9	0.04414675205169412	8
354aa5801ef0dc6e2537670cad1d90d0	-0.05872271010213074	6
357b23c6c172426066d261516eba72db	0.22936433196191972	13
35abb6fe9260f43facd8f665942e7102	0.20611424797483688	12
35ae824b0b1cfac191f8f988eff4d94f	0.1099865309681647	9
35c4e102ee4b4cf3c3385801288c4e30	0.15550715822837172	9
35cf9b030a782fb67698a42f8010c93f	-0.09305146483862613	3
35fcaf48ecf6f99a682373443c7a5bef	-0.14420502273322217	3
3605977349811af87b428c96015acf3a	0.23157729473807198	11
36300daa60e9719ca13fd3424d50f0d8	-0.028980283637679058	4
363281571bf6b78fca186bcf38663e67	-1.586623988015848	3
364af1d52463885687622a274ddc8461	0.2860319760742081	10
3661d8175d95364752008d05b671e0e3	0.006744173978920448	5
3661f0f3414a0841ddf0ff839a48b94f	0.11454233254448092	6
