	EG0024	EG0031	EG0039	EG0055	EG0057	EG0070	EG0088	EG0101	EG0118	EG0136	EG0141	EG0175	EG0194	EG0196	EG0236	EG0256	EG0280	EG0282	EG0294	EG0303	EG0313	EG0341	EG0364	EG0365	EG0381	EG0401	EG0415	EG0447	EG0497	EG0520	EG0546	EG0605	EG0647	EG0660	EG0732	EG0744	EG0767	EG0778	EG0800	EG0831	EG0850	EG0883	EG0892	EG0927	EG0946	EG0967	EG1035	EG1041	EG1051	EG1069	EG1080	EG1178	EG1359	EG1394	EG1416	EG1431	EG1490	EG1507	EG1524	EG1572	EG1599	EG1637	EG1673	EG1724	EG1823	EG1825	EG1830	EG1872	EG1878	EG1892	EG1904	EG1905	EG1915	EG1939	EG1940	EG1976	EG1990	EG2018	EG2149	EG2186	EG2214	EG2279	EG2335	EG2391	EG2392	EG2419	EG2435	EG2490	EG2559	EG2580	EG2591	EG2608	EG2638	EG2659
EG1080	0.95175	0.9961	0.957825	0.984525	0.998125	0.99145	0.998375	0.581525	0.999125	0.955825	0.96715	0.9047	0.926725	0.83095	0.926575	0.999675	0.5605	0.94865	0.652875	0.964275	0.9478	0.99755	0.984	0.660075	0.660025	0.984175	0.981025	0.6627	0.9633	0.9986	0.999425	0.908175	0.96765	0.933925	0.9749	0.97835	0.9538	0.9918	0.98915	0.917775	0.9993	0.9804	0.9651	0.9956	0.9996	0.98375	0.998875	0.9869	0.59205	0.917175	0.0	0.988775	0.862525	0.921575	0.99945	0.952425	0.99055	0.9403	0.997025	0.99975	0.9636	0.9062	0.9985	0.92305	0.98825	0.97365	0.9698	0.965875	0.9966	0.979075	0.9425	0.9935	0.988425	0.99815	0.975675	0.896125	0.9991	0.98865	0.6587	0.9581	0.937175	0.90235	0.9513	0.6626	0.95765	0.94025	0.88055	0.9504	0.89915	0.70955	0.974225	0.944725	0.99585	0.907525
EG1178	0.962225	0.99085	0.9493	0.9852	0.969425	0.99025	0.971475	0.967875	0.999175	0.885075	0.921175	0.91	0.585075	0.990225	0.90585	0.990625	0.905375	0.9863	0.933575	0.98535	0.9467	0.9977	0.977525	0.999275	0.9303	0.865025	0.9372	0.99795	0.801475	0.986775	0.9969	0.8374	0.93445	0.965675	0.920175	0.979525	0.593125	0.8164	0.98125	0.924925	0.97425	0.975175	0.9866	0.889975	0.94225	0.9881	0.9912	0.9586	0.986425	0.94955	0.988775	0.0	0.797425	0.99715	0.9984	0.848775	0.97705	0.9115	0.996425	0.966475	0.986925	0.991125	0.983225	0.787675	0.984925	0.95695	0.98	0.7754	0.989125	0.9919	0.932525	0.934925	0.554425	0.969725	0.92185	0.9523	0.9985	0.9297	0.990075	0.908875	0.935325	0.8994	0.917025	0.991325	0.923625	0.5722	0.9703	0.925625	0.999125	0.944275	0.912375	0.9852	0.993375	0.99825
EG1359	0.956075	0.997875	0.895075	0.975775	0.982425	0.9704	0.99655	0.79705	0.999325	0.860075	0.975425	0.8367	0.803175	0.996	0.880475	0.990625	0.796125	0.953225	0.974625	0.969	0.9173	0.997825	0.9759	0.9993	0.993125	0.83185	0.716625	0.998625	0.783975	0.99455	0.99655	0.814275	0.961225	0.970225	0.960375	0.945	0.82135	0.8745	0.92785	0.668	0.9307	0.95485	0.981525	0.7096	0.953175	0.9641	0.994675	0.981975	0.9212	0.940125	0.862525	0.797425	0.0	0.985325	0.999425	0.515925	0.990725	0.86405	0.996525	0.966925	0.975125	0.8092	0.994925	0.775	0.94295	0.96905	0.970775	0.8402	0.971125	0.977375	0.8959	0.9818	0.85165	0.984075	0.976375	0.8903	0.998075	0.946525	0.991325	0.872675	0.842325	0.598975	0.90905	0.990425	0.941275	0.769425	0.9492	0.94275	0.775975	0.794175	0.883925	0.950825	0.9851	0.915625
EG1394	0.988825	0.99605	0.9679	0.99715	0.99815	0.98955	0.9983	0.99565	0.99995	0.992325	0.99225	0.99925	0.996925	0.996025	0.9797	0.9997	0.9397	0.9162	0.9945	0.9962	0.995775	0.999175	0.9988	0.9975	0.997325	0.96305	0.975375	0.99745	0.960875	0.998425	0.9985	0.9691	0.99555	0.90415	0.99765	0.973175	0.94405	0.999	0.977575	0.9705	0.99915	0.9833	0.948025	0.99925	0.997925	0.9743	0.997925	0.996975	0.881825	0.803975	0.921575	0.99715	0.985325	0.0	0.9995	0.98995	0.981475	0.965825	0.996575	0.99845	0.945425	0.970025	0.99845	0.9427	0.9777	0.786625	0.997475	0.973425	0.997025	0.89505	0.9686	0.93655	0.99535	0.998425	0.97945	0.9345	0.9987	0.997525	0.99745	0.984525	0.956425	0.9952	0.958775	0.9962	0.9951	0.976225	0.959375	0.9095	0.985025	0.96175	0.95805	0.986625	0.999225	0.965575
EG1416	0.9987	0.99795	0.996625	0.9913	0.954425	0.997975	0.6691	0.997375	0.502775	0.993575	0.99805	0.410925	0.9964	0.998425	0.9993	0.99915	0.999225	0.9981	0.99875	0.997925	0.9954	0.99885	0.9982	0.99945	0.971125	0.995725	0.99905	0.998325	0.99905	0.61255	0.798925	0.9977	0.998175	0.99925	0.998	0.9985	0.999275	0.9992	0.997125	0.999175	0.5015	0.8888	0.9974	0.9998	0.9984	0.9181	0.986975	0.996975	0.995625	0.999575	0.99945	0.9984	0.999425	0.9995	0.0	0.999175	0.998725	0.998	0.999275	0.9985	0.99855	0.998825	0.87515	0.999	0.998625	0.9653	0.999575	0.998775	0.998725	0.9992	0.9963	0.99955	0.999	0.9922	0.998775	0.9988	0.997925	0.87205	0.998975	0.982725	0.998425	0.9994	0.998525	0.9994	0.7295	0.9987	0.998275	0.999325	0.9996	0.999575	0.999125	0.869525	0.9993	0.999525
EG1431	0.97495	0.99565	0.9125	0.9892	0.9932	0.9629	0.99635	0.984925	0.99935	0.87775	0.95615	0.98255	0.841975	0.9951	0.886375	0.995925	0.971925	0.975275	0.980125	0.985675	0.986575	0.99775	0.973125	0.998225	0.99475	0.865825	0.728975	0.9982	0.831425	0.995175	0.9961	0.813775	0.948875	0.9727	0.96015	0.940425	0.87165	0.899125	0.910125	0.695675	0.9426	0.95025	0.983025	0.541275	0.991475	0.981075	0.9945	0.982175	0.9831	0.937775	0.952425	0.848775	0.515925	0.98995	0.999175	0.0	0.98625	0.911525	0.994925	0.995	0.98475	0.99195	0.992525	0.869525	0.98775	0.987125	0.97185	0.838025	0.994775	0.980675	0.914725	0.988325	0.876825	0.99455	0.95815	0.898475	0.9979	0.966025	0.98525	0.8182	0.8854	0.776125	0.9683	0.9928	0.97405	0.8478	0.9844	0.93885	0.9923	0.9667	0.913825	0.973275	0.987175	0.99045
EG1490	0.9881	0.9983	0.992625	0.997775	0.99755	0.99565	0.9892	0.98875	0.9987	0.951725	0.97935	0.99845	0.991875	0.991025	0.99545	0.9995	0.975925	0.964075	0.979375	0.9975	0.9852	0.9988	0.997375	0.9994	0.9986	0.993225	0.989575	0.998425	0.9549	0.989625	0.998825	0.9709	0.8984	0.94985	0.704875	0.989675	0.99315	0.719225	0.981275	0.988875	0.99785	0.981075	0.993675	0.989525	0.97585	0.9935	0.9861	0.984925	0.99165	0.96815	0.99055	0.97705	0.990725	0.981475	0.998725	0.98625	0.0	0.979225	0.996475	0.989775	0.979575	0.998525	0.996175	0.9859	0.992725	0.977175	0.98655	0.945325	0.996125	0.98555	0.9898	0.976875	0.984325	0.99775	0.87385	0.9129	0.997525	0.964975	0.99905	0.99255	0.966325	0.9941	0.96175	0.9915	0.99315	0.985225	0.98595	0.69725	0.998775	0.99615	0.96805	0.9855	0.998175	0.997625
EG1507	0.873125	0.9945	0.80415	0.990125	0.957775	0.878325	0.994025	0.926075	0.996825	0.73395	0.90385	0.99155	0.85045	0.989175	0.872125	0.994825	0.968725	0.8513	0.97485	0.7895	0.9889	0.995325	0.9314	0.996825	0.984825	0.877525	0.868875	0.996825	0.791425	0.991725	0.99665	0.7699	0.972275	0.9536	0.97285	0.78535	0.840175	0.9215	0.901225	0.8686	0.96805	0.88255	0.920275	0.897475	0.8423	0.984	0.99325	0.92785	0.974725	0.889525	0.9403	0.9115	0.86405	0.965825	0.998	0.911525	0.979225	0.0	0.994525	0.9089	0.935825	0.956175	0.921375	0.904325	0.870275	0.961125	0.9646	0.845575	0.90965	0.959725	0.721225	0.969625	0.9242	0.891875	0.984525	0.806725	0.996025	0.9213	0.978375	0.844975	0.75015	0.760775	0.86985	0.9836	0.8845	0.722575	0.86355	0.85965	0.9381	0.964325	0.9176	0.8833	0.9923	0.982775
EG1524	0.997975	0.99375	0.992175	0.331925	0.999	0.9982	0.9967	0.99605	0.99935	0.9937	0.994125	0.999225	0.9975	0.99255	0.999175	0.331025	0.994375	0.996925	0.994675	0.9698	0.99555	0.9926	0.963675	0.9995	0.99915	0.99415	0.99645	0.998975	0.976225	0.9929	0.996425	0.99575	0.99515	0.980675	0.996275	0.9958	0.99775	0.999325	0.99845	0.998425	0.99915	0.9957	0.920975	0.999	0.997	0.996225	0.996825	0.97785	0.99315	0.998975	0.997025	0.996425	0.996525	0.996575	0.999275	0.994925	0.996475	0.994525	0.0	0.99555	0.997225	0.9968	0.998125	0.995775	0.994575	0.9968	0.99865	0.9961	0.99945	0.9962	0.99585	0.9969	0.99305	0.999375	0.996175	0.996075	0.331275	0.995875	0.98515	0.998125	0.998225	0.99625	0.996225	0.99665	0.995675	0.99805	0.9874	0.9963	0.994675	0.9976	0.9958	0.99645	0.99885	0.9967
EG1572	0.9944	0.69115	0.953125	0.9926	0.958875	0.998125	0.9828	0.947925	0.9979	0.979125	0.952675	0.999475	0.97945	0.833775	0.93115	0.99555	0.984275	0.9941	0.97935	0.9729	0.975975	0.999325	0.95745	0.999825	0.994275	0.99405	0.949325	0.998025	0.9773	0.831925	0.9975	0.976525	0.99255	0.99825	0.979725	0.99675	0.957325	0.9988	0.9996	0.997	0.968575	0.990375	0.973175	0.9981	0.899725	0.900975	0.991875	0.98085	0.993275	0.999925	0.99975	0.966475	0.966925	0.99845	0.9985	0.995	0.989775	0.9089	0.99555	0.0	0.9931	0.95775	0.9637	0.98065	0.94175	0.98135	0.999225	0.9794	0.9295	0.989525	0.954875	0.9786	0.977275	0.95535	0.940975	0.954275	0.996575	0.941725	0.997	0.998825	0.966475	0.993925	0.978375	0.9926	0.990425	0.993325	0.90625	0.9804	0.9573	0.995525	0.971375	0.990525	0.99275	0.999025
EG1599	0.98395	0.997625	0.9416	0.995775	0.998475	0.898075	0.9975	0.99455	0.998775	0.979325	0.9862	0.998225	0.991425	0.9969	0.979175	0.998825	0.98195	0.9751	0.989925	0.9879	0.9938	0.99715	0.99765	0.998925	0.9984	0.93525	0.939275	0.998725	0.945475	0.997575	0.9982	0.921075	0.98755	0.9699	0.9925	0.9536	0.95555	0.992475	0.985775	0.9746	0.99865	0.896925	0.944375	0.9885	0.9958	0.96775	0.99775	0.9805	0.985525	0.972325	0.9636	0.986925	0.975125	0.945425	0.99855	0.98475	0.979575	0.935825	0.997225	0.9931	0.0	0.998975	0.984625	0.936025	0.967075	0.96955	0.993025	0.960525	0.995675	0.97565	0.9117	0.979875	0.99075	0.990275	0.988725	0.944425	0.997825	0.993225	0.989325	0.945375	0.945425	0.9929	0.969425	0.991125	0.993875	0.96925	0.945725	0.969775	0.999025	0.98865	0.943225	0.97995	0.998225	0.998
EG1637	0.99875	0.99625	0.977225	0.986625	0.961525	0.999	0.9991	0.8431	0.9996	0.967575	0.9436	0.84395	0.984925	0.9987	0.999675	0.999725	0.72285	0.99845	0.99875	0.979075	0.95005	0.999425	0.95645	0.999725	0.99965	0.99405	0.998925	0.998375	0.998875	0.999175	0.9993	0.995225	0.998975	0.996825	0.990475	0.995175	0.998975	0.99935	0.9978	0.934625	0.970275	0.98995	0.98755	0.99925	0.957325	0.986625	0.999125	0.9985	0.9241	0.995925	0.9062	0.991125	0.8092	0.970025	0.998825	0.99195	0.998525	0.956175	0.9968	0.95775	0.998975	0.0	0.969325	0.9399	0.9899	0.99745	0.999225	0.99865	0.969775	0.9768	0.998075	0.999225	0.99735	0.9576	0.99915	0.9985	0.998825	0.99915	0.999475	0.98885	0.957925	0.710825	0.995675	0.999175	0.99875	0.9808	0.955675	0.998825	0.70985	0.70995	0.995825	0.99905	0.997525	0.88805
EG1673	0.996325	0.978725	0.9927	0.988	0.841575	0.99635	0.8965	0.993225	0.896675	0.9943	0.966975	0.87485	0.9924	0.997125	0.995525	0.997075	0.9955	0.99365	0.994675	0.98765	0.988125	0.998325	0.9693	0.99925	0.996825	0.995625	0.9952	0.997775	0.9939	0.873725	0.997375	0.991	0.987275	0.9975	0.993625	0.9968	0.99615	0.9984	0.998325	0.9969	0.832625	0.995675	0.84455	0.997825	0.964975	0.9103	0.9842	0.994925	0.991925	0.99865	0.9985	0.983225	0.994925	0.99845	0.87515	0.992525	0.996175	0.921375	0.998125	0.9637	0.984625	0.969325	0.0	0.989775	0.7981	0.993475	0.99825	0.9916	0.96985	0.995675	0.995125	0.990275	0.993225	0.417525	0.994675	0.9941	0.997175	0.894425	0.996625	0.998075	0.995325	0.99545	0.99405	0.9908	0.894575	0.996075	0.966275	0.99455	0.99895	0.995875	0.994625	0.995075	0.996025	0.9982
EG1724	0.981375	0.99665	0.90225	0.97165	0.980625	0.95125	0.959775	0.89575	0.998725	0.85695	0.934975	0.916175	0.78925	0.9575	0.9135	0.990525	0.91655	0.93765	0.932	0.93915	0.895375	0.995175	0.960725	0.995	0.98125	0.834225	0.795275	0.997275	0.6925	0.987675	0.995875	0.7298	0.9728	0.898775	0.9107	0.881775	0.775125	0.882275	0.980525	0.8513	0.981175	0.938525	0.85265	0.88665	0.96305	0.9325	0.99045	0.925875	0.8646	0.961475	0.92305	0.787675	0.775	0.9427	0.999	0.869525	0.9859	0.904325	0.995775	0.98065	0.936025	0.9399	0.989775	0.0	0.854	0.910925	0.99215	0.75955	0.997175	0.971425	0.78545	0.936275	0.79455	0.9799	0.929425	0.84895	0.997775	0.9629	0.95475	0.871725	0.858	0.850125	0.9413	0.986225	0.9739	0.7739	0.941175	0.899275	0.94125	0.916325	0.861725	0.8863	0.992375	0.909225
EG1823	0.99085	0.990775	0.92675	0.9885	0.989675	0.9926	0.995425	0.93215	0.9978	0.980275	0.971475	0.996	0.986725	0.9825	0.985475	0.9969	0.984075	0.96005	0.9853	0.954475	0.97945	0.99575	0.991125	0.993	0.988125	0.950125	0.79995	0.99235	0.92425	0.990175	0.99685	0.916875	0.978875	0.83665	0.989275	0.957	0.9182	0.998525	0.9972	0.983575	0.991725	0.9829	0.76505	0.999075	0.937475	0.979	0.9948	0.981575	0.956125	0.99395	0.98825	0.984925	0.94295	0.9777	0.998625	0.98775	0.992725	0.870275	0.994575	0.94175	0.967075	0.9899	0.7981	0.854	0.0	0.954825	0.997725	0.95295	0.91565	0.980175	0.91865	0.993825	0.9772	0.800925	0.981075	0.866775	0.996975	0.9382	0.98105	0.9912	0.9497	0.99045	0.972625	0.974825	0.990475	0.968725	0.8989	0.98315	0.944425	0.977775	0.959275	0.9141	0.993275	0.993375
EG1825	0.978575	0.9954	0.98895	0.9843	0.976725	0.991925	0.984125	0.974725	0.9992	0.97055	0.976075	0.99705	0.9874	0.9896	0.988075	0.990725	0.918325	0.935125	0.9385	0.9814	0.961325	0.996625	0.997325	0.9985	0.960875	0.987275	0.945225	0.997175	0.9731	0.9897	0.96845	0.935275	0.97305	0.8837	0.95395	0.965675	0.958375	0.980425	0.98555	0.9911	0.979925	0.955575	0.94155	0.99835	0.952275	0.985975	0.9912	0.96915	0.861925	0.956675	0.97365	0.95695	0.96905	0.786625	0.9653	0.987125	0.977175	0.961125	0.9968	0.98135	0.96955	0.99745	0.993475	0.910925	0.954825	0.0	0.891075	0.91775	0.995125	0.823475	0.9741	0.90365	0.90655	0.97815	0.952025	0.940325	0.9987	0.96705	0.9834	0.9672	0.985	0.988525	0.9274	0.99005	0.9665	0.96695	0.90445	0.87105	0.9994	0.969575	0.926825	0.93675	0.995175	0.99815
EG1830	0.629175	0.99895	0.99055	0.99785	0.997575	0.9903	0.99935	0.9981	0.99915	0.9784	0.983125	0.998725	0.959575	0.998725	0.9668	0.99895	0.988025	0.97475	0.98415	0.99185	0.99785	0.997975	0.9901	0.9993	0.991525	0.97915	0.9832	0.999825	0.967575	0.997875	0.998775	0.975575	0.997	0.971425	0.9776	0.9845	0.9662	0.9782	0.976075	0.984825	0.9976	0.980925	0.9972	0.994175	0.99945	0.99685	0.999475	0.995375	0.996825	0.963625	0.9698	0.98	0.970775	0.997475	0.999575	0.97185	0.98655	0.9646	0.99865	0.999225	0.993025	0.999225	0.99825	0.99215	0.997725	0.891075	0.0	0.9719	0.996225	0.9957	0.96135	0.9977	0.9947	0.998375	0.98645	0.9598	0.99915	0.98715	0.996775	0.9748	0.981475	0.9867	0.963525	0.99945	0.9659	0.97075	0.970575	0.954525	0.99915	0.99405	0.98315	0.97165	0.99765	0.999175
EG1872	0.946775	0.9919	0.92775	0.9897	0.993075	0.93215	0.9834	0.98115	0.996525	0.845025	0.878875	0.9964	0.796725	0.95765	0.8766	0.995025	0.9228	0.94215	0.9538	0.93585	0.979275	0.9928	0.9466	0.995125	0.962275	0.886025	0.883525	0.99755	0.753125	0.987975	0.996775	0.8286	0.964425	0.974275	0.927375	0.898325	0.71775	0.824875	0.9556	0.901575	0.9946	0.9214	0.9291	0.88085	0.972175	0.98595	0.990125	0.96335	0.963175	0.917925	0.965875	0.7754	0.8402	0.973425	0.998775	0.838025	0.945325	0.845575	0.9961	0.9794	0.960525	0.99865	0.9916	0.75955	0.95295	0.91775	0.9719	0.0	0.99515	0.946925	0.8846	0.95065	0.813525	0.990825	0.8587	0.867725	0.997475	0.93945	0.9834	0.8437	0.87825	0.890475	0.924925	0.98715	0.96595	0.804675	0.95045	0.864025	0.999125	0.9722	0.8893	0.93285	0.976075	0.965475
EG1878	0.99965	0.997925	0.883775	0.998125	0.968825	0.999	0.999125	0.737175	0.999325	0.9898	0.9682	0.99925	0.995475	0.99755	0.9985	0.9997	0.998225	0.9937	0.9948	0.9744	0.997625	0.999175	0.969075	0.998375	0.9983	0.99705	0.72605	0.9975	0.995025	0.9995	0.99945	0.9913	0.9983	0.9971	0.996225	0.9928	0.997675	0.996325	0.996225	0.999525	0.971025	0.993075	0.988725	0.99975	0.655375	0.99935	0.998975	0.998875	0.9975	0.995225	0.9966	0.989125	0.971125	0.997025	0.998725	0.994775	0.996125	0.90965	0.99945	0.9295	0.995675	0.969775	0.96985	0.997175	0.91565	0.995125	0.996225	0.99515	0.0	0.988825	0.68245	0.999475	0.999525	0.96965	0.994425	0.83635	0.999475	0.697175	0.998025	0.998175	0.96235	0.9994	0.998525	0.998475	0.997675	0.994975	0.923025	0.996225	0.9062	0.9974	0.996825	0.99805	0.9975	0.998825
EG1892	0.984975	0.995225	0.91735	0.99445	0.997025	0.98695	0.9981	0.9839	0.99895	0.970675	0.977675	0.994275	0.98415	0.988675	0.990375	0.99905	0.930175	0.96465	0.975275	0.96555	0.993875	0.995775	0.9843	0.996275	0.996175	0.980275	0.954725	0.996875	0.9789	0.99925	0.99925	0.982775	0.8304	0.9731	0.983925	0.9661	0.992025	0.993025	0.987825	0.985275	0.997025	0.9772	0.977525	0.9962	0.9718	0.98675	0.999075	0.99585	0.982525	0.95515	0.979075	0.9919	0.977375	0.89505	0.9992	0.980675	0.98555	0.959725	0.9962	0.989525	0.97565	0.9768	0.995675	0.971425	0.980175	0.823475	0.9957	0.946925	0.988825	0.0	0.96	0.9367	0.941275	0.99685	0.996325	0.96425	0.9982	0.98855	0.995575	0.97625	0.955825	0.9832	0.9521	0.996225	0.983225	0.959125	0.959425	0.918575	0.98525	0.9872	0.935475	0.979075	0.995225	0.9679
EG1904	0.9525	0.9956	0.69155	0.99015	0.9955	0.8474	0.993375	0.7126	0.997625	0.784825	0.928975	0.9917	0.935275	0.965975	0.933425	0.997675	0.9545	0.96095	0.965825	0.790975	0.988625	0.990875	0.957625	0.984625	0.967675	0.86245	0.65765	0.987025	0.830425	0.992775	0.984225	0.748575	0.9529	0.9603	0.963825	0.7607	0.917475	0.963825	0.89485	0.9568	0.99195	0.85545	0.878275	0.9693	0.6254	0.964325	0.99405	0.9768	0.971025	0.954025	0.9425	0.932525	0.8959	0.9686	0.9963	0.914725	0.9898	0.721225	0.99585	0.954875	0.9117	0.998075	0.995125	0.78545	0.91865	0.9741	0.96135	0.8846	0.68245	0.96	0.0	0.98725	0.962075	0.9964	0.9598	0.68935	0.996625	0.6756	0.9739	0.8653	0.770175	0.8166	0.952725	0.9838	0.9542	0.82465	0.910975	0.942975	0.9051	0.961625	0.880775	0.936475	0.99305	0.979575
EG1905	0.9823	0.99855	0.992975	0.9883	0.985825	0.989925	0.9404	0.9768	0.997675	0.971325	0.99135	0.984475	0.99245	0.991475	0.992575	0.99085	0.930525	0.9815	0.91235	0.998425	0.930375	0.99025	0.999875	0.999675	0.994	0.99385	0.9848	0.999575	0.949275	0.9872	0.99705	0.944025	0.982475	0.978625	0.944675	0.990225	0.99235	0.98325	0.996375	0.993675	0.986	0.993425	0.995825	0.99775	0.965775	0.9886	0.991725	0.94385	0.987775	0.961575	0.9935	0.934925	0.9818	0.93655	0.99955	0.988325	0.976875	0.969625	0.9969	0.9786	0.979875	0.999225	0.990275	0.936275	0.993825	0.90365	0.9977	0.95065	0.999475	0.9367	0.98725	0.0	0.9499	0.97675	0.933175	0.97875	0.998675	0.97125	0.99225	0.9938	0.989725	0.991325	0.94595	0.991125	0.977725	0.973875	0.995825	0.897675	0.9991	0.994325	0.919325	0.9825	0.99615	0.999025
EG1915	0.98895	0.996375	0.97825	0.98335	0.9092	0.9916	0.976275	0.975075	0.999725	0.9085	0.95955	0.993125	0.36445	0.988175	0.908425	0.98695	0.9549	0.956975	0.857975	0.9943	0.936325	0.997425	0.995725	0.999375	0.994225	0.916975	0.947675	0.9989	0.79915	0.98565	0.9971	0.89025	0.9631	0.989025	0.8964	0.981075	0.6165	0.882375	0.988725	0.918675	0.97745	0.9843	0.990425	0.887075	0.93425	0.961675	0.99145	0.96695	0.986025	0.9593	0.988425	0.554425	0.85165	0.99535	0.999	0.876825	0.984325	0.9242	0.99305	0.977275	0.99075	0.99735	0.993225	0.79455	0.9772	0.90655	0.9947	0.813525	0.999525	0.941275	0.962075	0.9499	0.0	0.946825	0.93175	0.964725	0.9944	0.93615	0.994775	0.906575	0.94315	0.90405	0.9505	0.9913	0.900475	0.606425	0.980875	0.961	0.9949	0.960675	0.934275	0.981225	0.9936	0.964425
EG1939	0.993525	0.9976	0.9941	0.981675	0.904725	0.996925	0.9923	0.984175	0.992475	0.99545	0.7841	0.99345	0.99385	0.998375	0.997175	0.990575	0.989325	0.991775	0.947175	0.988675	0.960425	0.998425	0.786825	0.99935	0.9944	0.9972	0.9945	0.99835	0.99365	0.991325	0.997975	0.988575	0.9885	0.998275	0.973025	0.997975	0.99785	0.99765	0.998425	0.99715	0.94695	0.99805	0.850425	0.998825	0.751325	0.9895	0.99065	0.99635	0.989175	0.9985	0.99815	0.969725	0.984075	0.998425	0.9922	0.99455	0.99775	0.891875	0.999375	0.95535	0.990275	0.9576	0.417525	0.9799	0.800925	0.97815	0.998375	0.990825	0.96965	0.99685	0.9964	0.97675	0.946825	0.0	0.9842	0.99435	0.997675	0.97535	0.9962	0.9978	0.9966	0.995375	0.9868	0.9906	0.941125	0.983325	0.8482	0.984525	0.99915	0.997	0.9816	0.996025	0.99635	0.999375
EG1940	0.9917	0.967325	0.987625	0.9841	0.983575	0.992675	0.8962	0.965675	0.9989	0.97055	0.7557	0.996125	0.97725	0.975275	0.958	0.98915	0.953625	0.98765	0.8596	0.98325	0.882375	0.997875	0.992975	0.986725	0.96945	0.990775	0.963025	0.9844	0.9563	0.9881	0.996325	0.916875	0.8269	0.938775	0.8947	0.95085	0.963925	0.9696	0.976525	0.97975	0.98515	0.9633	0.945775	0.981475	0.96705	0.9918	0.990825	0.905275	0.961375	0.97405	0.975675	0.92185	0.976375	0.97945	0.998775	0.95815	0.87385	0.984525	0.996175	0.940975	0.988725	0.99915	0.994675	0.929425	0.981075	0.952025	0.98645	0.8587	0.994425	0.996325	0.9598	0.933175	0.93175	0.9842	0.0	0.902025	0.997025	0.726675	0.984075	0.91135	0.934525	0.9786	0.970425	0.979875	0.977625	0.98865	0.94235	0.908475	0.998825	0.93165	0.9022	0.987725	0.906675	0.99695
EG1976	0.956725	0.9964	0.79135	0.99115	0.995325	0.8942	0.993075	0.7609	0.996675	0.859125	0.9371	0.9817	0.9179	0.934	0.906475	0.9968	0.911	0.88615	0.910225	0.9112	0.98855	0.99485	0.985575	0.939975	0.922325	0.89375	0.6733	0.9397	0.84955	0.994375	0.9964	0.660625	0.92505	0.9262	0.8789	0.815325	0.908375	0.960725	0.883175	0.919375	0.98045	0.8063	0.918475	0.9498	0.788325	0.965625	0.994075	0.9573	0.90525	0.9327	0.896125	0.9523	0.8903	0.9345	0.9988	0.898475	0.9129	0.806725	0.996075	0.954275	0.944425	0.9985	0.9941	0.84895	0.866775	0.940325	0.9598	0.867725	0.83635	0.96425	0.68935	0.97875	0.964725	0.99435	0.902025	0.0	0.997825	0.79205	0.9035	0.90285	0.823075	0.90845	0.944825	0.93395	0.96665	0.894225	0.851475	0.869575	0.906125	0.90445	0.849575	0.953375	0.989275	0.9973
EG1990	0.997475	0.995025	0.99235	0.05225	0.996725	0.996625	0.99615	0.996425	0.997325	0.99445	0.996725	0.997325	0.99565	0.99305	0.997975	0.018375	0.9976	0.9969	0.996	0.99715	0.99505	0.9978	0.99755	0.998675	0.999025	0.995725	0.997925	0.99855	0.998	0.993475	0.9987	0.99695	0.9958	0.981625	0.99635	0.99635	0.997525	0.9984	0.998825	0.99825	0.99765	0.996425	0.924	0.9989	0.998475	0.99655	0.99715	0.9929	0.995675	0.998875	0.9991	0.9985	0.998075	0.9987	0.997925	0.9979	0.997525	0.996025	0.331275	0.996575	0.997825	0.998825	0.997175	0.997775	0.996975	0.9987	0.99915	0.997475	0.999475	0.9982	0.996625	0.998675	0.9944	0.997675	0.997025	0.997825	0.0	0.996	0.999275	0.99795	0.997775	0.997775	0.996275	0.9984	0.9954	0.998025	0.9943	0.997975	0.996225	0.9991	0.99765	0.9978	0.9989	0.997975
EG2018	0.993475	0.995475	0.871375	0.9775	0.9288	0.991175	0.831425	0.7141	0.8464	0.968925	0.7525	0.871875	0.98105	0.9868	0.9852	0.989725	0.966775	0.99075	0.9548	0.982125	0.962825	0.998075	0.9964	0.998575	0.993	0.9875	0.69955	0.997575	0.971975	0.8566	0.99685	0.956275	0.897075	0.99395	0.919675	0.983925	0.990525	0.975075	0.981725	0.989975	0.829575	0.973	0.992575	0.991675	0.6702	0.905325	0.976	0.975775	0.9848	0.97555	0.98865	0.9297	0.946525	0.997525	0.87205	0.966025	0.964975	0.9213	0.995875	0.941725	0.993225	0.99915	0.894425	0.9629	0.9382	0.96705	0.98715	0.93945	0.697175	0.98855	0.6756	0.97125	0.93615	0.97535	0.726675	0.79205	0.996	0.0	0.994275	0.993775	0.9448	0.98425	0.972125	0.990725	0.848475	0.98675	0.9469	0.949175	0.90525	0.924875	0.95905	0.981725	0.991925	0.9976
