	EG0024	EG0031	EG0039	EG0055	EG0057	EG0070	EG0088	EG0101	EG0118	EG0136	EG0141	EG0175	EG0194	EG0196	EG0236	EG0256	EG0280	EG0282	EG0294	EG0303	EG0313	EG0341	EG0364	EG0365	EG0381	EG0401	EG0415	EG0447	EG0497	EG0520	EG0546	EG0605	EG0647	EG0660	EG0732	EG0744	EG0767	EG0778	EG0800	EG0831	EG0850	EG0883	EG0892	EG0927	EG0946	EG0967	EG1035	EG1041	EG1051	EG1069	EG1080	EG1178	EG1359	EG1394	EG1416	EG1431	EG1490	EG1507	EG1524	EG1572	EG1599	EG1637	EG1673	EG1724	EG1823	EG1825	EG1830	EG1872	EG1878	EG1892	EG1904	EG1905	EG1915	EG1939	EG1940	EG1976	EG1990	EG2018	EG2149	EG2186	EG2214	EG2279	EG2335	EG2391	EG2392	EG2419	EG2435	EG2490	EG2559	EG2580	EG2591	EG2608	EG2638	EG2659
EG2149	0.986	0.997375	0.9809	0.991825	0.9956	0.968425	0.998625	0.6444	0.9973	0.979325	0.98115	0.97575	0.965675	0.8368	0.967675	0.9959	0.627375	0.969325	0.483275	0.962575	0.992675	0.987725	0.9844	0.146	0.624	0.9898	0.95045	0.139325	0.962925	0.997125	0.9952	0.876125	0.98035	0.99615	0.9735	0.9662	0.984175	0.99755	0.98995	0.988125	0.996225	0.984125	0.970075	0.9966	0.99555	0.9872	0.997025	0.95135	0.25295	0.998125	0.6587	0.990075	0.991325	0.99745	0.998975	0.98525	0.99905	0.978375	0.98515	0.997	0.989325	0.999475	0.996625	0.95475	0.98105	0.9834	0.996775	0.9834	0.998025	0.995575	0.9739	0.99225	0.994775	0.9962	0.984075	0.9035	0.999275	0.994275	0.0	0.98845	0.979825	0.990025	0.99535	0.136625	0.99425	0.9757	0.899225	0.9554	0.99955	0.8065	0.977075	0.99105	0.994175	0.9989
EG2186	0.9725	0.997575	0.88885	0.986475	0.996425	0.851775	0.997075	0.9783	0.9984	0.86	0.96955	0.97925	0.8669	0.9968	0.8961	0.99875	0.98255	0.9661	0.987675	0.931275	0.986725	0.9959	0.9895	0.998	0.9728	0.844875	0.9468	0.998575	0.8276	0.9977	0.99825	0.87285	0.9874	0.966975	0.97115	0.87455	0.87465	0.9015	0.91405	0.895975	0.997575	0.878125	0.988825	0.898575	0.967175	0.97615	0.998125	0.98545	0.97765	0.946325	0.9581	0.908875	0.872675	0.984525	0.982725	0.8182	0.99255	0.844975	0.998125	0.998825	0.945375	0.98885	0.998075	0.871725	0.9912	0.9672	0.9748	0.8437	0.998175	0.97625	0.8653	0.9938	0.906575	0.9978	0.91135	0.90285	0.99795	0.993775	0.98845	0.0	0.875775	0.863875	0.9709	0.9973	0.977775	0.82185	0.96855	0.9704	0.989425	0.97555	0.93665	0.95095	0.9023	0.9881
EG2214	0.9765	0.996875	0.7758	0.9826	0.997275	0.70425	0.99675	0.905825	0.99855	0.738025	0.9101	0.94005	0.897275	0.9947	0.9006	0.998775	0.9364	0.9685	0.97535	0.822775	0.9541	0.99555	0.98935	0.997275	0.978075	0.7926	0.8821	0.99515	0.85565	0.99705	0.99845	0.7463	0.962925	0.96	0.95405	0.81155	0.89735	0.936875	0.725175	0.84765	0.998575	0.888	0.919175	0.9212	0.8937	0.9527	0.9977	0.9737	0.9488	0.93895	0.937175	0.935325	0.842325	0.956425	0.998425	0.8854	0.966325	0.75015	0.998225	0.966475	0.945425	0.957925	0.995325	0.858	0.9497	0.985	0.981475	0.87825	0.96235	0.955825	0.770175	0.989725	0.94315	0.9966	0.934525	0.823075	0.997775	0.9448	0.979825	0.875775	0.0	0.775675	0.976825	0.990725	0.974325	0.799475	0.920325	0.95895	0.885775	0.92595	0.90565	0.981575	0.993625	0.95665
EG2279	0.9774	0.998225	0.852075	0.9824	0.99575	0.89115	0.995825	0.8321	0.999375	0.58225	0.9576	0.841225	0.8777	0.995875	0.906525	0.996125	0.706625	0.985575	0.97815	0.690825	0.944525	0.99695	0.993375	0.998775	0.9774	0.87155	0.816775	0.999225	0.832025	0.995525	0.99505	0.760375	0.98515	0.9973	0.9723	0.8033	0.90535	0.9099	0.8373	0.727875	0.94445	0.906975	0.98875	0.794325	0.96265	0.97555	0.994625	0.98565	0.92125	0.953	0.90235	0.8994	0.598975	0.9952	0.9994	0.776125	0.9941	0.760775	0.99625	0.993925	0.9929	0.710825	0.99545	0.850125	0.99045	0.988525	0.9867	0.890475	0.9994	0.9832	0.8166	0.991325	0.90405	0.995375	0.9786	0.90845	0.997775	0.98425	0.990025	0.863875	0.775675	0.0	0.975525	0.991525	0.97865	0.7844	0.981125	0.971	0.590925	0.576075	0.937425	0.987275	0.98895	0.915875
EG2335	0.67805	0.9961	0.981275	0.9804	0.985025	0.99085	0.982025	0.973925	0.996625	0.94905	0.95145	0.992125	0.868575	0.98655	0.950475	0.98995	0.86215	0.785925	0.950075	0.988775	0.96685	0.995375	0.99065	0.998475	0.736875	0.952	0.8968	0.9989	0.9108	0.984725	0.9971	0.957075	0.99145	0.91735	0.95135	0.982075	0.925475	0.90615	0.98915	0.9732	0.9856	0.9831	0.9901	0.994875	0.940975	0.977325	0.990975	0.97835	0.9816	0.94655	0.9513	0.917025	0.90905	0.958775	0.998525	0.9683	0.96175	0.86985	0.996225	0.978375	0.969425	0.995675	0.99405	0.9413	0.972625	0.9274	0.963525	0.924925	0.998525	0.9521	0.952725	0.94595	0.9505	0.9868	0.970425	0.944825	0.996275	0.972125	0.99535	0.9709	0.976825	0.975525	0.0	0.99145	0.6636	0.935	0.9441	0.72775	0.995625	0.96175	0.9364	0.838225	0.9933	0.994775
EG2391	0.995275	0.997475	0.99645	0.9936	0.995425	0.998175	0.994525	0.663	0.9994	0.99235	0.99185	0.998875	0.99495	0.832575	0.9722	0.9962	0.62285	0.9923	0.48625	0.985775	0.984775	0.9985	0.999025	0.1462	0.631075	0.994	0.985575	0.031	0.9784	0.993625	0.997075	0.9085	0.982725	0.99085	0.991375	0.996425	0.992625	0.999575	0.999375	0.995875	0.99615	0.995325	0.965775	0.993675	0.99175	0.992075	0.992725	0.993225	0.263625	0.9985	0.6626	0.991325	0.990425	0.9962	0.9994	0.9928	0.9915	0.9836	0.99665	0.9926	0.991125	0.999175	0.9908	0.986225	0.974825	0.99005	0.99945	0.98715	0.998475	0.996225	0.9838	0.991125	0.9913	0.9906	0.979875	0.93395	0.9984	0.990725	0.136625	0.9973	0.990725	0.991525	0.99145	0.0	0.9912	0.994425	0.9095	0.99045	0.9993	0.8109	0.9898	0.9924	0.996075	0.998175
EG2392	0.823775	0.994475	0.98545	0.97295	0.847275	0.988125	0.72305	0.9782	0.729025	0.9732	0.9759	0.7275	0.899875	0.99155	0.951475	0.9891	0.930675	0.834325	0.8774	0.989225	0.9534	0.990325	0.99115	0.997775	0.941975	0.97185	0.969375	0.99755	0.947325	0.72225	0.99655	0.972	0.99205	0.93755	0.9566	0.9794	0.951125	0.94065	0.984975	0.981825	0.712275	0.98225	0.9912	0.994175	0.94755	0.8739	0.980925	0.98955	0.983975	0.9728	0.95765	0.923625	0.941275	0.9951	0.7295	0.97405	0.99315	0.8845	0.995675	0.990425	0.993875	0.99875	0.894575	0.9739	0.990475	0.9665	0.9659	0.96595	0.997675	0.983225	0.9542	0.977725	0.900475	0.941125	0.977625	0.96665	0.9954	0.848475	0.99425	0.977775	0.974325	0.97865	0.6636	0.9912	0.0	0.956175	0.97225	0.788825	0.9974	0.967075	0.9616	0.860975	0.9935	0.997625
EG2419	0.9418	0.99775	0.7957	0.978825	0.99255	0.88735	0.99735	0.95825	0.997425	0.7643	0.972625	0.968375	0.564125	0.997275	0.882275	0.9948	0.963025	0.92025	0.983025	0.8653	0.9742	0.9957	0.980375	0.998475	0.983175	0.825475	0.93535	0.998375	0.729075	0.997025	0.99725	0.7684	0.9541	0.9542	0.960425	0.84365	0.515975	0.8809	0.921225	0.894725	0.992925	0.906025	0.983475	0.8888	0.95925	0.95605	0.9966	0.912125	0.9487	0.867925	0.94025	0.5722	0.769425	0.976225	0.9987	0.8478	0.985225	0.722575	0.99805	0.993325	0.96925	0.9808	0.996075	0.7739	0.968725	0.96695	0.97075	0.804675	0.994975	0.959125	0.82465	0.973875	0.606425	0.983325	0.98865	0.894225	0.998025	0.98675	0.9757	0.82185	0.799475	0.7844	0.935	0.994425	0.956175	0.0	0.970525	0.932575	0.9774	0.96165	0.924725	0.949225	0.9902	0.9799
EG2435	0.976625	0.98615	0.89705	0.98235	0.960875	0.985	0.99705	0.867525	0.99765	0.962325	0.805275	0.99335	0.977025	0.908425	0.958375	0.993225	0.892875	0.966625	0.895625	0.941825	0.991575	0.8441	0.84185	0.91875	0.895675	0.9597	0.873725	0.915925	0.938075	0.994175	0.996175	0.88625	0.9397	0.915625	0.986	0.824625	0.918125	0.98225	0.98105	0.9666	0.970725	0.883225	0.9264	0.976075	0.793375	0.97695	0.99775	0.9742	0.877575	0.9813	0.88055	0.9703	0.9492	0.959375	0.998275	0.9844	0.98595	0.86355	0.9874	0.90625	0.945725	0.955675	0.966275	0.941175	0.8989	0.90445	0.970575	0.95045	0.923025	0.959425	0.910975	0.995825	0.980875	0.8482	0.94235	0.851475	0.9943	0.9469	0.899225	0.96855	0.920325	0.981125	0.9441	0.9095	0.97225	0.970525	0.0	0.97155	0.9505	0.89625	0.953925	0.9628	0.99545	0.99715
EG2490	0.828725	0.998225	0.9738	0.984925	0.9847	0.9536	0.981875	0.94835	0.9972	0.94325	0.9422	0.969525	0.8406	0.9905	0.896075	0.990575	0.884675	0.859	0.94435	0.984675	0.96695	0.9947	0.992575	0.999125	0.8297	0.969825	0.92775	0.999175	0.9293	0.98865	0.997175	0.87785	0.9799	0.956	0.544	0.866275	0.930425	0.59625	0.96455	0.96715	0.985425	0.9469	0.98135	0.964275	0.965975	0.9786	0.991625	0.947925	0.972275	0.919975	0.9504	0.925625	0.94275	0.9095	0.999325	0.93885	0.69725	0.85965	0.9963	0.9804	0.969775	0.998825	0.99455	0.899275	0.98315	0.87105	0.954525	0.864025	0.996225	0.918575	0.942975	0.897675	0.961	0.984525	0.908475	0.869575	0.997975	0.949175	0.9554	0.9704	0.95895	0.971	0.72775	0.99045	0.788825	0.932575	0.97155	0.0	0.998975	0.987875	0.929475	0.871175	0.95815	0.998575
EG2559	0.997675	0.99565	0.8815	0.983575	0.999175	0.999325	0.99965	0.750725	0.999825	0.959475	0.986625	0.8488	0.98545	0.9962	0.9996	0.996525	0.729225	0.998625	0.997975	0.9615	0.95075	0.999225	0.998	0.99965	0.99945	0.993375	0.90625	0.99925	0.99635	0.9966	0.999525	0.99925	0.9983	0.9948	0.99065	0.995	0.999175	0.99995	0.99785	0.924025	0.999625	0.986575	0.993425	0.999275	0.86625	0.986375	0.9995	0.996125	0.93225	0.983375	0.89915	0.999125	0.775975	0.985025	0.9996	0.9923	0.998775	0.9381	0.994675	0.9573	0.999025	0.70985	0.99895	0.94125	0.944425	0.9994	0.99915	0.999125	0.9062	0.98525	0.9051	0.9991	0.9949	0.99915	0.998825	0.906125	0.996225	0.90525	0.99955	0.989425	0.885775	0.590925	0.995625	0.9993	0.9974	0.9774	0.9505	0.998975	0.0	0.510375	0.9963	0.99915	0.995925	0.913425
EG2580	0.991375	0.9963	0.964375	0.9823	0.995375	0.984625	0.99935	0.65005	0.999725	0.960825	0.9121	0.843175	0.9698	0.835	0.94425	0.997475	0.504075	0.9595	0.79785	0.975175	0.945225	0.996125	0.995575	0.814725	0.78105	0.98795	0.962775	0.81345	0.984175	0.9984	0.9978	0.9067	0.921325	0.93865	0.9475	0.988525	0.9814	0.973275	0.97925	0.9	0.995325	0.9777	0.969075	0.9957	0.9852	0.970675	0.997175	0.9864	0.736075	0.9843	0.70955	0.944275	0.794175	0.96175	0.999575	0.9667	0.99615	0.964325	0.9976	0.995525	0.98865	0.70995	0.995875	0.916325	0.977775	0.969575	0.99405	0.9722	0.9974	0.9872	0.961625	0.994325	0.960675	0.997	0.93165	0.90445	0.9991	0.924875	0.8065	0.97555	0.92595	0.576075	0.96175	0.8109	0.967075	0.96165	0.89625	0.987875	0.510375	0.0	0.976825	0.98745	0.994025	0.911925
EG2591	0.974075	0.9955	0.924075	0.981675	0.98185	0.870925	0.940125	0.965975	0.998725	0.844975	0.96095	0.9851	0.936375	0.9902	0.95625	0.990125	0.960975	0.9282	0.903475	0.958575	0.920025	0.9866	0.977375	0.99845	0.97785	0.8976	0.888225	0.999175	0.8653	0.98865	0.9935	0.823825	0.9327	0.98205	0.932125	0.85835	0.899175	0.9702	0.89425	0.8913	0.97505	0.89055	0.9461	0.9644	0.93755	0.95995	0.99085	0.916525	0.9539	0.954625	0.974225	0.912375	0.883925	0.95805	0.999125	0.913825	0.96805	0.9176	0.9958	0.971375	0.943225	0.995825	0.994625	0.861725	0.959275	0.926825	0.98315	0.8893	0.996825	0.935475	0.880775	0.919325	0.934275	0.9816	0.9022	0.849575	0.99765	0.95905	0.977075	0.93665	0.90565	0.937425	0.9364	0.9898	0.9616	0.924725	0.953925	0.929475	0.9963	0.976825	0.0	0.9738	0.90425	0.994575
EG2608	0.8591	0.997475	0.966375	0.9955	0.996125	0.988625	0.99115	0.984625	0.998275	0.96865	0.745475	0.993225	0.915225	0.9517	0.93455	0.997725	0.982575	0.857425	0.9786	0.829875	0.988575	0.99455	0.9553	0.99635	0.961	0.94625	0.906675	0.99835	0.91235	0.99035	0.9364	0.980025	0.975225	0.77695	0.96905	0.9762	0.949025	0.9904	0.982525	0.9816	0.9974	0.868675	0.989675	0.9941	0.9866	0.9789	0.99065	0.98455	0.9885	0.97535	0.944725	0.9852	0.950825	0.986625	0.869525	0.973275	0.9855	0.8833	0.99645	0.990525	0.97995	0.99905	0.995075	0.8863	0.9141	0.93675	0.97165	0.93285	0.99805	0.979075	0.936475	0.9825	0.981225	0.996025	0.987725	0.953375	0.9978	0.981725	0.99105	0.95095	0.981575	0.987275	0.838225	0.9924	0.860975	0.949225	0.9628	0.871175	0.99915	0.98745	0.9738	0.0	0.9963	0.953475
EG2638	0.99525	0.998425	0.99365	0.994125	0.9957	0.994625	0.999	0.9906	0.999325	0.989175	0.99365	0.995475	0.986075	0.99825	0.962925	0.996525	0.993975	0.9952	0.993875	0.994225	0.993325	0.998375	0.9973	0.999275	0.9597	0.99365	0.993275	0.999325	0.9925	0.997825	0.9972	0.9934	0.9985	0.998575	0.993575	0.9513	0.99755	0.998625	0.995025	0.9895	0.996475	0.975	0.997025	0.978075	0.99415	0.994175	0.9972	0.9958	0.9943	0.991975	0.99585	0.993375	0.9851	0.999225	0.9993	0.987175	0.998175	0.9923	0.99885	0.99275	0.998225	0.997525	0.996025	0.992375	0.993275	0.995175	0.99765	0.976075	0.9975	0.995225	0.99305	0.99615	0.9936	0.99635	0.906675	0.989275	0.9989	0.991925	0.994175	0.9023	0.993625	0.98895	0.9933	0.996075	0.9935	0.9902	0.99545	0.95815	0.995925	0.994025	0.90425	0.9963	0.0	0.99725
EG2659	0.997775	0.996325	0.95685	0.985875	0.998475	0.99845	0.99785	0.915325	0.999375	0.9652	0.939375	0.91655	0.9833	0.95825	0.9977	0.999375	0.9062	0.997125	0.996875	0.945875	0.950325	0.998425	0.9596	0.995875	0.9988	0.9927	0.9976	0.998375	0.99765	0.998575	0.998775	0.9973	0.997425	0.995375	0.97105	0.9904	0.9981	0.9991	0.9974	0.933825	0.9993	0.988675	0.995325	0.998925	0.998825	0.964075	0.998225	0.996975	0.9228	0.99435	0.907525	0.99825	0.915625	0.965575	0.999525	0.99045	0.997625	0.982775	0.9967	0.999025	0.998	0.88805	0.9982	0.909225	0.993375	0.99815	0.999175	0.965475	0.998825	0.9679	0.979575	0.999025	0.964425	0.999375	0.99695	0.9973	0.997975	0.9976	0.9989	0.9881	0.95665	0.915875	0.994775	0.998175	0.997625	0.9799	0.99715	0.998575	0.913425	0.911925	0.994575	0.953475	0.99725	0.0
