	Mean squared error	r-value	r-squared	P-value	Std Error	Slope	Intercept
Recovery_Day	148.76243042290778	0.016566181230242817	0.0002744383605532494	0.8687397106020193	0.01965432590169437	0.003256418122144528	24.79361394109376
