	Mean squared error	r-value	r-squared	P-value	Std Error	Slope	Intercept
Recovery_Day	373.48365320971374	-0.01699243820364768	0.0002887429561047852	0.8653936540279137	0.12261560323120246	-0.020838389293354343	28.671560931901077
