Group 1,Group 2,H,p-value,q-value
formed (n=30),liquid (n=31),5.597502601456796,0.01798609869707485,0.05395829609122456
formed (n=30),semi-formed (n=33),0.6371212121212011,0.42475517447451694,0.42475517447451694
liquid (n=31),semi-formed (n=33),1.6805323708549906,0.19485372797360934,0.292280591960414
