id	importance	Cumulative Avg Decrease	Cumulative Avg Increase	Net Avg Change	Global Variance	Global Mean	Global Median	Global Standard Deviation	Global CV (%)
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
4ad02e947761916f338bba1949c9d35b	0	0	0.000807238092263724	0.000807238092263724	1.79297124975439e-05	0.000481217192731875	0	0.00423434912324715	8.79924738185
199efbef007329237d4389aedf30a50c	0	-0.00410700745799527	0	-0.00410700745799527	9.17978404528072e-05	0.00251479082315303	0	0.00958111895619751	3.80990691869344
4c24a9217e448bdd8067242bfdb03f6a	0	-2.78960301495705e-05	0	-2.78960301495705e-05	9.60944764946328e-08	7.7042441382562e-05	0	0.000309991090992359	4.02364054707283
1591bb17774a89d564aedc99a94da31e	0	-0.000114011566906245	0	-0.000114011566906245	7.82735447498786e-08	7.59702905408047e-05	0	0.000279774095923619	3.68267771430134
20d6e396c15d0cd61ecfdb3bf14cefd4	0	0	0.0239214545864739	0.0239214545864739	0.00631933431750746	0.0113191236498879	0	0.0794942407820055	7.02300312646492
1b03d757553ef742cba5b4dda89d24d4	0	0	0.00224341966916027	0.00224341966916027	0.000111039943847649	0.00121543129645886	0	0.0105375492334626	8.66980245133038
1c75ff6db2be53fea3de5274e3bd48e2	0	-0.00456573247502758	0	-0.00456573247502758	0.000182178448416673	0.00275491590995575	0	0.0134973496812031	4.89936902699141
2599b35e713d1a323ee96347bea19626	0	0	0.00049353707596974	0.00049353707596974	5.62423017844325e-06	0.000306889971901091	0	0.0023715459469391	7.72767494567543
262badad260548938bca7f3053631a67	0	-0.000342610300437231	0	-0.000342610300437231	2.56001492820297e-06	0.000349250463841409	0	0.00160000466505663	4.58125279908912
26866a433f384131b96abc3189c79386	0	-5.14554997642295e-05	0	-5.14554997642295e-05	4.38404346382207e-06	0.00055280230253646	0	0.00209381075167315	3.78763030122337
27f2f1497081c09aa89dde6d445c7bef	0	0	0.0189809278322335	0.0189809278322335	0.024498400189578	0.0499851434876525	5.11335265963107e-05	0.156519647934622	3.13132336957852
298fc2d1833ef3c618d5f6ed27667bee	0	-0.0062427251797198	0	-0.0062427251797198	0.00692187979181063	0.0222524843894081	4.9781225969164e-05	0.0831978352591618	3.73881108298913
3080ffef6f550c0912863e8c9a957965	0	-0.00416769927854873	0	-0.00416769927854873	0.00025319901075075	0.00220937203909314	0	0.0159122283402027	7.20214977769614
342a7d32215e3d1b166844da5af6807a	0	-0.00811835702421435	0	-0.00811835702421435	0.00118477894601015	0.00488804686139309	0	0.034420618036435	7.04179379054175
650ba34c2ebbd168a6153dd09394e847	0	0	0.0175755808155329	0.0175755808155329	0.00806739020986431	0.0118854695127075	0	0.0898186517927335	7.5570133511935
55d5706916fc6ea56eb130dc3a91cd0f	0	-0.00263126384207258	0	-0.00263126384207258	5.52976868355432e-05	0.00140957394081809	0	0.00743624144548462	5.27552420639159
