metagene,log2foldchange_M,q-value_M
K00561,-0.2013535716004946,1
K00563,0.2172506880333936,1
K00564,0.1236564451728351,1
K00566,-0.0143607024169534,1
K00567,-0.1131231223713376,1
K00568,0.449299849086599,1
K00571,-0.1156090801783353,1
K00573,-0.1765207986337534,1
K00574,0.1946064496348277,1
K00575,0.3500329637834445,1
K00588,-0.7308979177108745,1
K00590,-0.4747443001183244,1
K00594,-0.6170082010532956,1
K00595,-0.0912382347479699,1
K00596,-0.5721562489743882,1
K00598,-0.1176414475533554,1
K00600,-0.0789032895698496,1
K00602,-0.0563739424230101,1
K00603,-0.7801033418128921,1
K00604,-0.0312476990103999,1
K00605,-0.7222191546404659,1
K00606,-0.2825286508821251,1
K00609,-0.0159638942667625,1
K00610,0.3270708479184879,1
K00611,-0.0593812181785739,1
K00612,-1.017193863807392,1
K00615,0.0437849420565878,1
K00616,-0.0430500619955843,1
K00619,-1.0293667240903943,1
K00620,-0.1356487678199949,1
K00625,-0.1817404870500644,1
K00626,-0.2813108942678642,1
K00627,-0.2389069887796067,1
K00631,0.5059628631877825,1
K00632,-0.076077886019217,1
K00633,-0.3051186670399978,1
K00634,0.070999846295092,1
K00638,-0.641199858909419,1
K00639,-0.3437680036491687,1
K00640,-0.043780574759781,1
K00641,-1.102699274456893,1
K00645,-0.0483040486183738,1
K00646,-0.5449434187948361,1
K00647,0.2919900309318489,1
K00648,-0.133189347576459,1
K00651,0.2117375053653691,1
K00652,-0.6752070567931672,1
K00655,0.0228135840623044,1
K00656,0.0746331549311684,1
K00657,-0.1961007909505966,1
K00658,-0.7541784225146583,1
K00661,0.2970034401432012,1
K00662,-0.2844552059613434,1
K00663,-0.8330128618767375,1
K00666,-0.618154382549268,1
K00673,0.518175072974739,1
K00674,0.0620824606524804,1
K00675,-0.2523056862637705,1
K00677,0.0482336190213181,1
K00680,0.4895792824203098,1
K00681,-0.4980160097285021,1
K00683,-0.986609731017698,1
K00684,-0.3489595464379975,1
K00685,0.0584618472498815,1
K00686,-0.0586193738303041,1
K00687,0.0837044091643294,1
K00688,0.1763157037508909,1
K00689,-1.0169066587243425,1
K00690,-0.0352237523761024,1
K00691,0.2636627948411118,1
K00692,-0.2348820601755337,1
K00694,0.7250346991341275,1
K00697,-0.2085660207312005,1
K00700,0.2489767785197087,1
K00702,0.5446922104493451,1
K00703,0.3868813986970184,1
K00705,-0.0412114881109505,1
K00712,-0.5362097351630908,1
K00720,-1.075572747110148,1
K00721,-0.204395309808207,1
K00729,0.1704552150676185,1
K00737,0.3499301791688913,1
K00748,-0.1037722950096944,1
K00752,-0.1298459862216139,1
K00754,-0.5998233545469953,1
K00756,-0.0740260885820714,1
K00757,0.3957196399195069,1
K00758,-0.2139571631721986,1
K00759,-0.0081516310685436,1
K00760,-0.0799202693790935,1
K00761,0.0141433104622655,1
K00762,0.0055529946225929,1
K00763,0.0109477986079382,1
K00764,-0.0505810789897461,1
K00765,-0.1933208235344896,1
K00766,-0.1528356373447632,1
K00767,0.1766186028853753,1
K00768,-0.0482188934788863,1
K00769,0.0579025380676584,1
K00772,-0.4724207594291876,1
K00773,-0.0157775979136719,1
K00782,-0.1905282068545751,1
K00783,-0.0024702240242706,1
K00784,0.0186706786596854,1
K00786,-0.8075130561870064,1
K00788,-0.1072149293969832,1
K00789,-0.0835741163584483,1
K00790,-0.0304366080402877,1
K00791,-0.02176085934007,1
K00793,-0.0783347349574162,1
K00794,-0.0293650642042008,1
K00795,0.336649280728854,1
K00796,-0.3952279890433649,1
K00797,0.2959470329114136,1
K00798,-0.5330849905938478,1
K00799,0.2942666437307717,1
K00800,0.0327229109929795,1
K00801,-1.052324759838431,1
K00803,-0.321951812016102,1
K00805,0.037974790090273,1
K00806,-0.0036178625582395,1
K00809,0.2992543994555782,1
K00812,-0.094726144586087,1
K00813,0.6361904941507067,1
K00817,-0.0773781716381932,1
K00818,-0.7148832511265215,1
K00819,-1.0247458687830449,1
K00820,-0.0429355503204701,1
K00821,0.6204905208056368,1
K00822,0.253081868887696,1
K00823,-0.2025695208869803,1
K00824,-0.5282714433960043,1
K00826,-0.0296480800497236,1
K00831,0.2804262794882103,1
K00832,0.3753872742598098,1
K00833,-0.4302135939274492,1
K00835,0.0747010112250697,1
K00836,-0.1913243165387892,1
K00839,1.172092517509134,1
K00840,0.5085057904886054,1
K00841,-0.2107661603856886,1
K00842,0.0163005175459467,1
K00844,-0.1681804655044785,1
K00845,-0.0970584641856046,1
K00847,0.055541440102612,1
K00848,0.2389219079253546,1
K00849,0.0681256676940772,1
K00850,0.0303277336948626,1
K00851,-0.3688028561264459,1
K00852,-0.1546550647128135,1
K00853,-0.8761807823375792,1
K00854,-0.155829231710959,1
K00855,0.5432022842233857,1
K00856,-0.6472351435611321,1
K00857,-0.0215553983739227,1
K00858,-0.0268872468118817,1
K00859,-0.0170132207901247,1
K00860,-0.322197966060139,1
K00862,-0.6557224707175572,1
K00863,-0.3136186744452376,1
K00864,-0.1050665037359139,1
K00865,-0.1297381821925628,1
K00867,0.0582904494826724,1
K00868,0.1907563461970247,1
K00869,-0.2132032357678324,1
K00870,-0.2710090431090903,1
K00872,-0.1203172629793424,1
K00873,0.0066168114297512,1
K00874,0.270308172540273,1
K00876,0.0222612320442308,1
K00878,-0.0658336999940344,1
K00879,-0.3138643255450551,1
K00880,0.0988245151822803,1
K00881,-0.0682612649874334,1
K00882,0.0946466701440491,1
K00883,0.4411442024468303,1
K00884,0.4084715742970272,1
K00885,0.0552204248910821,1
K00886,-0.5663286746802102,1
K00887,-0.1163794085205635,1
K00891,0.018070381631435,1
K00892,0.5181803058950556,1
K00895,-0.2145165909454709,1
K00897,-0.6152356781259013,1
K00899,0.5389836935609343,1
K00901,0.4907516531106181,1
K00906,0.5860753033545563,1
K00912,-0.1380044908337302,1
K00917,-0.2606617684158252,1
K00918,-0.438648559663702,1
K00919,0.0166748786805268,1
K00924,-0.6484903874101627,1
K00925,0.0026240936619637,1
K00926,0.00036790516039797785,1
K00927,-0.022797657813957,1
K00928,-0.0408198087237109,1
K00929,-0.4426072377302705,1
K00930,-0.1070062303597738,1
K00931,0.1444861260968843,1
K00932,0.4523890906687383,1
K00936,0.1967430524061665,1
K00937,-0.2214466754653402,1
K00938,-0.2133125495823374,1
K00939,-0.0185950263849788,1
K00940,-0.4105404397984664,1
K00941,-0.0714103390769133,1
K00942,-0.0231609140505671,1
K00943,-0.1468539078225243,1
K00945,0.0302492257112813,1
K00946,-0.249912398038389,1
K00948,-0.0123906359137147,1
K00949,-0.0496371396524174,1
K00950,-0.3107641483627344,1
K00951,-0.0036364557691743,1
K00952,-0.615063010525286,1
K00954,-0.0217189447276143,1
K00955,-1.113892976067981,1
K00956,-0.0043458666287736,1
K00957,-0.113720585698447,1
K00958,-0.1745700748138023,1
K00962,-0.0354619777784646,1
K00963,-0.08824129051777,1
K00965,0.3650056580568197,1
K00966,-1.248355522353171,1
K00968,-0.6969311530898555,1
K00969,-0.02579841431665,1
K00970,-0.3856469754556216,1
K00971,-0.0573587028974998,1
K00972,0.6392782449294263,1
K00973,0.2202378293311647,1
K00974,0.1062785007483205,1
K00975,0.4026705965967546,1
K00978,-0.031405489674834,1
K00979,-0.0811348261127402,1
K00980,-0.1280683072624333,1
K00981,-0.0190161157675498,1
K00982,-0.3362286071657779,1
K00983,-0.983719254046616,1
K00984,-0.0285951614434067,1
K00986,-0.9181247725273768,1
K00989,-0.3412887953285787,1
K00990,-0.3307124415571409,1
K00991,-0.203950218751844,1
K00992,0.0430112606906901,1
K00995,0.021065369637917,1
K00996,1.0711042030169835,1
K00997,-0.0866631037228446,1
K00998,0.4929552453098026,1
K01000,-0.0618088491968953,1
K01002,0.1668776167459273,1
K01006,-0.1839293854056601,1
K01007,0.3792005286750043,1
K01008,0.4355047667393882,1
K01011,0.1894835391639044,1
K01012,-0.2280340613876879,1
K01023,-0.512472158779893,1
K01026,-0.097848864819481,1
K01028,-0.2883268291998753,1
K01029,-0.2220740343326143,1
K01031,0.4278289724758259,1
K01032,0.4316480616351553,1
K01034,0.1421884396547136,1
K01035,0.1434974355814536,1
K01039,-0.2372619650731557,1
K01040,-0.3712870006722222,1
K01042,0.3225637789754678,1
K01046,-0.0830799230565721,1
K01048,0.5584278872534703,1
K01051,-0.0136448880021622,1
K01053,-0.948318256214517,1
K01055,-0.5622143347678785,1
K01056,-0.0186039736886426,1
K01057,-0.5877863299524916,1
K01058,0.2569827979942157,1
K01060,-0.247864820924969,1
K01061,-0.3508543695919306,1
K01066,-0.2108301467907059,1
K01069,0.1194357120748667,1
K01070,0.4292641024261536,1
K01071,-0.0348800917883862,1
K01073,0.3866220039004232,1
K01075,0.2829899655734305,1
K01077,-0.9303920542163188,1
K01079,-0.4759446710631428,1
K01081,-0.5411659225781357,1
K01082,-0.0486736936753388,1
K01083,-0.2289017330473398,1
K01085,0.5283587620700054,1
K01087,0.118768513943783,1
K01089,-0.0325422600018222,1
K01090,-0.0758063609465292,1
K01091,-0.0586043798320137,1
K01092,-0.2223620451778136,1
K01093,0.3783245460647222,1
K01095,0.0315495215123719,1
K01096,0.3398699714014376,1
K01101,-0.1211694895240242,1
K01104,-0.0161527562705181,1
K01113,-0.7990676536652241,1
K01114,-0.4333191777710955,1
K01118,0.0710782081255372,1
K01119,0.031914362926698,1
K01120,0.0741759124183167,1
K01121,-0.2710090431090903,1
K01126,-0.1236081097920085,1
K01129,0.1723120634430515,1
K01130,-0.7304467574469798,1
K01133,-0.4601360499226384,1
K01134,-0.8858731424285381,1
K01135,-0.4814203862308767,1
K01138,-0.3845460092232042,1
K01139,0.2727936601303535,1
K01141,0.4360234353103233,1
K01142,0.1767206886116066,1
K01144,-0.6392897570164154,1
K01146,0.5181803058950556,1
K01147,0.5241886562878337,1
K01150,0.6089781693064391,1
K01151,0.02842934856256,1
K01153,0.0738669694668296,1
K01154,0.2828932445844715,1
K01155,-0.6273096404293609,1
K01156,0.2780831201905388,1
K01159,0.0338199457794998,1
K01160,-0.2602801557335479,1
K01163,-0.1908544973386096,1
K01166,0.0753098909914675,1
K01167,-0.5080498917270971,1
K01169,0.4424982077762789,1
K01173,-0.9959315750629952,1
K01174,-0.442870190571822,1
K01175,0.4477656557433567,1
K01176,0.2572380794495838,1
K01179,0.0824645538403685,1
K01181,-0.4069116038289415,1
K01182,0.0345682734674836,1
K01183,-0.1844595638558284,1
K01185,0.1106647616622459,1
K01186,-1.0538763910024658,1
K01187,-0.0887844446483841,1
K01190,0.0582800965177968,1
K01191,-0.427958307281352,1
K01192,-0.2445557586933493,1
K01193,-0.0048233945491575,1
K01194,0.4744856496272841,1
K01195,-0.2161477396475181,1
K01197,-0.7013095828638515,1
K01198,0.0870684617959515,1
K01200,-0.1723888519129271,1
K01201,-0.4726829026380991,1
K01205,-0.7196607179025728,1
K01206,-0.2096557125536863,1
K01207,0.1222531427902963,1
K01209,-0.1939556175970609,1
K01210,0.035570365250977,1
K01212,-0.0294210281288673,1
K01215,0.0343392891073074,1
K01216,-0.9761340138250988,1
K01218,-0.759518670440155,1
K01220,-0.1066434470423163,1
K01222,-0.002543340048231,1
K01223,0.3122289961345506,1
K01224,-0.0239430909797481,1
K01226,0.0875893018286277,1
K01227,-0.2088612880861898,1
K01232,0.4967314726251656,1
K01233,-0.1139536773543579,1
K01235,-0.4379594187706014,1
K01236,-0.8229906264350496,1
K01239,-0.1515583540006696,1
K01241,0.0495865195612271,1
K01243,0.0046829989785078,1
K01246,-0.2983287740825022,1
K01247,-0.2253437894016714,1
K01250,0.4322920563071956,1
K01251,-0.7022892517720258,1
K01252,0.284015749662323,1
K01253,-0.7385386030389488,1
K01255,-0.6501871173662422,1
K01256,-0.3198462275315325,1
K01258,0.0947715357150769,1
K01259,0.0191741616355495,1
K01261,-0.2747453449397767,1
K01262,0.0344756005275367,1
K01263,-0.1286379538749581,1
K01265,0.0250651583796187,1
K01266,0.0789257557664615,1
K01267,0.2972388194790714,1
K01269,-0.3795959556881793,1
K01270,0.2955573824551374,1
K01271,0.0391035538016062,1
K01273,0.1066293151456932,1
K01274,-0.543980709866186,1
K01277,-0.4748048730568936,1
K01278,-0.6961927175494897,1
K01281,-0.2334866489532627,1
K01284,-0.3455672585316458,1
K01286,-0.0361815118515978,1
K01295,0.4826210113285984,1
K01297,0.1435084075429168,1
K01299,0.5606232763872482,1
K01303,-0.0811711000614736,1
K01304,-0.1176012272557117,1
K01305,0.5580786653903953,1
K01308,0.054693669417619,1
K01318,0.0384504131393624,1
K01322,-0.4762042755862655,1
K01338,0.2398209280227873,1
K01354,0.4533766325562553,1
K01356,0.0788732008690563,1
K01358,-0.050802905747519,1
K01361,-0.4728943214217461,1
K01372,-0.0762082170872829,1
K01387,-0.3990984856544192,1
K01390,-0.7376618384429926,1
K01401,-0.2111615713704687,1
K01407,0.448316149211158,1
K01409,0.0004060105796656818,1
K01414,-0.0543677216013806,1
K01416,-0.514976053312819,1
K01419,-0.2519253603323652,1
K01420,0.5760271337546232,1
K01421,0.0094166862498428,1
K01424,-0.126054951242544,1
K01425,-0.0812853408244583,1
K01426,0.114740068779554,1
K01428,-0.7955168173749576,1
K01429,-0.7833989603718455,1
K01430,-0.8278151161883062,1
K01433,-0.4896039406462615,1
K01434,-0.89563536176431,1
K01436,-0.2822553645577893,1
K01438,-0.2447356845553786,1
K01439,-0.0967809494192693,1
K01442,-0.0636377096719818,1
K01443,0.0335479237969707,1
K01444,0.4802182370497366,1
K01446,-0.7524639271754001,1
K01447,-0.5093157330375605,1
K01448,0.1253299067450501,1
K01449,0.2152598433256766,1
K01451,0.3482475801979979,1
K01453,-0.1831886484858989,1
K01455,-0.9541839438267468,1
K01457,-0.2423366919308647,1
K01460,0.4424982077762789,1
K01462,-0.0902955386620557,1
K01464,0.2142551780638507,1
K01465,-0.0296436589491161,1
K01466,-0.1878514767914215,1
K01467,-0.3355868649842958,1
K01468,-0.3787950378481336,1
K01469,-0.3531373533362066,1
K01470,-0.2582406734520138,1
K01473,-0.5643385424742843,1
K01474,-0.5390464856664171,1
K01476,-0.0693834510292761,1
K01477,-0.7912042858690685,1
K01478,-0.179727638302046,1
K01479,-0.5166429334648595,1
K01480,-0.2057458905325129,1
K01481,0.1837750669255328,1
K01482,0.1474626020681175,1
K01483,0.2764126227183552,1
K01484,0.5241755517371705,1
K01485,0.4841484964938846,1
K01486,0.4419480481438977,1
K01487,0.7650971315597274,1
K01488,0.1489642296732888,1
K01489,0.0032753277045311,1
K01491,-0.0313371269390329,1
K01492,-0.0330371695801319,1
K01493,-0.1135167955627984,1
K01494,-0.2569677200209943,1
K01495,-0.0988332717561665,1
K01496,-0.224467855874363,1
K01497,0.0668616035722307,1
K01501,0.7993931827287521,1
K01502,0.1168411215608838,1
K01505,-0.3650575213677468,1
K01507,0.0538750876060968,1
K01512,-0.1371165018633987,1
K01515,-0.0179246336278574,1
K01520,0.1123126058460083,1
K01521,0.525268378263325,1
K01523,-0.2559320014080362,1
K01524,-0.2237704023132392,1
K01525,0.4551741122840714,1
K01531,0.0249481377212939,1
K01533,-0.2107877230161866,1
K01534,0.3335311544300464,1
K01535,0.4217982334509559,1
K01537,0.0916855995061577,1
K01546,0.2882269167930897,1
K01547,0.2787739552554598,1
K01548,0.2817567241161374,1
K01551,-0.4035189859299584,1
K01555,-0.735243344760333,1
K01556,-0.8126835266021321,1
K01560,0.2043275072464339,1
K01561,-0.684656650086101,1
K01563,-0.7728888318020591,1
K01567,0.2796487861779826,1
K01569,0.0669206741104528,1
K01571,0.5205900021468206,1
K01572,0.3722022774856048,1
K01573,-0.8177295189724728,1
K01574,0.1020885672015408,1
K01575,-0.1144083726331162,1
K01576,-0.2968010207986596,1
K01577,-0.5687935083924708,1
K01579,-0.2277962523209362,1
K01580,-0.5299705434759897,1
K01581,-0.3462900599131079,1
K01582,0.1953289446075247,1
K01583,-0.2428026202201952,1
K01584,-0.1736268912023649,1
K01585,0.2180622490962465,1
K01586,-0.0765228599900586,1
K01588,-0.0622318832240647,1
K01589,-0.1762911616138628,1
K01590,0.4393848968164732,1
K01591,-0.0186761454440476,1
K01593,-0.9507344597644684,1
K01595,-0.2587060734081863,1
K01596,-0.2114766206925755,1
K01597,-0.2132032357678324,1
K01598,-0.1444171573312442,1
K01599,-0.3528713084933721,1
K01601,-0.2087740204497681,1
K01607,0.2914734294854522,1
K01608,-0.2604375295596738,1
K01609,-0.34140496350036,1
K01610,-0.0189379097672051,1
K01611,0.3098973733231366,1
K01613,-0.026587384384534,1
K01615,0.0823848658557094,1
K01616,-0.7989652892144428,1
K01617,-0.5967232167822647,1
K01619,-0.0971324144974626,1
K01620,-0.0417822700427238,1
K01621,0.0416713441219804,1
K01623,-1.017836210958009,1
K01624,-0.0480349738355056,1
K01625,0.2432961443693158,1
K01626,-0.1293929740698288,1
K01627,-0.0180227022481289,1
K01628,0.2548812343091247,1
K01629,0.3494887558353928,1
K01630,0.7010448817293908,1
K01631,0.7095675433320613,1
K01633,-0.1591516267491185,1
K01635,-0.0827024879875576,1
K01637,-0.2971370260876559,1
K01638,-0.2904728364936454,1
K01639,-0.4049937057834148,1
K01640,-0.2933167616107555,1
K01641,-0.2127566303254981,1
K01643,-0.166766289917931,1
K01644,-0.1898011141228721,1
K01646,-0.0641094056011202,1
K01647,-0.0921485068583902,1
K01649,-0.2380027572536533,1
K01652,-0.0222335393337378,1
K01653,-0.1625023093468675,1
K01654,-0.2037922183949031,1
K01657,-0.2748782689632458,1
K01658,-0.3156920750988795,1
K01659,-0.2340553511811194,1
K01661,-0.5426126188309869,1
K01662,0.4324921575215434,1
K01664,-0.6031384092621328,1
K01665,-0.5804532303298303,1
K01666,-0.5898792580667673,1
K01667,-0.6636420228916012,1
K01668,-0.3828644980844544,1
K01669,-0.2485633033026843,1
K01671,0.3411546985177114,1
K01673,-0.1381755424762185,1
K01674,0.3911834446366951,1
K01676,-0.4508367155995865,1
K01677,0.2364465465444411,1
K01678,0.2461045314247699,1
K01679,-0.3110475856681683,1
K01681,-0.1897618474769894,1
K01682,0.4620784211936514,1
K01683,0.5505165527215559,1
K01684,-0.261477566474739,1
K01685,0.1112113783072472,1
K01686,0.2590373221159939,1
K01687,-0.287758119402095,1
K01689,0.0302476802141775,1
K01690,-0.3452010630771446,1
K01692,-0.1341458858944876,1
K01693,-0.1350023125400846,1
K01695,-0.2487293529768493,1
K01696,-0.3131786515712481,1
K01697,-0.1461697039173877,1
K01698,-0.2945722445519557,1
K01699,-0.5766511183017204,1
