id,(Intercept),Patient_SexM
K00001,14.792567609743458,-0.9691272717812419
K00003,23.902148660600044,-0.31460700334193925
K00004,7.439638844346944,-2.4365816138237424
K00005,20.843948554742735,-0.3126543342197041
K00007,-17.165170433108035,1.1254252110994878
K00008,13.796846163387999,0.9419623905454555
K00009,9.022537150882771,0.8272493021853995
K00010,10.193377810837948,-1.3751356026077797
K00012,16.059572887667336,1.0594396273722102
K00013,22.501725005198963,-0.388640063429135
K00014,25.218982771169493,0.31314510043804183
K00015,-4.633441492305085,-0.4857567135780194
K00016,23.814278579793505,-0.11205331751638328
K00018,12.721484278050788,0.4911368527555154
K00019,-1.1242847067506208,1.182987105209955
K00020,19.33374774501241,0.5895506074112004
K00023,-17.95881401881627,-0.18686366959696366
K00024,7.710307957123964,-1.474343050818958
K00027,23.255517777147833,0.2558518715104121
K00028,-10.75696021669675,0.03152293477901051
K00029,0.3612868725950015,-0.5029852334876489
K00030,0.6804040152511586,0.40966908281715464
K00031,20.58988675338687,-0.259162811057842
K00033,17.394593402170145,-1.0107863164108304
K00034,7.084199034610754,-1.2135634213213529
K00036,15.891426229045832,-1.0884197348908264
K00038,-2.365276805962013,-1.4460700183662423
K00040,12.631600990563745,1.1170269113230331
K00041,11.649568954914278,0.4049483671879862
K00042,10.130556340237412,0.9366260066896882
K00045,-13.800838976593067,1.1379611518667634
K00046,13.479961299431395,0.2311053382133869
K00048,12.883015216401631,0.8958558705116694
K00050,-5.258804323081293,1.3832953935613137
K00052,22.554543699058623,-0.7797080413828461
K00053,22.43884453860933,-0.7629270058740781
K00054,12.58733151680981,-0.5530175548116871
K00055,3.631021413561165,-0.7699955815070815
K00057,24.682524357652007,-0.08434729634653765
K00058,26.56334980380009,-0.06856818218884854
K00059,28.36762543350769,-0.09930214464252103
K00060,4.5578545334854255,-0.06114307875079519
K00064,-3.0374382400353905,-1.6504470378755502
K00065,10.142979911095532,-0.8716468270362336
K00066,-2.6557528188139043,-1.35963891077232
K00067,24.116942403235214,0.5938399639724552
K00068,5.496950726079236,0.5183565545077459
K00073,3.937703049226312,-0.7673432075605614
K00074,13.145026176703196,0.467283759094687
K00075,24.352530361631395,0.052615977723592444
K00076,6.062651841915052,-0.38537321114537354
K00077,20.39819391260842,-0.4021588440942231
K00078,-2.005887835089798,-1.5834338342712706
K00082,-2.589791229300148,-1.4895201855043392
K00086,-4.046343162113911,0.058595153260479524
K00087,7.995793656942268,-0.16575833507190713
K00088,26.006100881518503,-0.32167778937810215
