Group 1,Group 2,H,p-value,q-value
formed (n=30),liquid (n=31),4.137565036420398,0.04194145881426216,0.1258243764427865
formed (n=30),semi-formed (n=33),0.9280303030302832,0.33537527317132426,0.386229942767068
liquid (n=31),semi-formed (n=33),0.7507782540040466,0.386229942767068,0.386229942767068
