metagene,log2foldchange_After abduction,q-value_After abduction
EC:1.14.13.142,-1.4059701351809957,1.0
EC:1.14.13.149,-0.3071656743390585,1.0
EC:1.14.13.165,1.743557584319542,1.0
EC:1.14.13.2,-0.3870651167549834,1.0
EC:1.14.13.20,-0.7372542366455814,1.0
EC:1.14.13.200,-0.0728664095801855,1.0
EC:1.14.13.22,-0.0865362240319065,1.0
EC:1.14.13.40,-0.5485462878532221,1.0
EC:1.14.13.50,-1.2274702987444188,1.0
EC:1.14.13.59,-0.2431254278959503,1.0
EC:1.14.13.7,-0.0699977836695993,1.0
EC:1.14.13.82,-0.3519081841806382,1.0
EC:1.14.13.83,-0.6194697413590875,1.0
EC:1.14.14.1,0.3790073806608197,1.0
EC:1.14.14.12,-1.226185769550021,1.0
EC:1.14.14.5,-0.5911765904476467,1.0
EC:1.14.14.9,-0.7045529263106358,1.0
EC:1.14.15.11,0.4727056416133506,1.0
EC:1.14.15.13,0.3247414830710432,1.0
EC:1.14.15.3,0.0806553942773818,1.0
EC:1.14.15.7,-0.3391732732478381,1.0
EC:1.14.16.1,0.8845530576822445,1.0
EC:1.14.18.1,0.4945461303713687,1.0
EC:1.14.19.1,-0.6063851234451565,1.0
EC:1.14.19.2,-0.4510926836895244,1.0
EC:1.14.19.3,0.5719920484435346,1.0
EC:1.14.19.9,0.4037312498295573,1.0
EC:1.14.21.7,0.2657898486402767,1.0
EC:1.14.99.44,0.9904615529709724,1.0
EC:1.14.99.46,-0.3556185687696993,1.0
EC:1.14.99.48,2.1459436830779257,1.0
EC:1.14.99.50,-0.6075197855772707,1.0
EC:1.15.1.1,0.0616321782653029,1.0
EC:1.15.1.2,-2.21130162204942,7.593826312147306e-05
EC:1.16.1.1,-0.4295302018953213,1.0
EC:1.16.1.3,-0.5872081730625609,1.0
EC:1.16.1.9,-0.5915711191091735,1.0
EC:1.16.3.1,-1.5545740400206016,0.0233869798325065
EC:1.16.3.2,-0.6814304755357263,1.0
EC:1.17.1.1,-0.6060777402126816,1.0
EC:1.17.1.2,-1.6250170914904336,3.307630073402239e-05
EC:1.17.1.4,-1.8717976399859808,1.3522996906030496e-05
EC:1.17.1.8,0.1026528503342233,1.0
EC:1.17.4.1,0.4703048227034746,1.0
EC:1.17.4.2,-0.0181058851940491,1.0
EC:1.17.7.1,-1.5447881535324974,0.00012788286677214484
EC:1.17.7.3,-1.5447895595100904,0.00012788286677214484
EC:1.17.99.6,1.031396523030207,1.0
EC:1.18.1.1,-0.3314494936254502,1.0
EC:1.18.1.2,-1.899229612563828,2.655687632193102e-06
EC:1.18.1.3,-0.8158576420790937,1.0
EC:1.18.6.1,-2.0232483731333053,0.0775173550744983
EC:1.2.1.10,0.1227582815491603,1.0
EC:1.2.1.11,0.1940747806211621,1.0
EC:1.2.1.12,0.3687702216972287,1.0
EC:1.2.1.16,0.6150631321368334,1.0
EC:1.2.1.18,-0.949670550043678,1.0
EC:1.2.1.19,-0.5892610719869691,1.0
EC:1.2.1.2,-1.4376661740069054,0.0225244982684562
EC:1.2.1.20,0.6297159158875564,1.0
EC:1.2.1.21,1.1526899482852278,1.0
EC:1.2.1.22,1.152768192421716,1.0
EC:1.2.1.24,-0.577166557488831,1.0
EC:1.2.1.27,-1.0006869942865595,1.0
EC:1.2.1.28,-0.2321050306640761,1.0
EC:1.2.1.3,-0.7936025726971345,1.0
EC:1.2.1.38,-0.5590769955333388,1.0
EC:1.2.1.39,-0.0624956306636139,1.0
EC:1.2.1.4,-0.4430130636367209,1.0
EC:1.2.1.41,-0.2120305302080171,1.0
EC:1.2.1.43,-0.3460041642017981,1.0
EC:1.2.1.46,-0.6278323127586831,1.0
EC:1.2.1.58,0.1899084085377508,1.0
EC:1.2.1.60,0.0819372680788381,1.0
EC:1.2.1.68,1.0910566698515436,1.0
EC:1.2.1.70,-0.6944055537456348,1.0
EC:1.2.1.71,-0.6224761798150829,1.0
EC:1.2.1.72,-0.5852194200788667,1.0
EC:1.2.1.76,-0.2272042278342276,1.0
EC:1.2.1.79,0.6292407785250262,1.0
EC:1.2.1.8,0.6263576023018294,1.0
EC:1.2.1.81,-0.7696126036314304,1.0
EC:1.2.1.87,-2.1771578379847187,0.00011331569468306438
EC:1.2.1.88,0.3514777713702174,1.0
EC:1.2.1.9,-0.7508322076174216,1.0
EC:1.2.1.91,-0.5503024248401964,1.0
EC:1.2.3.3,1.227795888931242,1.0
EC:1.2.4.1,1.017479639655367,1.0
EC:1.2.4.2,1.225138585259919,1.0
EC:1.2.4.4,0.8562652115941132,1.0
EC:1.2.5.1,-0.6700076032277331,1.0
EC:1.2.7.1,-1.267706813437238,0.0918558323633605
EC:1.2.7.11,-0.3789426592899065,1.0
EC:1.2.7.3,-0.6361480594721061,1.0
EC:1.2.7.4,-2.6693041763065204,5.323114361218491e-09
EC:1.2.7.5,-2.394161431361388,0.037856221934974
EC:1.2.7.8,-2.496369952613599,1.8811892115070208e-06
EC:1.2.98.1,-0.5778387547807033,1.0
EC:1.2.99.2,-2.096938376649592,6.064703905373378e-07
EC:1.2.99.5,-2.74025751375514,1.8664909643979884e-05
EC:1.2.99.7,-2.2264364123173346,0.1533231753263272
EC:1.20.4.1,0.1716667659624186,1.0
EC:1.20.4.3,-0.0209794730451297,1.0
EC:1.21.4.1,-2.5270162493071235,8.849340741182567e-05
EC:1.21.4.2,-1.7136909858857,0.0288932661002346
EC:1.21.4.4,-2.774857205784285,4.043710110967981e-06
EC:1.21.98.1,-0.2254663248115469,1.0
EC:1.3.1.1,-1.5275321572661409,1.0
EC:1.3.1.10,1.2036701610593412,1.0
EC:1.3.1.106,-1.649962099072491,0.0131039436287918
EC:1.3.1.12,-0.1144931692013179,1.0
EC:1.3.1.14,-0.3979029880804707,1.0
EC:1.3.1.20,-2.183578410639764,0.2446808281461703
EC:1.3.1.22,-1.0124363498731606,1.0
EC:1.3.1.25,0.660895040328976,1.0
EC:1.3.1.28,-0.8546243739817436,1.0
EC:1.3.1.31,-2.1863561520150028,0.0307686404293987
EC:1.3.1.32,0.2995816649802402,1.0
EC:1.3.1.34,-0.3563585256843551,1.0
EC:1.3.1.44,-2.505512894093057,0.00035639464099337383
EC:1.3.1.54,-1.7541714697618112,0.0021626568438183
EC:1.3.1.58,-0.4630105676879907,1.0
EC:1.3.1.76,-0.6889664100099309,1.0
EC:1.3.1.86,-0.3600360464587024,1.0
EC:1.3.1.87,-0.6404185098382718,1.0
EC:1.3.1.9,0.2340597057204169,1.0
EC:1.3.1.98,0.1725953161491469,1.0
EC:1.3.3.11,-0.9048577963178576,1.0
EC:1.3.3.14,0.4007207916306782,1.0
EC:1.3.3.3,-0.570956663079685,1.0
EC:1.3.3.4,0.6858687695316756,1.0
EC:1.3.3.6,-0.4879583478785663,1.0
EC:1.3.4.1,-1.182697041475821,1.0
EC:1.3.5.1,-0.5198175901156219,1.0
EC:1.3.5.2,-0.6885983771795519,1.0
EC:1.3.5.3,-1.6186115998372967,0.5784120949992471
EC:1.3.5.4,0.3654883507772046,1.0
EC:1.3.7.9,-1.9283639388732672,1.0
EC:1.3.8.1,-2.290268337504402,7.924028575954726e-05
EC:1.3.8.4,0.9943977243240252,1.0
EC:1.3.8.6,-0.3349223151960432,1.0
EC:1.3.8.7,-0.5918049815058903,1.0
EC:1.3.8.8,-0.4222030274128632,1.0
EC:1.3.98.1,1.2706544878528356,0.4530198110672226
EC:1.3.99.12,0.4727310051078393,1.0
EC:1.3.99.16,-0.7514362834773303,1.0
EC:1.3.99.22,-0.0738945758992111,1.0
EC:1.3.99.26,-0.9672505119175904,1.0
EC:1.3.99.28,-0.9587954043104124,1.0
EC:1.3.99.29,-0.9608202562101856,1.0
EC:1.3.99.31,-0.92101184808319,1.0
EC:1.3.99.33,-0.0301759698841213,1.0
EC:1.3.99.4,-1.288595535733641,1.0
EC:1.3.99.5,-1.2206460641218733,1.0
EC:1.3.99.8,-0.4342726793049547,1.0
EC:1.4.1.1,-0.0577488354557694,1.0
EC:1.4.1.11,-0.7921005808391144,1.0
EC:1.4.1.13,-0.2944285322642181,1.0
EC:1.4.1.14,-0.2987123936124101,1.0
EC:1.4.1.16,-1.968150602157192,0.0006398412696133881
EC:1.4.1.2,0.0136198645572265,1.0
EC:1.4.1.21,-0.9649275749746672,1.0
EC:1.4.1.23,-0.3544385857841452,1.0
EC:1.4.1.3,-1.8309356433185324,0.0052261809197622
EC:1.4.1.4,-0.2597997403303984,1.0
EC:1.4.1.9,-1.1156003339294345,1.0
EC:1.4.3.16,-1.8589683073138936,1.919416025356211e-06
EC:1.4.3.19,1.3100214197744575,1.0
EC:1.4.3.21,-0.7153792014369718,1.0
EC:1.4.3.3,0.4727310051078393,1.0
EC:1.4.3.4,-1.0421391817107957,1.0
EC:1.4.3.5,-0.5592383530368741,1.0
EC:1.4.4.2,-0.2362855562721025,1.0
EC:1.4.7.1,-2.694762889633793,2.6997969532646717e-10
EC:1.4.99.6,0.8846093001247775,1.0
EC:1.5.1.2,0.0921731885904501,1.0
EC:1.5.1.20,-0.5032139380418794,1.0
EC:1.5.1.24,-1.9243751527469937,0.785294631714082
EC:1.5.1.28,0.8975150364747162,1.0
EC:1.5.1.3,0.2208495382780028,1.0
EC:1.5.1.34,-0.738819598399842,1.0
EC:1.5.1.36,-0.3741325852070665,1.0
EC:1.5.1.38,0.0795273757426329,1.0
EC:1.5.1.39,-0.76019536074094,1.0
EC:1.5.1.41,-0.5872081730625609,1.0
EC:1.5.1.5,0.1724596392296399,1.0
EC:1.5.1.7,-2.216338705729933,0.0004674209094996987
EC:1.5.3.1,-2.124933059870997,0.0869930494241383
EC:1.5.5.1,0.994449449504523,1.0
EC:1.5.5.2,-1.0041535894166465,1.0
EC:1.5.98.2,-0.9441249235874504,1.0
EC:1.5.99.6,0.1080277323438103,1.0
EC:1.6.1.1,-0.3667636523712887,1.0
EC:1.6.1.2,-0.3730382702982793,1.0
EC:1.6.3.4,0.7665546556044041,1.0
EC:1.6.5.2,0.1363872904476877,1.0
EC:1.6.5.3,-0.9736474354755976,0.811963464560301
EC:1.6.5.5,-0.4229521251755204,1.0
EC:1.6.99.1,-1.6537988609167438,1.0
EC:1.6.99.3,1.162553521195579,1.0
EC:1.7.1.13,0.1524127875640742,1.0
EC:1.7.1.15,1.1364409411321224,1.0
EC:1.7.1.7,1.2733692756057593,1.0
EC:1.7.2.1,-0.0448813109092099,1.0
EC:1.7.2.2,-0.8722589558885423,1.0
EC:1.7.2.3,-0.8147724143732598,1.0
EC:1.7.2.4,0.8020330100903845,1.0
EC:1.7.2.5,-0.476012753722828,1.0
EC:1.7.3.3,-0.6074695639318353,1.0
EC:1.7.7.1,-2.2529570446700538,0.00016996265461517078
EC:1.7.99.1,-1.755402615546135,6.662457976741296e-05
EC:1.7.99.4,0.8015105378095078,1.0
EC:1.8.1.14,2.247752862196177,0.8853463987016948
EC:1.8.1.15,-0.7150876581212433,1.0
EC:1.8.1.2,1.430388325189719,1.0
EC:1.8.1.4,0.8398161891826649,1.0
EC:1.8.1.7,1.1316989473371952,1.0
EC:1.8.1.8,-0.7424029313995153,1.0
EC:1.8.1.9,-0.0800775965533787,1.0
EC:1.8.2.2,0.6496396393040058,1.0
EC:1.8.4.11,0.9998926901558702,1.0
EC:1.8.4.12,0.8226896734352096,1.0
EC:1.8.4.8,0.1369313658576895,1.0
EC:1.8.5.2,1.1458697748739448,1.0
EC:1.8.5.3,-0.9480125195829128,1.0
EC:1.8.7.1,-0.4913778599696634,1.0
EC:1.8.98.1,-3.1690477569073545,3.856024827611898e-06
EC:1.8.99.2,-2.0194754789434235,1.0
EC:1.9.3.1,-0.7210451948989596,1.0
EC:1.97.1.4,-0.134865394853172,1.0
EC:1.97.1.9,-1.7963268255584055,0.0006014275616076754
EC:2.1.1.10,0.1762512258723092,1.0
EC:2.1.1.104,-0.4931494482225307,1.0
EC:2.1.1.107,-0.4971921851666165,1.0
EC:2.1.1.113,-1.55937093161097,1.0
EC:2.1.1.13,-1.721629808832593,2.4877555502514752e-06
EC:2.1.1.130,-1.9069451361785528,2.9857173334745543e-05
EC:2.1.1.131,-2.0181301289936355,1.0893862839660967e-05
EC:2.1.1.132,-2.1175478114061046,2.8937757755823452e-05
EC:2.1.1.133,-2.09939238664184,1.91022324832043e-06
EC:2.1.1.14,1.0303150936987702,1.0
EC:2.1.1.144,-0.7468315280311633,1.0
EC:2.1.1.148,-1.854719293762027,0.0360933243682603
EC:2.1.1.151,-2.159966032494684,5.068791654478171e-06
EC:2.1.1.152,0.4298556736528491,1.0
EC:2.1.1.157,-0.5330259429273707,1.0
EC:2.1.1.163,0.3868027573009092,1.0
EC:2.1.1.166,-0.7735498785340604,1.0
EC:2.1.1.170,0.1958910312236215,1.0
EC:2.1.1.171,-0.7306827645496463,1.0
EC:2.1.1.172,0.4123104318482489,1.0
EC:2.1.1.173,-0.6390518101062366,1.0
EC:2.1.1.174,-0.5872081730625609,1.0
EC:2.1.1.176,0.1005645876995867,1.0
EC:2.1.1.177,0.1659293375062266,1.0
EC:2.1.1.178,-0.4976987091687184,1.0
EC:2.1.1.181,-0.7300409888369275,1.0
EC:2.1.1.182,0.1773493267845833,1.0
EC:2.1.1.184,-0.4257545199898265,1.0
EC:2.1.1.185,0.1622150139775381,1.0
EC:2.1.1.186,-0.5810229560906055,1.0
EC:2.1.1.187,0.3195032265222703,1.0
EC:2.1.1.189,-0.6586081497350149,1.0
EC:2.1.1.190,-0.0793159576986328,1.0
EC:2.1.1.191,-0.3753060616178514,1.0
EC:2.1.1.192,-0.1910984160586664,1.0
EC:2.1.1.193,0.1367126119742499,1.0
EC:2.1.1.195,-1.984513800791929,0.00011119724443860644
EC:2.1.1.196,-1.6474791796051305,0.3903430074923688
EC:2.1.1.197,-0.6666906557977326,1.0
EC:2.1.1.198,0.1922598315381795,1.0
EC:2.1.1.199,-0.006411767062904,1.0
EC:2.1.1.200,-0.6390518101062366,1.0
EC:2.1.1.201,0.3886685592040481,1.0
EC:2.1.1.207,0.1055965654292626,1.0
EC:2.1.1.217,-0.0392431116352928,1.0
EC:2.1.1.219,-0.281287408677322,1.0
EC:2.1.1.220,-0.281287408677322,1.0
EC:2.1.1.222,-0.8056337129726405,1.0
EC:2.1.1.223,-1.6981180883255926,0.0135750222295947
EC:2.1.1.226,-0.452493991720571,1.0
EC:2.1.1.227,-0.4524808802645912,1.0
EC:2.1.1.228,0.1857492026181467,1.0
EC:2.1.1.234,-0.0136576256203392,1.0
EC:2.1.1.235,-0.3343294457393215,1.0
EC:2.1.1.242,-1.3752206100912567,1.0
EC:2.1.1.245,-3.23327028390651,5.290205539025667e-09
EC:2.1.1.246,-2.962278873576365,0.0002566647771458949
EC:2.1.1.248,0.6055246603984717,1.0
EC:2.1.1.250,-2.7822201576318872,0.0076092216052304
EC:2.1.1.255,0.4600583001324682,1.0
EC:2.1.1.258,-3.1726727880476644,3.569574622766425e-09
EC:2.1.1.264,-0.6390518101062366,1.0
EC:2.1.1.265,-0.6843658192636888,1.0
EC:2.1.1.266,-0.6232043879888836,1.0
EC:2.1.1.271,-2.0211653685549957,8.567526351862389e-06
EC:2.1.1.289,-1.635755587471729,0.4582636240147179
EC:2.1.1.297,0.2166404555980531,1.0
EC:2.1.1.298,-0.8357296666157552,1.0
EC:2.1.1.33,0.1850195805572403,1.0
EC:2.1.1.34,-0.9959283816468936,1.0
EC:2.1.1.35,-0.4278817762933227,1.0
EC:2.1.1.37,-0.4341060725500052,1.0
EC:2.1.1.44,-0.6072707286863834,1.0
EC:2.1.1.45,0.1758543676457221,1.0
EC:2.1.1.61,-0.6516123469146069,1.0
EC:2.1.1.63,0.2165113929835291,1.0
EC:2.1.1.64,-0.8056337129726405,1.0
EC:2.1.1.72,0.1684895897819149,1.0
EC:2.1.1.74,0.6684313387703681,1.0
EC:2.1.1.77,-0.7860270145801456,1.0
EC:2.1.1.79,-0.3472430887963442,1.0
EC:2.1.1.80,-1.2923930053217432,0.5315195032242362
EC:2.1.1.90,-1.6654623063635805,0.5565259324247669
EC:2.1.2.1,0.1417751385223273,1.0
EC:2.1.2.10,-0.1278371251209008,1.0
EC:2.1.2.11,-0.2442961593335045,1.0
EC:2.1.2.13,-0.8525629184991279,1.0
EC:2.1.2.2,0.1971109366969492,1.0
EC:2.1.2.3,0.1657560223519619,1.0
EC:2.1.2.5,-1.7366229993642608,0.1901481822095992
EC:2.1.2.9,0.1811570668425295,1.0
EC:2.1.3.11,-0.782656191109087,1.0
EC:2.1.3.2,0.1765654829673524,1.0
EC:2.1.3.3,0.0320811660424357,1.0
EC:2.1.3.6,-0.2889548260361558,1.0
EC:2.10.1.1,-0.6013842023327736,1.0
EC:2.2.1.1,-0.4369761533577636,1.0
EC:2.2.1.10,-2.1337305350957143,0.4281855984963463
EC:2.2.1.2,-0.4208510101931846,1.0
EC:2.2.1.6,-0.0412016493235053,1.0
EC:2.2.1.7,-0.7538910197990396,1.0
EC:2.2.1.9,0.6950178224189284,1.0
EC:2.3.1.1,-0.7158693312014694,1.0
EC:2.3.1.102,-0.2694491027584766,1.0
EC:2.3.1.109,-0.622389609234685,1.0
EC:2.3.1.117,-0.4304185437462695,1.0
EC:2.3.1.118,-1.5418300368746731,0.3284351438903122
EC:2.3.1.12,1.0815880833120777,1.0
EC:2.3.1.128,0.1105889862867438,1.0
EC:2.3.1.129,-0.6798141783463005,1.0
EC:2.3.1.15,0.0984417922300122,1.0
EC:2.3.1.157,0.6709238807727863,1.0
EC:2.3.1.16,-0.4558972293063905,1.0
EC:2.3.1.168,2.094734659627174,0.7924356834059018
EC:2.3.1.169,-3.171642640636226,3.778722599545202e-09
EC:2.3.1.174,-0.4364590215784605,1.0
EC:2.3.1.178,-0.3574039734706709,1.0
EC:2.3.1.179,0.1827315924139121,1.0
EC:2.3.1.18,-1.2824799372682558,1.0
EC:2.3.1.180,0.3039604250526851,1.0
EC:2.3.1.181,-0.4778998226815296,1.0
EC:2.3.1.182,-0.789688392532212,1.0
EC:2.3.1.183,-0.1378547751564144,1.0
EC:2.3.1.184,0.0659296067467263,1.0
EC:2.3.1.187,0.8282119625339865,1.0
EC:2.3.1.189,-0.4328546745772703,1.0
EC:2.3.1.19,-0.7270137032209423,1.0
EC:2.3.1.191,-0.7888289371475696,1.0
EC:2.3.1.193,-0.6552188008739708,1.0
EC:2.3.1.20,0.745902193749559,1.0
EC:2.3.1.201,-2.1174421482765293,0.122044228930771
EC:2.3.1.203,-0.5285105663788048,1.0
EC:2.3.1.204,0.966948929213178,1.0
EC:2.3.1.207,0.8967974839321731,1.0
EC:2.3.1.210,-0.6595817469205831,1.0
EC:2.3.1.222,-1.0987262225697227,1.0
