metagene,log2foldchange_liquid,log2foldchange_semi-formed,q-value_liquid,q-value_semi-formed
K00134,-0.1165492325967353,-0.0111398722691348,1.0,1
K00135,-0.2581019231091749,-0.4345885151786658,1.0,1
K00137,-0.6725147530754662,-0.4093310923233715,1.0,1
K00138,-0.1544734604719214,-0.6706516581037112,1.0,1
K00140,0.5240212276977937,-0.4315959242799748,1.0,1
K00141,1.095974702019852,0.2711226372988773,1.0,1
K00145,0.2081997285320612,-0.0315284061219203,1.0,1
K00146,-0.5725579041813272,-0.438434576451241,1.0,1
K00147,0.3502267913985192,0.2381644348513698,1.0,1
K00148,1.6259514254073757,0.6035491916406928,1.0,1
K00151,0.1923443736743844,-0.0375175325631585,1.0,1
K00153,2.120230077416455,1.1509421787632048,1.0,1
K00154,0.7189371025963205,0.2033351353318973,1.0,1
K00156,-0.1524659521146715,-0.6540722223719542,1.0,1
K00158,-0.4280503637539165,-0.0908739102995861,1.0,1
K00161,0.2119948569740067,0.0141941052377079,1.0,1
K00162,0.2115337477306166,-0.0008595212872181124,1.0,1
K00163,0.1088171253436197,-0.515934104963675,1.0,1
K00164,-1.0786020108731336,-0.7647634389408666,1.0,1
K00166,-0.8313541365405502,-0.1822847957221706,1.0,1
K00167,-0.8313541365405502,-0.1822847957221706,1.0,1
K00169,1.0316633161905022,0.6734912807896747,1.0,1
K00170,1.841537911994465,1.363010087877589,1.0,1
K00171,2.226928208691936,1.7513433796529718,1.0,1
K00172,0.9940111172521098,0.5817303874181743,1.0,1
K00174,-0.2163327924830934,0.0557328097018364,1.0,1
K00175,-0.2156163072049187,0.0633704855575366,1.0,1
K00176,-0.2371978668752052,0.0549831718930701,1.0,1
K00177,-0.2820845297302242,0.0750702419699963,1.0,1
K00179,0.1204938295028645,0.359197053248676,1.0,1
K00180,0.0862638760999258,0.3926363691655049,1.0,1
K00184,0.1574053083477283,0.4620444747295369,1.0,1
K00185,0.2885743212377681,0.6293671031592067,1.0,1
K00194,-0.028815549775812,0.0978686584355999,1.0,1
K00196,0.4306730471457241,0.1543912805984014,1.0,1
K00197,-0.0284264413367695,0.1067149569455788,1.0,1
K00198,0.3933430495197432,0.0946690965990407,1.0,1
K00208,-0.9650353391511698,-0.2032348734870528,1.0,1
K00209,-0.2511527150430584,0.0208577175997881,1.0,1
K00210,0.6133208853862938,0.4655495260816364,1.0,1
K00215,0.0458932971265281,-0.0136481653780994,1.0,1
K00216,-0.712530803995384,-0.6455514799791122,1.0,1
K00217,1.156639662112107,0.8572211408111079,1.0,1
K00219,0.1379474193907131,-0.5011539262826343,1.0,1
K00226,0.0332703343896743,0.2254884762558027,1.0,1
K00228,-0.7763027048061205,-0.5309330604120763,1.0,1
K00230,-0.4853838043020958,-0.4958370075034635,1.0,1
K00231,0.4833803566598929,0.1669847589980767,1.0,1
K00232,1.590018598745103,0.7126782643861523,1.0,1
K00239,-0.3839251233679329,-0.3559033037600236,1.0,1
K00240,-0.3919650007976635,-0.2436798527569317,1.0,1
K00241,-0.7432768874883403,-0.5990293329523859,1.0,1
K00242,0.0679034492467245,-0.4255660131919002,1.0,1
K00243,0.1571030890589478,0.196340431993761,1.0,1
K00244,-0.5834662526305779,-0.0041149489085141,1.0,1
K00245,-0.9144645081714838,-0.6174462122261393,1.0,1
K00246,-0.912884701571598,-0.6158664056262535,1.0,1
K00247,-0.880587704701225,-0.7259660985302199,1.0,1
K00248,1.1693106615141426,0.5181286334785773,1.0,1
K00249,2.145489783763437,1.2354656249212594,1.0,1
K00252,1.6313596525226166,0.2798278753195848,1.0,1
K00253,0.5696242828188633,0.345025946429397,1.0,1
K00254,-0.2759657683856282,-0.5175638933487852,1.0,1
K00255,1.794881886484987,0.5642048671012381,1.0,1
K00257,1.1490289368585789,0.6591864308023071,1.0,1
K00259,-0.0689799904077717,0.1349912102755142,1.0,1
K00260,0.2887776907606675,-0.0346675685163481,1.0,1
K00261,0.8081485512721465,0.0745772177937311,1.0,1
K00262,0.2517954913017255,0.1955297987464505,1.0,1
K00263,1.4979409069679297,1.017912830876886,1.0,1
K00265,-0.7179004625908091,-0.3795674192970601,1.0,1
K00266,0.1435742706170728,-0.1199606262983167,1.0,1
K00271,2.0900916801875966,1.1309228182726287,1.0,1
K00273,1.1286017449078836,0.4452260895262758,1.0,1
K00274,0.6612593560375392,0.3520530542530397,1.0,1
K00275,-0.3300246056553874,-0.5063904418940557,1.0,1
K00276,-0.3377260799526667,-0.6817500823563736,1.0,1
K00278,0.2115075075445854,-0.0072699133539549,1.0,1
K00281,-0.467864276838153,-0.2816005216975136,1.0,1
K00282,0.4255619502402239,0.9815168509449116,1.0,1
K00283,0.4460819630292223,0.8962325296379436,1.0,1
K00284,0.7709632463366431,0.4092421526335332,1.0,1
K00285,-0.0585147104647953,-0.5688027445224901,1.0,1
K00286,0.0115491543735114,0.019417752941142,1.0,1
K00287,-0.0119931482310329,0.101081137140455,1.0,1
K00290,0.730849177078337,0.8454138003781357,1.0,1
K00294,0.7003469086692814,0.5961361021914047,1.0,1
K00297,0.3397925582601847,-0.0580935297793537,1.0,1
K00298,0.0938069994227187,-0.2745164452491743,1.0,1
K00299,0.2683406300262501,-0.3414425778015316,1.0,1
K00301,1.410940560109723,1.113421264240175,1.0,1
K00302,1.4956620126443982,0.3323563584086988,1.0,1
K00303,0.8518440086294977,0.4575020736623289,1.0,1
K00304,1.574363071803619,0.4758199645125532,1.0,1
K00305,1.324926678035331,0.5643518677387127,1.0,1
K00311,0.6335849798464758,0.3694884266523813,1.0,1
K00313,0.6889257527797157,0.1175235941788042,1.0,1
K00316,0.1743838728260002,-0.6672739598700792,1.0,1
K00318,0.9533022550553244,0.73841059671377,1.0,1
K00320,0.970692286168043,0.7977165300719202,1.0,1
K00322,-0.6208089601082835,-0.4395361409150456,1.0,1
K00324,0.0627625520520739,-0.4020264560169206,1.0,1
K00325,0.0286542038729396,-0.48224263562657,1.0,1
K00330,-0.4696991548624077,-0.2554440165835626,1.0,1
K00331,-0.4480586649269621,-0.2779353758226583,1.0,1
K00332,1.5583266312424389,0.7991533874209602,1.0,1
K00333,1.523898233961199,0.8107785392970064,1.0,1
K00334,-0.2948466809894596,-0.0752281332219254,1.0,1
K00335,-0.3290376483668519,-0.358905778267425,1.0,1
K00336,-0.1691991454441179,-0.0961073279518813,1.0,1
K00337,-0.4077502455581926,-0.2475055838661953,1.0,1
K00338,-0.4523571966761516,-0.2416926308800819,1.0,1
K00339,-0.4523571966761516,-0.2416926308800819,1.0,1
K00340,-0.6601390851826622,-0.5335382085925473,1.0,1
K00341,-0.4481068588485696,-0.2779835697442662,1.0,1
K00342,-0.4716028378119904,-0.2573476995331449,1.0,1
K00343,-0.4674167868493709,-0.2936742722804072,1.0,1
K00344,0.0738660136742601,-0.3409030395908629,1.0,1
K00346,-0.8088535923146963,-0.635685126563073,1.0,1
K00347,-0.8406162321255145,-0.6472571534034606,1.0,1
K00348,-0.7827908751929261,-0.5321670102441751,1.0,1
K00349,-0.8406162321255145,-0.6472571534034606,1.0,1
K00350,-0.8271759458190905,-0.6394082943647148,1.0,1
K00351,-0.8334647935527403,-0.4947394180761779,1.0,1
K00354,0.2698913676673207,-0.2104783099390362,1.0,1
K00355,0.113169433499135,-0.2647951630282801,1.0,1
K00356,0.3149557783119252,-0.0304255701459177,1.0,1
K00360,1.664909985302899,0.7106844439101438,1.0,1
K00362,-0.7855088463591932,-0.7688943485474407,1.0,1
K00363,-0.5421597997391484,-0.5513807218321614,1.0,1
K00364,-0.4764912843248975,-0.2469415311498499,1.0,1
K00365,1.6647407525546494,0.710531016441284,1.0,1
K00366,0.7309504776678765,0.4553629113113745,1.0,1
K00368,1.6624650780423078,1.232065630112252,1.0,1
K00370,-0.6466577553101299,-0.5120751974671045,1.0,1
K00371,-0.5356222717176512,-0.443127275974397,1.0,1
K00372,0.0158958292140148,-1.2022964462236163,1.0,1
K00373,-0.7161156875275444,-0.611647329072176,1.0,1
K00374,-0.4851299240103187,-0.4067108311887894,1.0,1
K00375,0.0561433926847982,-0.3924228616895389,1.0,1
K00376,0.7848276830629566,0.3554474035817998,1.0,1
K00380,-1.439092286459046,-1.0658133849180684,1.0,1
K00381,-1.077970793147606,-0.93035324718038,1.0,1
K00382,-0.1134387067867828,0.0583581055251752,1.0,1
K00383,-0.23107721511214,-0.2220066995123487,1.0,1
K00384,0.0805689601592749,0.0451710490689799,1.0,1
K00385,0.1044774863081536,-0.0466515906039606,1.0,1
K00389,0.1085919040571714,-0.3670833052131938,1.0,1
K00390,-0.1241721525404478,-0.0701798064572515,1.0,1
K00392,2.0907724742268914,1.0020382914733703,1.0,1
K00394,1.3526787051621867,1.0585335874954096,1.0,1
K00395,1.36105220044778,1.072041597779891,1.0,1
K00404,0.5266913061017591,-0.0491835716364153,1.0,1
K00405,0.5286160120009372,-0.0578899199190992,1.0,1
K00406,0.5210732321712359,-0.1049780878625603,1.0,1
K00407,0.5305063859799654,-0.0578899199190992,1.0,1
K00410,0.9460062079417058,0.1162950710974064,1.0,1
K00411,0.7550904013462117,-0.0015250055662157,1.0,1
K00412,0.755090401346212,-0.0002814402646062475,1.0,1
K00413,0.627652766059645,0.3823900964850623,1.0,1
K00425,-0.588220063892989,-0.3233851659063158,1.0,1
K00426,-0.586525904373928,-0.4827615560164607,1.0,1
K00427,-0.7880379043741667,-0.6153312112783376,1.0,1
K00428,-0.5651367065125733,-0.2833408832458694,1.0,1
K00432,-0.7838066934113709,-0.5972735937416149,1.0,1
K00433,-0.3046039031351816,-0.7035414093560972,1.0,1
K00435,0.9998087395964536,0.1679961921078888,1.0,1
K00446,1.992916690479701,0.5510133558409311,1.0,1
K00448,1.0656028314762378,0.1668579491246014,1.0,1
K00449,1.0656028314762378,0.1929468370947952,1.0,1
K00450,0.903481508858211,-0.5898209934083325,1.0,1
K00451,1.6275974527553814,0.6776132733046067,1.0,1
K00453,2.0544553386750564,1.1074445512148927,1.0,1
K00455,-0.6664169675774242,-0.2366344954154799,1.0,1
K00457,0.977951148331125,-0.0365972133663167,1.0,1
K00459,0.8682327712204767,-0.2146998820996487,1.0,1
K00466,1.1716701383068244,0.4936915620357957,1.0,1
K00479,1.6737439643453729,0.6103051888907102,1.0,1
K00480,0.939037861409014,-0.0315113067883843,1.0,1
K00481,1.2520740028197512,0.281092699907253,1.0,1
K00483,0.8750612474138391,0.1538230028718746,1.0,1
K00484,-0.4362447936758397,-0.4248313619416063,1.0,1
K00491,0.1516391086049724,0.7474016792656357,1.0,1
K00493,1.1725120276467478,0.540202662365717,1.0,1
K00496,1.4107130727422326,0.9296290080657832,1.0,1
K00499,1.794881886484987,0.6780742442418437,1.0,1
K00500,0.5501250372837322,0.4343503449869865,1.0,1
K00505,1.1931073850329126,0.4801975381837496,1.0,1
K00507,2.202406172723559,1.2647718140666286,1.0,1
K00508,0.8745374666438844,0.3046357672897456,1.0,1
K00510,1.3991501875013803,-0.0053338574660735,1.0,1
K00517,1.4598792179015112,0.6921525683134312,1.0,1
K00518,1.3758420332688543,0.7838786335544445,1.0,1
K00520,1.2768843323916728,0.6506369918924688,1.0,1
K00523,1.494817092644571,0.3372099048264654,1.0,1
K00525,-0.18690299821741,-0.0885784713670107,1.0,1
K00526,-0.1744536818034453,-0.1485612183914218,1.0,1
K00527,0.1084947612559703,0.1232310796822286,1.0,1
K00528,0.2349552981511292,-0.3909379599285627,1.0,1
K00529,0.5347305882786477,-0.0502584324369892,1.0,1
K00532,0.335669893309971,-0.1482981512480983,1.0,1
K00533,0.8427219795128005,0.860078724265857,1.0,1
K00537,-0.1533771023411692,-0.1133301592844087,1.0,1
K00547,-0.0148615653739084,-0.0656464626508244,1.0,1
K00548,0.1682576679256129,0.1672655303674341,1.0,1
K00549,-0.4619667143042326,-0.4503611237526466,1.0,1
K00554,0.0429760818230575,0.0708280617078984,1.0,1
K00556,-0.5241602117988259,-0.5269233241668541,1.0,1
K00557,-0.9865764859173848,-1.0261642733977645,1.0,1
K00558,0.4381499406557643,0.285805780665557,1.0,1
K00560,-0.056011461090017,0.0782217003701271,1.0,1
K00561,0.802490597447092,0.837997948671287,1.0,1
K00563,0.0888682063393738,-0.144820663630287,1.0,1
K00564,-0.0830310434838608,-0.2382972208943541,1.0,1
K00566,0.0033828261142462,0.1028649476039271,1.0,1
K00567,-0.0658380517907053,0.0846629241204259,1.0,1
K00568,0.0365089269976968,0.2732090867189035,1.0,1
K00571,0.1114268079687976,0.317695955156399,1.0,1
K00573,0.0758920088453526,-0.4652161472894904,1.0,1
K00574,-0.1884210183824467,-0.1760840234754684,1.0,1
K00575,0.278937380445412,-0.4576929156958328,1.0,1
K00588,1.942882145644908,1.0273507468287488,1.0,1
K00590,0.8740946756439243,0.1152907724230967,1.0,1
K00594,1.3528732192132673,0.9565217422022054,1.0,1
K00595,1.3408346854358402,0.5919855635855513,1.0,1
K00596,1.3576509688287064,0.6646348717678598,1.0,1
K00598,0.3621083476947598,-0.1580819880027992,1.0,1
K00600,0.0721755681197022,0.0762399477973465,1.0,1
K00602,0.0192116602778085,0.0389247841757811,1.0,1
K00603,-0.4450876505515383,-0.0748773257571577,1.0,1
K00604,0.0307788104488716,0.0533842215194531,1.0,1
K00605,-0.4746456037286185,-0.0737435296442532,1.0,1
K00606,-0.1288043711952143,-0.0603712714035048,1.0,1
K00609,0.0229409309369199,0.0721098279368043,1.0,1
K00610,0.1180092276702352,0.0459657303562304,1.0,1
K00611,-0.2076695365777036,-0.1967766871904898,1.0,1
K00612,1.524546678239493,0.4973792355271532,1.0,1
K00615,0.2072903798958499,0.0125821775591409,1.0,1
K00616,-0.2034013034694691,-0.2497119281661327,1.0,1
K00619,1.7602909825194808,1.0596251946324615,1.0,1
K00620,0.6977154696359958,0.143709082217765,1.0,1
K00625,0.2300504800858436,0.3429476080431847,1.0,1
K00626,-0.0321775481664107,-0.2189065438321019,1.0,1
K00627,-0.0577938584759356,-0.1664261552259609,1.0,1
K00631,-0.93024815979164,-0.6819149637961692,1.0,1
K00632,0.3037570068147169,-0.593672630182521,1.0,1
K00633,0.1388567039906392,0.6276441849844129,1.0,1
K00634,-0.6914169448474775,-0.7693303386529684,1.0,1
K00638,0.5954000595896922,-0.0493301489937811,1.0,1
K00639,-0.8217420466199473,0.0534533697739214,1.0,1
K00640,-0.0329988823104503,0.0021778542022044,1.0,1
K00641,0.4671205059269949,0.5168459799244933,1.0,1
K00645,0.0060378984368094,-9.88637269205006e-05,1.0,1
K00646,1.1608011076100286,1.1146765510592471,1.0,1
K00647,-0.9442350593869592,-0.3237184218383118,1.0,1
K00648,0.0296023451769452,-0.0127440626519096,1.0,1
K00651,0.1983862016843467,-0.038624830833658,1.0,1
K00652,-0.9669880051803916,-0.3087563983345255,1.0,1
K00655,0.1318291981486216,0.0502059121610237,1.0,1
K00656,-0.0536503157759798,-0.0440031644034095,1.0,1
K00657,-0.5635330276713683,-0.1024913602545707,1.0,1
K00658,-0.907686902924792,-0.5935618121227411,1.0,1
K00661,0.0539879794916419,0.1364390528233287,1.0,1
K00662,0.7205948660149825,0.5148618109897374,1.0,1
K00663,1.930677136141812,1.5678815153130623,1.0,1
K00666,0.5324738101109848,0.2225189089860863,1.0,1
K00673,-0.8392872639523982,-0.552290889147065,1.0,1
K00674,0.0512060315036818,-0.5961258766711193,1.0,1
K00675,0.21493998977935,-0.4139186033577109,1.0,1
K00677,-0.3994866253229453,-0.290857353989687,1.0,1
K00680,0.0465367802878816,0.3076591005721736,1.0,1
K00681,-0.5770426122273279,-0.5943641219322688,1.0,1
K00683,1.229408177744962,0.94915937149708,1.0,1
K00684,-0.3014814991536353,0.4993369689696285,1.0,1
K00685,0.7837244654590653,0.6998629704569965,1.0,1
K00686,0.5059182208885349,-0.265805789196103,1.0,1
K00687,0.5819490792994854,-0.0201360589576713,1.0,1
K00688,0.2854508277251234,-0.0837479541320589,1.0,1
K00689,1.1812180377688604,1.4785253183313145,1.0,1
K00690,0.0024491116412425,0.0631126385215124,1.0,1
K00691,0.0107501894419974,0.2446123002202619,1.0,1
K00692,-0.2513999523178634,0.2447520845691812,1.0,1
K00694,-0.0212335548361889,-0.4259175588142713,1.0,1
K00697,0.066984999509255,-0.4455492148330724,1.0,1
K00700,0.3771058824419668,0.0653369699678332,1.0,1
K00702,1.1599763938392198,1.1224226994941788,1.0,1
K00703,0.2661844140804812,0.0335783510973471,1.0,1
K00705,0.3554916809354036,0.1810130184129018,1.0,1
K00712,-0.8537622015348113,-0.3626585345437393,1.0,1
K00720,0.9255891683735522,-0.6226002615709614,1.0,1
K00721,0.5217576244886353,0.4504603573241583,1.0,1
K00729,0.8433254115403307,0.4711448693843877,1.0,1
K00737,0.3837080134326264,0.2275789199754471,1.0,1
K00748,-0.3748610435503264,-0.2293475315163688,1.0,1
K00752,1.6134249631289208,1.2209012992203736,1.0,1
K00754,0.4660184936521334,0.1541262500386021,1.0,1
K00756,0.1995239089824257,-0.0163651487607348,1.0,1
K00757,0.356284112089346,0.1496472224673726,1.0,1
K00758,0.0685129220116542,-0.2839997119908991,1.0,1
K00759,-0.0576154240938818,0.0805681500701699,1.0,1
K00760,-0.0040404022529189,-0.1248243870401495,1.0,1
K00761,0.0135434056886962,0.0592091157094487,1.0,1
K00762,0.1887762562885312,0.1448379915542704,1.0,1
K00763,0.0287790180710837,0.0347133678070802,1.0,1
K00764,0.0343757857023117,0.05939843954484,1.0,1
K00765,0.0684803665077319,0.0201780209036329,1.0,1
K00766,0.3082745488860486,-0.1610604333875077,1.0,1
K00767,0.1524206737496473,-0.0686442208828161,1.0,1
K00768,0.7239810112744405,0.6144912101237388,1.0,1
K00769,-0.7540404566550126,-0.2421392871396699,1.0,1
K00772,1.2471894794072382,0.7674270671500716,1.0,1
K00773,0.0075234057481838,0.0156853503647278,1.0,1
K00782,0.0816878454503158,-0.0800444643826983,1.0,1
K00783,0.0091171470926439,0.0791143036626749,1.0,1
K00784,0.0617678263339741,0.1091275256585627,1.0,1
K00786,0.0842569172874495,-0.4040882860765227,1.0,1
K00788,-0.2257348700384254,-0.1908350895829047,1.0,1
K00789,0.0805186286757471,0.0725619748718912,1.0,1
K00790,0.0161218509801084,0.0629825485563888,1.0,1
K00791,-0.0057624381894011,0.0858003661977494,1.0,1
K00793,-0.0682985825218271,-0.0454803283476784,1.0,1
K00794,-0.0154676194141077,0.0078068415754298,1.0,1
K00795,-0.6169440713877453,-0.6741431270088132,1.0,1
K00796,-0.3059072403356814,-0.2281039745001417,1.0,1
K00797,0.0788994014050217,-0.0770872108223473,1.0,1
K00798,0.3821619594932071,0.1742023397969188,1.0,1
K00799,-0.6607328520148409,-0.120222942675637,1.0,1
K00800,0.0231014229158621,-0.0348761035221389,1.0,1
K00801,-0.1143586926770088,0.0100148388958355,1.0,1
K00803,0.9575273263620856,-0.0520667133864261,1.0,1
K00805,0.1224839601707529,0.0684100931145537,1.0,1
K00806,0.0009828965166228665,0.0378521610838844,1.0,1
K00809,0.7954301219350981,0.371909645481337,1.0,1
K00812,-0.0125198752603219,0.1287373055287175,1.0,1
K00813,-0.9134215962905816,-0.3149114960144502,1.0,1
K00817,0.0822201794035646,-0.1702216257269714,1.0,1
K00818,0.0219180119318751,0.1379906914552255,1.0,1
K00819,0.6231587556501499,0.5532007722373162,1.0,1
K00820,0.0635011194208424,0.0608054475439587,1.0,1
K00821,0.0557098606050184,0.0459176406209943,1.0,1
K00822,0.584608972099842,0.4057341418811889,1.0,1
K00823,-0.3107336903839086,-0.4956801195552676,1.0,1
K00824,0.1101767340194578,-0.0677187186482466,1.0,1
K00826,0.0277799126920066,0.0023144190493523,1.0,1
K00831,0.5160198689229218,0.0236590232645471,1.0,1
K00832,-0.6042392320492717,-0.4954864059489228,1.0,1
K00833,-0.7337809177315574,0.022702855119175,1.0,1
K00835,-1.127253071486566,-0.7653397340718293,1.0,1
K00836,0.980966432957901,-0.196772612981758,1.0,1
K00839,-0.2639890974903739,-0.3065677370250857,1.0,1
K00840,-0.7896752949012841,-0.6374142698224774,1.0,1
K00841,-0.0067566043028216,-0.0226452535122723,1.0,1
K00842,1.6250618431813604,0.2456588057721175,1.0,1
K00844,0.9054071172843956,-0.1202890687937901,1.0,1
K00845,0.0668470958785292,0.0391856002948715,1.0,1
K00847,0.0891369955361174,0.1092255555654419,1.0,1
K00848,0.5885128280995083,0.3800251734669109,1.0,1
K00849,0.3374182883493619,0.2901205488499108,1.0,1
K00850,0.2063144608706894,0.0982267846173019,1.0,1
K00851,-0.6869782986678833,-0.2027812896991023,1.0,1
K00852,-0.1794444648641382,-0.0534430525946969,1.0,1
K00853,-0.7610005291866188,-0.0746012087925189,1.0,1
K00854,0.249908262760486,0.1900671967230517,1.0,1
K00855,-0.761498447036126,-0.5778791726935708,1.0,1
K00856,1.838219764493028,0.8094564957224617,1.0,1
K00857,-0.2236044427732986,-0.0971387732189166,1.0,1
K00858,0.0168814905967313,0.0611653276409808,1.0,1
K00859,0.0164457266929684,0.0691092774505748,1.0,1
K00860,-0.994257263912952,-0.4392159054815274,1.0,1
K00862,1.3462755315760342,0.2116321545818962,1.0,1
K00863,-0.1692393437259817,-0.9782439519555568,1.0,1
K00864,0.0917959247002149,-0.0147590275624939,1.0,1
K00865,0.0827553445118425,0.1673501025190865,1.0,1
K00867,0.0050552720751366,-0.0968781221812331,1.0,1
K00868,0.080740186391664,0.002558652864656,1.0,1
K00869,0.0349526825818824,-0.0379769146227096,1.0,1
K00870,1.09534866150752,0.0503096840797598,1.0,1
K00872,-0.1746676444133121,-0.3601744197122515,1.0,1
K00873,-0.1106893854269851,-0.03514552649326,1.0,1
K00874,0.4558650722913696,0.2070171176971521,1.0,1
K00876,0.025081843606281,0.0770633598818202,1.0,1
K00878,-0.1924958176034332,-0.3839758073670733,1.0,1
K00879,0.8257978055131152,0.384985462235298,1.0,1
K00880,0.2488064384664627,-0.5399250191461331,1.0,1
K00881,0.1098943554501706,0.1909260354779343,1.0,1
K00882,0.0149268979958481,-0.0742905885720613,1.0,1
K00883,-0.4272523912716298,-0.0594582726631623,1.0,1
K00884,-0.8328604737426665,-0.7234037679317478,1.0,1
K00885,-0.2891951075770457,-0.4231943410480539,1.0,1
K00886,1.9408510680959796,1.0356983525695571,1.0,1
K00887,0.0678451584250592,-0.0442415972213368,1.0,1
K00891,0.0427499905037552,-0.0967497898281903,1.0,1
K00892,-0.7614984470361267,-0.6150546833528021,1.0,1
K00895,0.8419157111583285,0.2633612579199472,1.0,1
K00897,0.7423293491019719,0.6154218465022078,1.0,1
K00899,0.000966597627612642,-0.3026421197122979,1.0,1
K00901,-0.5609468410516877,-0.1803187080575961,1.0,1
K00906,-0.7618507164409617,-0.5427859539991684,1.0,1
